[APW19980903_1073.htm]
***************** Gold Standard: ***********************
	FN => Association of Art Museum Directors:[1030,35]; score:1.000000
	FP => police:[1429,6]; score:1.000000
	FP => miles:[437,5]; score:1.000000
 => Jose Maria Aznar:[610,16]; score:1.000000
 => Water supply:[735,12]; score:1.000000
	FP => premiers:[220,8]; score:1.000000
	FP => countries:[1341,9]; score:1.000000
 => volume:[538,6]; score:1.000000
	FP => cooperation:[1409,11]; score:1.000000
	FP => south:[444,5]; score:1.000000
 => water resources:[134,15]; score:1.000000
	FP => countries:[579,9]; score:1.000000
	FP => kilometers:[421,10]; score:1.000000
	FP => wealthier:[1221,9]; score:1.000000
	FP => rivers:[1058,6]; score:1.000000
	FP => constant:[996,8]; score:1.000000
	FP => moment:[674,6]; score:1.000000
	FP => countries:[837,9]; score:1.000000
	FP => border:[1443,6]; score:1.000000
	FP => water supplies:[48,14]; score:1.000000
	FP => common:[41,6]; score:1.000000
	FP => Spanish:[907,7]; score:1.000000
	FP => rivers:[554,6]; score:1.000000
	FP => historic:[236,8]; score:1.000000
	FP => monitor:[523,7]; score:1.000000
	FP => Albufeira:[1359,9]; score:1.000000
	FP => countries:[720,9]; score:1.000000
	FP => points:[814,6]; score:1.000000
	FP => plan:[1392,4]; score:1.000000
 => Spain:[82,5]; score:1.000000
	FP => Portugal:[1015,8]; score:1.000000
	FP => decision:[1148,8]; score:1.000000
	FP => railway:[1311,7]; score:1.000000
	FP => Portugal:[3,8]; score:1.000000
	FP => development:[1191,11]; score:1.000000
	FP => Prime Minister:[330,14]; score:1.000000
	FP => trade:[866,5]; score:1.000000
	FP => plan:[515,4]; score:1.000000
 => Lisbon:[454,6]; score:1.000000
 => European Union:[1232,14]; score:1.000000
	FP => links:[872,5]; score:1.000000
	FP => summit:[203,6]; score:1.000000
	FP => agreement:[111,9]; score:1.000000
	FP => campaign:[1168,8]; score:1.000000
	FP => new road:[1298,8]; score:1.000000
 => illegal immigration:[1469,19]; score:1.000000
	FP => border:[977,6]; score:1.000000
	FP => southwest:[757,9]; score:1.000000
	FP => close:[882,5]; score:1.000000
	FP => political:[888,9]; score:1.000000
	FP => neighboring:[1085,11]; score:1.000000
	FP => wide:[278,4]; score:1.000000
	FP => summit:[1369,6]; score:1.000000
	FP => agreement:[638,9]; score:1.000000
	FP => strong:[859,6]; score:1.000000
	FP => Monday:[93,6]; score:1.000000
	FP => called:[229,6]; score:1.000000
P/R/F:0.14285715/0.9285714/0.24761905; tpCount:13.0; fpCount:78.0; fnCount:1.0
[APW20000303_0067.htm]
***************** Gold Standard: ***********************
 => Great Lakes:[1164,11]; score:1.000000
 => Grand Marais, Minn:[1525,18]; score:1.000000
 => Plains:[938,6]; score:1.000000
 => Southeast:[910,9]; score:1.000000
 => hail:[235,4]; score:1.000000
 => Tennessee:[145,9]; score:1.000000
 => temperature:[1365,11]; score:1.000000
	FN => Dallas-Fort Worth International Airport:[498,39]; score:1.000000
 => Green Mountains:[667,15]; score:1.000000
 => the West:[885,8]; score:1.000000
 => Lightning:[215,9]; score:1.000000
	FN => Ohio Valley:[345,11]; score:1.000000
	FN => Alice:[1492,5]; score:1.000000
 => wind:[244,4]; score:1.000000
 => freezing:[827,8]; score:1.000000
 => Louisiana:[101,9]; score:1.000000
 => Adirondack:[649,10]; score:1.000000
	FN => Washington:[1035,10]; score:1.000000
 => Gulf Coast:[81,10]; score:1.000000
 => Severe thunderstorms:[27,20]; score:1.000000
 => Maine:[749,5]; score:1.000000
 => the Carolinas:[183,13]; score:1.000000
 => Pennsylvania:[728,12]; score:1.000000
 => Georgia:[117,7]; score:1.000000
	FN => wind-chill:[793,10]; score:1.000000
 => Oklahoma:[411,8]; score:1.000000
 => Northwest:[1214,9]; score:1.000000
	FN => Califorainia:[995,12]; score:1.000000
 => Oregon:[1053,6]; score:1.000000
	FN => mid-Atlantic states:[1228,19]; score:1.000000
 => Midwest:[1152,7]; score:1.000000
	FN => Rockies:[898,7]; score:1.000000
 => Rain:[159,4]; score:1.000000
	FN => Northeast:[583,9]; score:1.000000
	FN => Cotulla:[1477,7]; score:1.000000

************************ System Result: ***************************
	FP => Thursday:[425,8]; score:1.000000
	FP => forecast:[170,8]; score:1.000000
	FP => tonight:[202,7]; score:1.000000
 => Southeast:[910,9]; score:1.000000
 => Tennessee:[145,9]; score:1.000000
 => temperature:[1365,11]; score:1.000000
	FP => Plains:[1265,6]; score:1.000000
	FP => Texas:[400,5]; score:1.000000
	FP => New England:[1112,11]; score:1.000000
	FP => Ohio Valley:[345,11]; score:1.000000
	FP => forecast:[55,8]; score:1.000000
	FP => Southeast:[1305,9]; score:1.000000
	FP => forecast:[698,8]; score:1.000000
 => freezing:[827,8]; score:1.000000
	FP => forecast:[1083,8]; score:1.000000
	FP => system:[378,6]; score:1.000000
 => thunderstorms:[34,13]; score:1.000000
	FP => coasts:[1024,6]; score:1.000000
	FP => Southwest:[1316,9]; score:1.000000
 => Adirondack:[649,10]; score:1.000000
	FP => flights:[486,7]; score:1.000000
	FP => expected:[328,8]; score:1.000000
	FP => Washington:[1035,10]; score:1.000000
	FP => Nation:[7,6]; score:1.000000
	FP => wind:[454,4]; score:1.000000
	FP => hail:[460,4]; score:1.000000
	FP => Texas:[1455,5]; score:1.000000
	FP => today:[1072,5]; score:1.000000
 => Pennsylvania:[728,12]; score:1.000000
	FP => today:[947,5]; score:1.000000
 => Georgia:[117,7]; score:1.000000
	FP => inches:[277,6]; score:1.000000
	FP => wind-chill:[793,10]; score:1.000000
	FP => hours:[565,5]; score:1.000000
 => Carolinas:[187,9]; score:1.000000
	FP => 90 degrees:[1437,10]; score:1.000000
 => Northwest:[1214,9]; score:1.000000
	FP => areas:[443,5]; score:1.000000
 => Oregon:[1053,6]; score:1.000000
 => Midwest:[1152,7]; score:1.000000
	FP => Rockies:[898,7]; score:1.000000
	FP => 60s:[1281,3]; score:1.000000
	FP => mph:[257,3]; score:1.000000
	FP => Northeast:[583,9]; score:1.000000
	FP => forecast:[871,8]; score:1.000000
 => Great Lakes:[1164,11]; score:1.000000
	FP => reach:[1095,5]; score:1.000000
 => Plains:[938,6]; score:1.000000
 => hail:[235,4]; score:1.000000
 => Grand Marais:[1525,12]; score:1.000000
	FP => Weather:[16,7]; score:1.000000
	FP => 80s:[1294,3]; score:1.000000
 => Green Mountains:[667,15]; score:1.000000
	FP => quiet:[849,5]; score:1.000000
 => Lightning:[215,9]; score:1.000000
	FP => Alice:[1492,5]; score:1.000000
 => wind:[244,4]; score:1.000000
 => West:[889,4]; score:1.000000
	FP => Plains:[1341,6]; score:1.000000
 => Louisiana:[101,9]; score:1.000000
	FP => large:[228,5]; score:1.000000
	FP => expected:[775,8]; score:1.000000
	FP => Rockies:[1193,7]; score:1.000000
 => Gulf Coast:[81,10]; score:1.000000
	FP => Thursday:[1424,8]; score:1.000000
 => Maine:[749,5]; score:1.000000
	FP => communities:[1461,11]; score:1.000000
	FP => Northeast:[1140,9]; score:1.000000
	FP => heavy rain:[469,10]; score:1.000000
	FP => Lighter:[307,7]; score:1.000000
	FP => International Airport:[516,21]; score:1.000000
	FP => storm:[372,5]; score:1.000000
	FP => Showers:[954,7]; score:1.000000
 => Oklahoma:[411,8]; score:1.000000
	FP => winds:[764,5]; score:1.000000
	FP => northward:[131,9]; score:1.000000
	FP => rain:[287,4]; score:1.000000
	FP => inches:[609,6]; score:1.000000
 => Rain:[159,4]; score:1.000000
P/R/F:0.3164557/0.71428573/0.43859646; tpCount:25.0; fpCount:54.0; fnCount:10.0
[APW19980930_0284.htm]
***************** Gold Standard: ***********************
 => curator:[39,7]; score:1.000000
	FN => heist:[187,5]; score:1.000000
 => Riviera:[736,7]; score:1.000000
 => Alfred Sisley:[630,13]; score:1.000000
 => Impressionist:[103,13]; score:1.000000
 => Monet:[400,5]; score:1.000000
 => Nice:[449,4]; score:1.000000
	FN => Saint Laurent du Var:[755,20]; score:1.000000

************************ System Result: ***************************
	FP => sped:[1189,4]; score:1.000000
	FP => Dieppe:[616,6]; score:1.000000
	FP => paintings:[17,9]; score:1.000000
	FP => condition:[530,9]; score:1.000000
	FP => Wednesday:[274,9]; score:1.000000
 => Monet:[400,5]; score:1.000000
	FP => police:[498,6]; score:1.000000
	FP => Claude Monet:[572,12]; score:1.000000
	FP => Alley:[663,5]; score:1.000000
	FP => anonymity:[543,9]; score:1.000000
	FP => police:[254,6]; score:1.000000
 => Riviera:[736,7]; score:1.000000
	FP => Jean:[831,4]; score:1.000000
 => Nice:[449,4]; score:1.000000
	FP => arrested:[199,8]; score:1.000000
	FP => time:[325,4]; score:1.000000
	FP => thefts:[1287,6]; score:1.000000
	FP => Fine Arts:[428,9]; score:1.000000
	FP => police:[778,6]; score:1.000000
	FP => painting:[592,8]; score:1.000000
	FP => works:[565,5]; score:1.000000
	FP => arrested:[347,8]; score:1.000000
	FP => masked:[923,6]; score:1.000000
	FP => heist:[187,5]; score:1.000000
	FP => sail boat:[703,9]; score:1.000000
	FP => police:[798,6]; score:1.000000
	FP => Sisley:[414,6]; score:1.000000
	FP => small:[319,5]; score:1.000000
	FP => judicial:[489,8]; score:1.000000
	FP => drove:[967,5]; score:1.000000
	FP => paintings:[1228,9]; score:1.000000
	FP => thugs:[330,5]; score:1.000000
	FP => port:[746,4]; score:1.000000
	FP => alarm:[1105,5]; score:1.000000
	FP => museum:[1075,6]; score:1.000000
	FP => Museum:[438,6]; score:1.000000
	FP => Sept. 21:[379,8]; score:1.000000
 => Impressionist:[103,13]; score:1.000000
	FP => Police:[67,6]; score:1.000000
	FP => Poplars:[676,7]; score:1.000000
	FP => men:[1185,3]; score:1.000000
	FP => men:[930,3]; score:1.000000
 => curator:[39,7]; score:1.000000
	FP => armed robbery:[239,13]; score:1.000000
	FP => museum:[1098,6]; score:1.000000
	FP => museum curator:[212,14]; score:1.000000
	FP => days:[139,4]; score:1.000000
	FP => work:[653,4]; score:1.000000
 => Alfred Sisley:[630,13]; score:1.000000
	FP => central:[49,7]; score:1.000000
	FP => theft:[880,5]; score:1.000000
	FP => paintings:[119,9]; score:1.000000
	FP => art:[561,3]; score:1.000000
	FP => curator:[1205,7]; score:1.000000
	FP => duty:[1171,4]; score:1.000000
	FP => curator:[823,7]; score:1.000000
	FP => museum:[984,6]; score:1.000000
	FP => suspect:[57,7]; score:1.000000
	FP => shock:[1272,5]; score:1.000000
	FP => library:[1082,7]; score:1.000000
	FP => paintings:[894,9]; score:1.000000
	FP => caretaker:[1023,9]; score:1.000000
	FP => Impressionist:[3,13]; score:1.000000
	FP => Cliffs:[606,6]; score:1.000000
	FP => caretaker:[1154,9]; score:1.000000
	FP => spoke:[511,5]; score:1.000000
	FP => car:[1215,3]; score:1.000000
	FP => connection:[359,10]; score:1.000000
	FP => theft:[388,5]; score:1.000000
	FP => customary:[520,9]; score:1.000000
P/R/F:0.08571429/0.75/0.15384616; tpCount:6.0; fpCount:64.0; fnCount:2.0
[APW19980930_0522.htm]
***************** Gold Standard: ***********************
 => prisoners of war:[976,16]; score:1.000000
 => Organization of the Islamic Conference:[1479,38]; score:1.000000
 => Tehran:[712,6]; score:1.000000
 => trade fair:[45,10]; score:1.000000
	FN => commercial:[559,10]; score:1.000000
 => acts of sabotage:[1301,16]; score:1.000000
	FN => Iranian:[172,7]; score:1.000000
 => U.N.:[909,4]; score:1.000000
	FN => Kermanshah province:[381,19]; score:1.000000
	FN => Mohammad Shariat-Madari:[514,23]; score:1.000000
 => delegation:[284,10]; score:1.000000
 => 1991 Gulf War:[1441,13]; score:1.000000
 => Iraq:[61,4]; score:1.000000
	FN => eight-year war:[872,14]; score:1.000000
	FN => Taha Yassin Ramadan:[1359,19]; score:1.000000
 => Baghdad:[1158,7]; score:1.000000

************************ System Result: ***************************
	FP => year:[679,4]; score:1.000000
	FP => visit:[1417,5]; score:1.000000
	FP => December:[1327,8]; score:1.000000
	FP => Iran:[940,4]; score:1.000000
	FP => points:[751,6]; score:1.000000
	FP => Iraq:[689,4]; score:1.000000
	FP => Tehran:[1142,6]; score:1.000000
	FP => land:[309,4]; score:1.000000
	FP => Iraq:[952,4]; score:1.000000
 => 1991 Gulf War:[1441,13]; score:1.000000
	FP => discuss:[478,7]; score:1.000000
 => Iraq:[61,4]; score:1.000000
	FP => 1 million:[1061,9]; score:1.000000
 => prisoners of war:[976,16]; score:1.000000
	FP => international trade:[116,19]; score:1.000000
	FP => Iran:[331,4]; score:1.000000
	FP => meeting:[1519,7]; score:1.000000
	FP => Tehran:[1423,6]; score:1.000000
	FP => war:[1134,3]; score:1.000000
	FP => Iran:[847,4]; score:1.000000
	FP => western:[372,7]; score:1.000000
	FP => member:[276,6]; score:1.000000
	FP => ranking:[1400,7]; score:1.000000
 => delegation:[284,10]; score:1.000000
	FP => cease-fire:[925,10]; score:1.000000
	FP => Iraq:[856,4]; score:1.000000
	FP => holding:[1019,7]; score:1.000000
	FP => Iraqi:[1337,5]; score:1.000000
	FP => opposition:[1187,10]; score:1.000000
	FP => fair:[608,4]; score:1.000000
	FP => holds:[963,5]; score:1.000000
 => Baghdad:[1158,7]; score:1.000000
 => Organization of the Islamic Conference:[1479,38]; score:1.000000
	FP => borders:[1288,7]; score:1.000000
	FP => Fair:[741,4]; score:1.000000
 => trade fair:[45,10]; score:1.000000
	FP => commercial:[559,10]; score:1.000000
	FP => Iraq:[1001,4]; score:1.000000
	FP => Iran:[491,4]; score:1.000000
	FP => countries:[593,9]; score:1.000000
	FP => Mohammed:[241,8]; score:1.000000
	FP => people:[1071,6]; score:1.000000
	FP => year:[878,4]; score:1.000000
	FP => discussions:[150,11]; score:1.000000
	FP => claims:[945,6]; score:1.000000
	FP => Iran:[1011,4]; score:1.000000
	FP => Vice President:[1343,14]; score:1.000000
	FP => Oct.:[631,4]; score:1.000000
	FP => quoted:[441,6]; score:1.000000
	FP => Iranian:[1179,7]; score:1.000000
	FP => Wednesday:[93,9]; score:1.000000
	FP => killed:[1083,6]; score:1.000000
	FP => news agency:[417,11]; score:1.000000
	FP => Mohammad:[514,8]; score:1.000000
	FP => minister:[9,8]; score:1.000000
 => Tehran:[712,6]; score:1.000000
	FP => point:[359,5]; score:1.000000
	FP => fair:[136,4]; score:1.000000
	FP => Iranian:[172,7]; score:1.000000
 => U.N.:[909,4]; score:1.000000
	FP => traditional:[821,11]; score:1.000000
	FP => hold:[145,4]; score:1.000000
	FP => official:[408,8]; score:1.000000
	FP => sneak:[1269,5]; score:1.000000
 => sabotage:[1309,8]; score:1.000000
	FP => Mehdi:[250,5]; score:1.000000
	FP => business:[798,8]; score:1.000000
	FP => crossed:[318,7]; score:1.000000
	FP => fought:[861,6]; score:1.000000
	FP => Iran:[29,4]; score:1.000000
	FP => border:[352,6]; score:1.000000
	FP => Iraqi:[1408,5]; score:1.000000
	FP => International Trade:[721,19]; score:1.000000
	FP => Iraqi:[3,5]; score:1.000000
P/R/F:0.13513513/0.625/0.22222221; tpCount:10.0; fpCount:64.0; fnCount:6.0
[APW19980816_0994.htm]
***************** Gold Standard: ***********************
	FN => Auckland:[633,8]; score:1.000000
 => firearm:[893,7]; score:1.000000
 => crowbar:[799,7]; score:1.000000
	FN => Jacques-Joseph (James) Tissot:[360,29]; score:1.000000
 => New Zealand:[23,11]; score:1.000000
 => shotgun:[595,7]; score:1.000000
	FN => Auckland Art Gallery:[130,20]; score:1.000000
	FN => Albert Park:[1354,11]; score:1.000000

************************ System Result: ***************************
	FP => New Zealand's:[400,13]; score:1.000000
	FP => Top:[330,3]; score:1.000000
	FP => understood:[243,10]; score:1.000000
	FP => painting:[1074,8]; score:1.000000
	FP => official:[820,8]; score:1.000000
	FP => Wellesley:[1045,9]; score:1.000000
 => shotgun:[595,7]; score:1.000000
	FP => waving:[883,6]; score:1.000000
	FP => public:[1395,6]; score:1.000000
	FP => details:[468,7]; score:1.000000
	FP => man:[850,3]; score:1.000000
	FP => arrested:[56,8]; score:1.000000
	FP => European:[441,8]; score:1.000000
	FP => Aug.:[565,4]; score:1.000000
	FP => man:[983,3]; score:1.000000
	FP => 1 million:[544,9]; score:1.000000
	FP => Kate:[829,4]; score:1.000000
	FP => 19th-century:[69,12]; score:1.000000
	FP => robber:[1279,6]; score:1.000000
	FP => expensive:[419,9]; score:1.000000
	FP => black:[677,5]; score:1.000000
	FP => person:[263,6]; score:1.000000
	FP => Jacques:[360,7]; score:1.000000
	FP => robbery:[617,7]; score:1.000000
	FP => theft:[297,5]; score:1.000000
	FP => motorcycle helmet:[697,17]; score:1.000000
	FP => painting:[82,8]; score:1.000000
	FP => staff:[948,5]; score:1.000000
	FP => Sgt.:[217,4]; score:1.000000
 => firearm:[893,7]; score:1.000000
	FP => motorcycle:[1440,10]; score:1.000000
	FP => displayed:[1087,9]; score:1.000000
	FP => born:[347,4]; score:1.000000
	FP => Gary:[222,4]; score:1.000000
	FP => painting:[1124,8]; score:1.000000
	FP => U.S.:[97,4]; score:1.000000
	FP => works:[450,5]; score:1.000000
	FP => off the wall:[1133,12]; score:1.000000
	FP => Grey:[870,4]; score:1.000000
	FP => frame:[1231,5]; score:1.000000
 => New Zealand:[23,11]; score:1.000000
	FP => main:[757,4]; score:1.000000
	FP => man:[664,3]; score:1.000000
	FP => police:[187,6]; score:1.000000
	FP => painting:[509,8]; score:1.000000
	FP => worth:[91,5]; score:1.000000
	FP => door:[762,4]; score:1.000000
 => crowbar:[799,7]; score:1.000000
	FP => canvas:[1215,6]; score:1.000000
	FP => Darrow:[834,6]; score:1.000000
	FP => Monday:[199,6]; score:1.000000
	FP => dark visor:[716,10]; score:1.000000
	FP => left:[1286,4]; score:1.000000
	FP => crowbar:[1193,7]; score:1.000000
	FP => skirted:[1321,7]; score:1.000000
	FP => 1 million:[107,9]; score:1.000000
	FP => painting:[10,8]; score:1.000000
	FP => one man:[48,7]; score:1.000000
	FP => popular:[433,7]; score:1.000000
	FP => Senior:[210,6]; score:1.000000
	FP => board:[1265,5]; score:1.000000
	FP => French:[340,6]; score:1.000000
	FP => arrested:[279,8]; score:1.000000
	FP => U.S.:[534,4]; score:1.000000
	FP => main:[1303,4]; score:1.000000
	FP => entrance:[1308,8]; score:1.000000
	FP => gloves:[731,6]; score:1.000000
	FP => sawed-off shotgun:[774,17]; score:1.000000
	FP => patrons:[958,7]; score:1.000000
	FP => oil:[315,3]; score:1.000000
	FP => artist:[352,6]; score:1.000000
	FP => highway:[1476,7]; score:1.000000
	FP => man:[577,3]; score:1.000000
	FP => member:[1381,6]; score:1.000000
	FP => Albert Park:[1354,11]; score:1.000000
P/R/F:0.053333335/0.5/0.096385546; tpCount:4.0; fpCount:71.0; fnCount:4.0
[APW19981109_0140.htm]
***************** Gold Standard: ***********************
 => political:[716,9]; score:1.000000
	FN => Radio Free Europe:[180,17]; score:1.000000
 => Prague:[587,6]; score:1.000000
 => Munich, Germany:[1084,15]; score:1.000000
 => ambassador:[568,10]; score:1.000000
	FN => East:[1267,4]; score:1.000000
 => the Hague:[121,9]; score:1.000000
 => Iraq:[822,4]; score:1.000000
 => West:[1238,4]; score:1.000000
 => Soviet:[1145,6]; score:1.000000
 => economic:[700,8]; score:1.000000
 => the Netherlands:[515,15]; score:1.000000
 => ICJ:[505,3]; score:1.000000
 => Cold War:[1214,8]; score:1.000000
 => Iron Curtain:[1187,12]; score:1.000000
	FN => Farsi:[957,5]; score:1.000000
	FN => Kamal Kharrazi:[264,14]; score:1.000000
 => Communist:[1254,9]; score:1.000000
 => censored:[1125,8]; score:1.000000
	FN => Czech:[612,5]; score:1.000000

************************ System Result: ***************************
	FP => protest:[71,7]; score:1.000000
	FP => Iran:[549,4]; score:1.000000
	FP => Iran:[934,4]; score:1.000000
	FP => U.S.:[167,4]; score:1.000000
	FP => Prague:[745,6]; score:1.000000
	FP => Kamal:[264,5]; score:1.000000
	FP => countries:[1165,9]; score:1.000000
	FP => radio:[651,5]; score:1.000000
	FP => service:[974,7]; score:1.000000
	FP => quoted:[239,6]; score:1.000000
	FP => Iraq:[943,4]; score:1.000000
	FP => cooperation:[728,11]; score:1.000000
	FP => assistance:[633,10]; score:1.000000
	FP => protest:[599,7]; score:1.000000
 => Iraq:[822,4]; score:1.000000
 => Soviet:[1145,6]; score:1.000000
 => economic:[700,8]; score:1.000000
	FP => complaints:[383,10]; score:1.000000
 => Cold War:[1214,8]; score:1.000000
	FP => Iran:[61,4]; score:1.000000
	FP => radio:[31,5]; score:1.000000
	FP => internal affairs:[336,16]; score:1.000000
	FP => August:[1030,6]; score:1.000000
	FP => collapse of communism:[1335,21]; score:1.000000
	FP => radio:[295,5]; score:1.000000
	FP => Iran:[329,4]; score:1.000000
	FP => minute:[910,6]; score:1.000000
	FP => global:[143,6]; score:1.000000
	FP => level:[686,5]; score:1.000000
	FP => Iran:[205,4]; score:1.000000
	FP => station:[880,7]; score:1.000000
 => West:[1238,4]; score:1.000000
	FP => broadcasts:[798,10]; score:1.000000
	FP => Prague:[1306,6]; score:1.000000
	FP => Iran:[985,4]; score:1.000000
	FP => Iran:[473,4]; score:1.000000
 => ICJ:[505,3]; score:1.000000
 => Netherlands:[519,11]; score:1.000000
	FP => reduce:[675,6]; score:1.000000
 => censored:[1125,8]; score:1.000000
	FP => organizations:[459,13]; score:1.000000
 => political:[716,9]; score:1.000000
	FP => station:[779,7]; score:1.000000
	FP => funded:[172,6]; score:1.000000
	FP => Foreign Minister:[246,16]; score:1.000000
	FP => trial:[845,5]; score:1.000000
	FP => news:[1136,4]; score:1.000000
	FP => years:[1361,5]; score:1.000000
	FP => program:[917,7]; score:1.000000
 => ambassador:[568,10]; score:1.000000
	FP => East:[1267,4]; score:1.000000
	FP => American:[760,8]; score:1.000000
	FP => International Court of Justice:[86,30]; score:1.000000
	FP => Friday:[832,6]; score:1.000000
	FP => day:[927,3]; score:1.000000
 => Communist:[1254,9]; score:1.000000
	FP => headquarters:[1290,12]; score:1.000000
	FP => Iran:[3,4]; score:1.000000
	FP => complain:[11,8]; score:1.000000
 => Prague:[587,6]; score:1.000000
	FP => period:[851,6]; score:1.000000
	FP => English-language:[413,16]; score:1.000000
 => Munich, Germany:[1084,15]; score:1.000000
	FP => broadcast:[893,9]; score:1.000000
	FP => U.S.:[26,4]; score:1.000000
 => Iron Curtain:[1187,12]; score:1.000000
	FP => sponsored:[769,9]; score:1.000000
 => Hague:[125,5]; score:1.000000
	FP => Monday:[225,6]; score:1.000000
	FP => transmitting:[1065,12]; score:1.000000
P/R/F:0.21428572/0.75/0.3333333; tpCount:15.0; fpCount:55.0; fnCount:5.0
[APW19981106_0920.htm]
***************** Gold Standard: ***********************
 => hydroelectric plants:[1237,20]; score:1.000000
	FN => emissions:[235,9]; score:1.000000
 => nitrogen:[1355,8]; score:1.000000
 => power plant:[144,11]; score:1.000000
 => petroleum:[849,9]; score:1.000000
 => electricity:[185,11]; score:1.000000
 => Oslo:[1490,4]; score:1.000000
 => Norsk Hydro ASA:[63,15]; score:1.000000
	FN => hydrogen:[124,8]; score:1.000000
 => carbon dioxide:[965,14]; score:1.000000
 => Norway:[1053,6]; score:1.000000
 => state-owned company:[267,19]; score:1.000000
 => natural gas:[809,11]; score:1.000000
	FN => Norwegian Water Resources and Energy Directorate:[303,48]; score:1.000000

************************ System Result: ***************************
	FP => oil:[1092,3]; score:1.000000
	FP => company:[456,7]; score:1.000000
	FP => proper:[488,6]; score:1.000000
	FP => startup:[586,7]; score:1.000000
	FP => Friday:[105,6]; score:1.000000
	FP => burning:[715,7]; score:1.000000
	FP => plant:[778,5]; score:1.000000
	FP => plant:[1420,5]; score:1.000000
	FP => concern:[81,7]; score:1.000000
	FP => plant:[534,5]; score:1.000000
	FP => climate:[217,7]; score:1.000000
	FP => hydrogen:[1344,8]; score:1.000000
	FP => plants:[1023,6]; score:1.000000
	FP => water:[1312,5]; score:1.000000
	FP => completed:[549,9]; score:1.000000
	FP => electricity:[744,11]; score:1.000000
	FP => called:[389,6]; score:1.000000
	FP => exporter:[1096,8]; score:1.000000
 => hydroelectric plants:[1237,20]; score:1.000000
	FP => clean:[38,5]; score:1.000000
	FP => Norsk Hydro:[1389,11]; score:1.000000
 => nitrogen:[1355,8]; score:1.000000
	FP => west:[1481,4]; score:1.000000
	FP => percent:[1004,7]; score:1.000000
	FP => natural gas:[1140,11]; score:1.000000
	FP => mixed:[1327,5]; score:1.000000
	FP => hydrogen:[723,8]; score:1.000000
	FP => fields:[1170,6]; score:1.000000
 => Oslo:[1490,4]; score:1.000000
	FP => company:[1274,7]; score:1.000000
	FP => producer:[861,8]; score:1.000000
	FP => technology:[671,10]; score:1.000000
	FP => plant:[956,5]; score:1.000000
 => Norway:[1053,6]; score:1.000000
 => state-owned company:[267,19]; score:1.000000
	FP => percent:[258,7]; score:1.000000
	FP => island:[1441,6]; score:1.000000
	FP => miles:[1474,5]; score:1.000000
	FP => natural gas:[1291,11]; score:1.000000
	FP => clean:[709,5]; score:1.000000
	FP => vast:[1124,4]; score:1.000000
	FP => burning:[135,7]; score:1.000000
	FP => company:[647,7]; score:1.000000
	FP => natural gas:[1036,11]; score:1.000000
 => power plant:[144,11]; score:1.000000
	FP => major:[842,5]; score:1.000000
	FP => company:[13,7]; score:1.000000
	FP => kilometers:[1458,10]; score:1.000000
 => petroleum:[849,9]; score:1.000000
	FP => hydrogen:[761,8]; score:1.000000
	FP => hydrogen:[124,8]; score:1.000000
	FP => air:[1304,3]; score:1.000000
	FP => production:[575,10]; score:1.000000
	FP => construction:[514,12]; score:1.000000
 => carbon dioxide:[965,14]; score:1.000000
	FP => government agencies:[428,19]; score:1.000000
	FP => year:[637,4]; score:1.000000
	FP => early:[609,5]; score:1.000000
	FP => plans:[99,5]; score:1.000000
 => natural gas:[809,11]; score:1.000000
	FP => proposal:[903,8]; score:1.000000
	FP => plans:[357,5]; score:1.000000
	FP => power plant:[44,11]; score:1.000000
	FP => offshore:[1161,8]; score:1.000000
	FP => country:[1199,7]; score:1.000000
	FP => produce:[176,7]; score:1.000000
	FP => build:[366,5]; score:1.000000
	FP => economically:[918,12]; score:1.000000
	FP => carbon dioxide:[1370,14]; score:1.000000
	FP => build:[115,5]; score:1.000000
	FP => electricity:[1209,11]; score:1.000000
 => electricity:[185,11]; score:1.000000
	FP => Norsk Hydro:[827,11]; score:1.000000
 => Norsk Hydro ASA:[63,15]; score:1.000000
	FP => produce:[1336,7]; score:1.000000
	FP => plant:[376,5]; score:1.000000
	FP => approval:[416,8]; score:1.000000
	FP => Norwegian:[3,9]; score:1.000000
	FP => build:[1410,5]; score:1.000000
	FP => plans:[1284,5]; score:1.000000
P/R/F:0.1375/0.78571427/0.23404256; tpCount:11.0; fpCount:69.0; fnCount:3.0
[APW19980603_0791.htm]
***************** Gold Standard: ***********************
	FN => Linear Accelerator:[691,18]; score:1.000000
 => conscious:[972,9]; score:1.000000
	FN => haemorrhage:[145,11]; score:1.000000
	FN => radiation:[655,9]; score:1.000000
 => breast cancer:[118,13]; score:1.000000
	FN => tissues:[529,7]; score:1.000000
	FN => brain tumours:[87,13]; score:1.000000
 => capillaries:[1147,11]; score:1.000000
 => cancerous:[506,9]; score:1.000000
 => Bangkok:[251,7]; score:1.000000
 => clotting:[1117,8]; score:1.000000
 => three dimensional:[555,17]; score:1.000000
	FN => Radio Surgery:[297,13]; score:1.000000
	FN => Malformation:[1096,12]; score:1.000000
	FN => Stereotaxic Surgery:[592,19]; score:1.000000
 => Thailand:[327,8]; score:1.000000

************************ System Result: ***************************
	FP => diseases:[1064,8]; score:1.000000
	FP => radiation:[655,9]; score:1.000000
	FP => brain:[1167,5]; score:1.000000
	FP => medical care:[183,12]; score:1.000000
	FP => equipment:[667,9]; score:1.000000
	FP => Surgery:[604,7]; score:1.000000
	FP => patients:[958,8]; score:1.000000
