[Bus3683270.txt]
***************** Gold Standard: ***********************
 => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => O'Donnell:[778,787]; score:1.000000; title:Rosie O'Donnell; score:1.000000
 => Trump:[355,360]; score:1.000000; title:Donald Trump; score:1.000000
	FN => Walters:[1084,1091]; score:1.000000; title:Barbara Walters; score:1.000000
	FN => Conner:[1500,1506]; score:1.000000; title:Tara Conner; score:1.000000
 => Barbara Walters:[127,142]; score:1.000000; title:Barbara Walters; score:1.000000
 => Barbara Walters:[0,15]; score:1.000000; title:Barbara Walters; score:1.000000
	FN => NEW YORK:[116,124]; score:1.000000; title:New York City; score:1.000000
	FN => America:[1654,1661]; score:1.000000; title:United States; score:1.000000
	FN => O'Donnell:[1101,1110]; score:1.000000; title:Rosie O'Donnell; score:1.000000
	FN => Rosie O'Donnell:[189,204]; score:1.000000; title:Rosie O'Donnell; score:1.000000
	FN => O'Donnell:[377,386]; score:1.000000; title:Rosie O'Donnell; score:1.000000
	FN => Walters:[622,629]; score:1.000000; title:Barbara Walters; score:1.000000
	FN => Walters:[686,693]; score:1.000000; title:Barbara Walters; score:1.000000
	FN => O'Donnell:[563,572]; score:1.000000; title:Rosie O'Donnell; score:1.000000
	FN => ABC:[854,857]; score:1.000000; title:American Broadcasting Company; score:1.000000
	FN => ABC:[277,280]; score:1.000000; title:American Broadcasting Company; score:1.000000
	FN => NBC:[1799,1802]; score:1.000000; title:NBC; score:1.000000
 => Trump:[1115,1120]; score:1.000000; title:Donald Trump; score:1.000000
	FN => Walters:[547,554]; score:1.000000; title:Barbara Walters; score:1.000000
 => Donald Trump:[240,252]; score:1.000000; title:Donald Trump; score:1.000000
 => Trump:[1667,1672]; score:1.000000; title:Donald Trump; score:1.000000
 => Miss USA:[1350,1358]; score:1.000000; title:Miss USA; score:1.000000
 => Miss Teen USA:[1363,1376]; score:1.000000; title:Miss Teen USA; score:1.000000
	FN => The View:[1421,1429]; score:1.000000; title:The View; score:1.000000
 => Donald Trump:[926,938]; score:1.000000; title:Donald Trump; score:1.000000
	FN => The Apprentice:[1806,1820]; score:1.000000; title:The Apprentice; score:1.000000
 => Miss Universe Organization:[1307,1333]; score:1.000000; title:Miss Universe Organization; score:1.000000
	FN => Rosie O'Donnell:[26,41]; score:1.000000; title:Rosie O'Donnell; score:1.000000
	FN => Trump:[1471,1476]; score:1.000000; title:Donald Trump; score:1.000000
 => The Donald:[740,750]; score:1.000000; title:Donald Trump; score:1.000000
 => Trump:[62,67]; score:1.000000; title:Donald Trump; score:1.000000
 => Trump:[1281,1286]; score:1.000000; title:Donald Trump; score:1.000000
	FN => The View:[284,292]; score:1.000000; title:The View; score:1.000000
	FN => O'Donnell:[1693,1702]; score:1.000000; title:Rosie O'Donnell; score:1.000000
	FN => Walters:[257,264]; score:1.000000; title:Barbara Walters; score:1.000000
	FN => The View:[797,805]; score:1.000000; title:The View; score:1.000000

************************ System Result: ***************************
	FP => personal bankruptcy:[959,978]; score:1.076024; title:Personal_bankruptcy; score:1.000000
	FP => chat show:[325,334]; score:0.987863; title:Talk/Chat_show; score:1.000000
 => Trump:[355,360]; score:0.000000; title:Donald_Trump; score:0.448019
	FP => feuding:[1131,1138]; score:0.463462; title:Feud_(professional_wrestling); score:0.668834
 => Trump:[933,938]; score:0.000000; title:Donald_Trump; score:0.423664
 => Barbara Walters:[127,142]; score:1.068758; title:Barbara_Walters; score:1.000000
	FP => bankruptcy:[968,978]; score:0.471043; title:Bankruptcy; score:0.431173
 => Barbara Walters:[0,15]; score:1.080131; title:Barbara_Walters; score:1.000000
	FP => underage drinking:[1240,1257]; score:1.059552; title:Legal_drinking_age; score:1.000000
	FP => bankruptcies:[1036,1048]; score:0.762076; title:Bankruptcy; score:0.797202
 => Universe:[1312,1320]; score:1.665628; title:Miss_Universe; score:0.385743
	FP => jeopardy:[1220,1228]; score:1.000000; title:Jeopardy!; score:0.500000
	FP => comedian:[87,95]; score:0.707086; title:Comedian; score:0.305379
	FP => NEW YORK:[116,124]; score:0.445121; title:New_York; score:0.194768
 => USA:[1355,1358]; score:1.260784; title:Miss_USA; score:0.704545
	FP => Tara Conner:[1183,1194]; score:1.393090; title:Tara_Conner; score:1.000000
 => Trump:[1115,1120]; score:0.000000; title:Donald_Trump; score:0.446483
 => Donald Trump:[240,252]; score:1.277252; title:Donald_Trump; score:1.000000
	FP => casino:[995,1001]; score:1.322106; title:Casino; score:0.313889
 => Trump:[1667,1672]; score:0.409400; title:Donald_Trump; score:0.542518
	FP => USA:[1373,1376]; score:0.667136; title:Miss_USA; score:0.213853
	FP => chat:[325,329]; score:0.624732; title:Talk/Chat_show; score:0.237791
	FP => USA:[1179,1182]; score:1.415379; title:Miss_USA; score:0.710111
 => Miss USA:[1350,1358]; score:1.330073; title:Miss_USA; score:0.706743
 => Miss Universe:[1307,1320]; score:1.665628; title:Miss_Universe; score:0.385743
	FP => mogul:[1590,1595]; score:0.831366; title:Business_magnate; score:0.540228
	FP => real estate:[1578,1589]; score:1.178441; title:Real_estate; score:0.641317
	FP => —:[165,166]; score:1.000000; title:—; score:0.500000
	FP => bankruptcy:[1066,1076]; score:0.485769; title:Bankruptcy; score:0.415858
 => Miss Teen USA:[1363,1376]; score:1.443089; title:Miss_Teen_USA; score:0.812350
 => Trump:[247,252]; score:0.470937; title:Donald_Trump; score:0.492187
 => Miss Universe Organization:[1307,1333]; score:1.302166; title:Miss_Universe_Organization; score:1.000000
	FP => outspoken:[1397,1406]; score:1.000000; title:OutSPOKEN; score:0.500000
 => The Donald:[740,750]; score:1.000000; title:Donald_Trump; score:0.500000
 => Trump:[62,67]; score:0.393252; title:Donald_Trump; score:0.508670
	FP => Miss USA:[1174,1182]; score:1.475233; title:Miss_USA; score:0.710044
 => Trump:[1281,1286]; score:0.532143; title:Donald_Trump; score:0.539696
P/R/F:0.3939394/0.3611111/0.37681156; tpCount:13.0; fpCount:20.0; fnCount:23.0
[Tec16454435.txt]
***************** Gold Standard: ***********************
 => Mars rovers:[20,31]; score:1.000000; title:Mars Rover; score:1.000000
 => Opportunity:[1660,1671]; score:1.000000; title:Opportunity rover; score:1.000000
 => Spirit:[1311,1317]; score:1.000000; title:Spirit rover; score:1.000000
 => Spirit:[2046,2052]; score:1.000000; title:Spirit rover; score:1.000000
 => Jet Propulsion Laboratory:[557,582]; score:1.000000; title:Jet Propulsion Laboratory; score:1.000000
 => Red Planet:[420,430]; score:1.000000; title:Mars; score:1.000000
 => Mars:[2040,2044]; score:1.000000; title:Mars; score:1.000000
 => Earth:[1143,1148]; score:1.000000; title:Earth; score:1.000000
 => NASA:[588,592]; score:1.000000; title:NASA; score:1.000000
 => Spirit:[1616,1622]; score:1.000000; title:Spirit rover; score:1.000000
 => Opportunity:[2125,2136]; score:1.000000; title:Opportunity rover; score:1.000000
 => Mars rovers:[135,146]; score:1.000000; title:Mars Rover; score:1.000000
 => Mars:[1293,1297]; score:1.000000; title:Mars; score:1.000000
 => Opportunity:[1322,1333]; score:1.000000; title:Opportunity rover; score:1.000000
 => Earth:[715,720]; score:1.000000; title:Earth; score:1.000000

************************ System Result: ***************************
	FP => rovers:[1023,1029]; score:0.000000; title:Mars_rover; score:0.521671
	FP => maze:[1514,1518]; score:0.636806; title:Maze; score:0.587147
	FP => LOS ANGELES:[112,123]; score:0.933749; title:Los_Angeles,_California; score:0.135836
	FP => dog:[485,488]; score:1.163188; title:Dog; score:0.144248
 => Jet Propulsion Laboratory:[557,582]; score:1.262303; title:Jet_Propulsion_Laboratory; score:1.000000
	FP => robot:[1207,1212]; score:0.843485; title:Robot; score:0.209422
	FP => —:[258,259]; score:1.000000; title:—; score:0.500000
	FP => dust:[760,764]; score:0.686521; title:Dust; score:0.231845
 => rovers:[140,146]; score:0.000000; title:Mars_rover; score:0.502137
 => Earth:[715,720]; score:0.880840; title:Earth; score:0.197467
 => Opportunity:[1322,1333]; score:0.967305; title:Opportunity_rover; score:0.733689
 => Spirit:[2046,2052]; score:1.169397; title:Spirit_rover; score:0.382248
 => rovers:[25,31]; score:0.110625; title:Mars_rover; score:0.516991
	FP => old dog:[481,488]; score:1.000000; title:Old_Dog; score:0.500000
	FP => navigation:[1362,1372]; score:0.821054; title:Navigation; score:0.143203
 => Red Planet:[420,430]; score:0.388466; title:Mars; score:0.326875
	FP => soil:[2085,2089]; score:1.132655; title:Soil; score:0.378612
	FP => samples:[2090,2097]; score:0.184143; title:Sampling_(music); score:0.204112
 => Mars rovers:[20,31]; score:0.408063; title:Mars_rover; score:0.525378
	FP => navigation system:[1362,1379]; score:0.000000; title:Automotive_navigation_system; score:0.321448
	FP => soil samples:[2085,2097]; score:1.000000; title:Soil_test; score:0.500000
	FP => crater:[2170,2176]; score:0.000000; title:Montanari_(crater); score:0.194142
	FP => dead end:[1486,1494]; score:0.277723; title:Cul-de-sac; score:1.000000
	FP => uncovering:[1985,1995]; score:1.000000; title:Apocalypse; score:0.500000
	FP => geologic:[1996,2004]; score:1.100495; title:Geology; score:0.646789
	FP => Mars:[135,139]; score:1.046809; title:Mars; score:0.247613
	FP => sample:[875,881]; score:0.697896; title:Sampling_(music); score:0.146390
	FP => Mars rovers:[135,146]; score:0.637533; title:Mars_Exploration_Rover; score:0.513478
 => Spirit:[1311,1317]; score:1.213098; title:Spirit_rover; score:0.488695
 => Earth:[1143,1148]; score:1.315471; title:Earth; score:0.219561
 => Mars:[2040,2044]; score:1.525206; title:Mars; score:0.291174
 => Opportunity:[2125,2136]; score:1.240409; title:Opportunity_rover; score:0.711236
 => NASA:[588,592]; score:1.567463; title:NASA; score:0.857083
	FP => devils:[765,771]; score:0.270658; title:Devils; score:0.473497
	FP => Mars:[20,24]; score:1.320840; title:Mars; score:0.247420
	FP => ridge:[2113,2118]; score:0.188525; title:Ridge; score:0.180535
	FP => Martian:[2105,2112]; score:0.637556; title:Mars; score:0.317507
	FP => upgrades:[1071,1079]; score:1.000000; title:Stargate_SG-1_(season_4); score:0.500000
	FP => Spirit and Opportunity:[1311,1333]; score:1.017905; title:Mars_Exploration_Rover; score:1.000000
 => Mars:[1293,1297]; score:1.444113; title:Mars; score:0.334766
	FP => —:[1102,1103]; score:1.000000; title:—; score:0.500000
	FP => decide:[820,826]; score:1.000000; title:Decide; score:0.500000
	FP => Jet Propulsion:[557,571]; score:0.447302; title:Jet_engine; score:0.684022
	FP => high-tech:[1061,1070]; score:0.215288; title:High_tech; score:0.356701
	FP => dust devils:[760,771]; score:1.115626; title:Dust_devil; score:1.000000
	FP => golf:[1738,1742]; score:0.428470; title:Golf; score:0.174671
	FP => LOS:[112,115]; score:0.253921; title:Line_of_sight_(gaming); score:1.000000
	FP => water:[2019,2024]; score:1.069600; title:Water; score:0.201759
	FP => Callas:[512,518]; score:0.933332; title:Maria_Callas; score:1.000000
	FP => Callas:[1533,1539]; score:0.911934; title:Maria_Callas; score:1.000000
	FP => dissect:[942,949]; score:0.936279; title:Dissection; score:1.000000
	FP => Mars missions:[1293,1306]; score:1.059885; title:Exploration_of_Mars; score:1.000000
	FP => project manager:[532,547]; score:0.993795; title:Project_manager; score:1.000000
 => Spirit:[1616,1622]; score:1.062483; title:Spirit_rover; score:0.251769
	FP => software:[216,224]; score:0.759370; title:Computer_software; score:0.136827
	FP => rovers:[617,623]; score:0.046669; title:Mars_rover; score:0.514849
	FP => thousands:[950,959]; score:1.000000; title:1000_(number); score:0.500000
 => Opportunity:[1660,1671]; score:1.254324; title:Opportunity_rover; score:0.750388
	FP => robotic arm:[860,871]; score:0.000000; title:Canadarm; score:0.231587
	FP => geologic:[1550,1558]; score:0.668349; title:Geology; score:0.613599
P/R/F:0.2542373/1.0/0.4054054; tpCount:15.0; fpCount:44.0; fnCount:0.0
[Spo16455207.txt]
***************** Gold Standard: ***********************
	FN => Riley:[1360,1365]; score:1.000000; title:Pat Riley; score:1.000000
 => MIAMI:[111,116]; score:1.000000; title:Miami, Florida; score:1.000000
 => NBA title:[541,550]; score:1.000000; title:NBA Finals; score:1.000000
	FN => Riley:[826,831]; score:1.000000; title:Pat Riley; score:1.000000
 => Heat:[1375,1379]; score:1.000000; title:Miami Heat; score:1.000000
 => Los Angeles Clippers:[442,462]; score:1.000000; title:Los Angeles Clippers; score:1.000000
	FN => Western Conference:[1519,1537]; score:1.000000; title:Western Conference (NBA); score:1.000000
	FN => Riley:[486,491]; score:1.000000; title:Pat Riley; score:1.000000
 => Heat:[420,424]; score:1.000000; title:Miami Heat; score:1.000000
 => Pat Riley:[136,145]; score:1.000000; title:Pat Riley; score:1.000000
 => Stan Van Gundy:[741,755]; score:1.000000; title:Stan Van Gundy; score:1.000000
	FN => Shaquille O'Neal:[620,636]; score:1.000000; title:Shaquille O'Neal; score:1.000000
 => Chicago Tribune:[1237,1252]; score:1.000000; title:Chicago Tribune; score:1.000000
 => Pat Riley:[1030,1039]; score:1.000000; title:Pat Riley; score:1.000000
 => Shaquille O'Neal:[1387,1403]; score:1.000000; title:Shaquille O'Neal; score:1.000000
	FN => Riley:[1311,1316]; score:1.000000; title:Pat Riley; score:1.000000
	FN => Riley:[0,5]; score:1.000000; title:Pat Riley; score:1.000000
	FN => Riley:[685,690]; score:1.000000; title:Pat Riley; score:1.000000
 => Heat:[523,527]; score:1.000000; title:Miami Heat; score:1.000000
 => Miami Heat:[119,129]; score:1.000000; title:Miami Heat; score:1.000000
 => Miami Heat:[1013,1023]; score:1.000000; title:Miami Heat; score:1.000000
 => Heat:[1552,1556]; score:1.000000; title:Miami Heat; score:1.000000

************************ System Result: ***************************
	FP => The Heat:[416,424]; score:0.000000; title:The_Heat_(Toni_Braxton_album); score:0.240553
	FP => 2005:[725,729]; score:0.479575; title:December_2005; score:0.403742
	FP => interim head coach:[393,411]; score:1.000000; title:Head_coach; score:0.500000
 => Heat:[125,129]; score:0.564070; title:Miami_Heat; score:0.184081
 => Heat:[1019,1023]; score:0.449788; title:Miami_Heat; score:0.184937
 => NBA title:[541,550]; score:0.740765; title:NBA_Finals; score:0.717594
 => Los Angeles Clippers:[442,462]; score:1.522185; title:Los_Angeles_Clippers; score:0.833188
	FP => medication:[986,996]; score:0.697299; title:Medication; score:0.419791
	FP => knee:[1129,1133]; score:0.216961; title:Knee_replacement; score:0.326984
	FP => The Heat:[1548,1556]; score:0.000000; title:The_Heat_(Toni_Braxton_album); score:0.240815
 => Shaquille O'Neal:[1387,1403]; score:1.335313; title:Shaquille_O'Neal; score:1.000000
	FP => knee problems:[214,227]; score:1.000000; title:Knee_pain; score:0.500000
	FP => December 2005:[716,729]; score:0.499326; title:December_2005; score:0.406544
	FP => Los Angeles:[442,453]; score:0.269042; title:Los_Angeles_Lakers; score:0.194261
	FP => NBA:[541,544]; score:1.138790; title:National_Basketball_Association; score:0.399354
 => Heat:[523,527]; score:0.727571; title:Miami_Heat; score:0.282598
	FP => knee:[669,673]; score:0.749865; title:Knee; score:0.351879
 => Heat:[1552,1556]; score:0.459546; title:Miami_Heat; score:0.160978
	FP => knee:[214,218]; score:0.321389; title:Knee; score:0.330093
 => Miami:[1013,1018]; score:0.593984; title:Miami_Heat; score:0.133589
	FP => Miami:[119,124]; score:0.082706; title:Miami,_Florida; score:0.146466
	FP => knee:[89,93]; score:0.420659; title:Knee; score:0.341846
 => Clippers:[454,462]; score:1.166268; title:Los_Angeles_Clippers; score:1.000000
	FP => Shaquille:[1387,1396]; score:0.399999; title:Shaquille_(TV_series); score:0.523201
	FP => news conference:[322,337]; score:0.966194; title:News_conference; score:1.000000
 => MIAMI:[111,116]; score:0.050315; title:Miami,_Florida; score:0.146497
 => Heat:[1375,1379]; score:0.626662; title:Miami_Heat; score:0.234834
	FP => Western Conference:[1519,1537]; score:0.775288; title:Western_Conference_(NBA); score:0.427318
	FP => head coach:[401,411]; score:1.323797; title:Head_coach; score:0.386994
 => Heat:[420,424]; score:0.679766; title:Miami_Heat; score:0.249525
 => Pat Riley:[136,145]; score:1.360215; title:Pat_Riley; score:1.000000
 => Stan Van Gundy:[741,755]; score:1.155660; title:Stan_Van_Gundy; score:1.000000
	FP => hip replacement:[795,810]; score:1.156705; title:Hip_replacement; score:1.000000
 => Chicago Tribune:[1237,1252]; score:1.092324; title:Chicago_Tribune; score:1.000000
 => Pat Riley:[1030,1039]; score:1.320743; title:Pat_Riley; score:1.000000
	FP => ESPN:[1301,1305]; score:0.830282; title:ESPN; score:0.250706
	FP => surgeries:[1106,1115]; score:1.099275; title:Surgery; score:1.000000
	FP => road trip:[1501,1510]; score:1.021418; title:Road_trip; score:1.000000
	FP => surgery:[783,790]; score:0.796183; title:Surgery; score:0.155989
 => Riley:[140,145]; score:1.269715; title:Pat_Riley; score:1.000000
 => Miami Heat:[119,129]; score:1.342139; title:Miami_Heat; score:0.734781
	FP => Stan:[741,745]; score:0.000000; title:Stan_Marsh; score:0.136682
 => Riley:[1034,1039]; score:1.224071; title:Pat_Riley; score:1.000000
 => Miami Heat:[1013,1023]; score:1.287571; title:Miami_Heat; score:0.715137
P/R/F:0.36842105/0.6363636/0.46666667; tpCount:14.0; fpCount:24.0; fnCount:8.0
[Bus16451112.txt]
***************** Gold Standard: ***********************
	FN => Blake:[927,932]; score:1.000000; title:Frank Blake; score:1.000000
	FN => Home Depot:[1065,1075]; score:1.000000; title:Home Depot; score:1.000000
	FN => Home Depot:[2237,2247]; score:1.000000; title:Home Depot; score:1.000000
	FN => Nardelli:[668,676]; score:1.000000; title:Robert Nardelli; score:1.000000
 => Home Depot:[3143,3153]; score:1.000000; title:Home Depot; score:1.000000
	FN => Nardelli:[15,23]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => Nardelli:[1173,1181]; score:1.000000; title:Robert Nardelli; score:1.000000
 => Home Depot:[652,662]; score:1.000000; title:Home Depot; score:1.000000
 => Home Depot:[791,801]; score:1.000000; title:Home Depot; score:1.000000
	FN => Bob:[1850,1853]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => Nardelli:[4682,4690]; score:1.000000; title:Robert Nardelli; score:1.000000
 => ATLANTA:[107,114]; score:1.000000; title:Atlanta, Georgia; score:1.000000
	FN => Nardelli:[1736,1744]; score:1.000000; title:Robert Nardelli; score:1.000000
 => Home Depot:[3563,3573]; score:1.000000; title:Home Depot; score:1.000000
 => Georgia State University:[2958,2982]; score:1.000000; title:Georgia State University; score:1.000000
	FN => The Associated Press:[1230,1250]; score:1.000000; title:The Associated Press; score:1.000000
 => Home Depot:[2423,2433]; score:1.000000; title:Home Depot; score:1.000000
	FN => Robinson College:[2898,2914]; score:1.000000; title:J. Mack Robinson College of Business; score:1.000000
	FN => Nardelli:[3780,3788]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => Home Depot:[2814,2824]; score:1.000000; title:Home Depot; score:1.000000
	FN => Nardelli:[3550,3558]; score:1.000000; title:Robert Nardelli; score:1.000000
 => The Home Depot:[1663,1677]; score:1.000000; title:Home Depot; score:1.000000
	FN => Nardelli:[1372,1380]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => John L. Clendenin:[5017,5034]; score:1.000000; title:John L. Clendenin; score:1.000000
	FN => President Bush:[2365,2379]; score:1.000000; title:George H. W. Bush; score:1.000000
 => Frank Blake:[699,710]; score:1.000000; title:Frank Blake; score:1.000000
 => Home Depot:[0,10]; score:1.000000; title:Home Depot; score:1.000000
	FN => Nardelli:[1622,1630]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => Nardelli:[979,987]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => Nardelli:[2280,2288]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => Home Depot:[2509,2519]; score:1.000000; title:Home Depot; score:1.000000
	FN => Bob:[1929,1932]; score:1.000000; title:Robert Nardelli; score:1.000000
 => The Home Depot:[1883,1897]; score:1.000000; title:Home Depot; score:1.000000
	FN => Bob:[3072,3075]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => Nardelli:[611,619]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => Atlanta:[1799,1806]; score:1.000000; title:Atlanta, Georgia; score:1.000000
	FN => Nardelli:[4857,4865]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => Blake:[2763,2768]; score:1.000000; title:Frank Blake; score:1.000000
 => Home Depot:[4829,4839]; score:1.000000; title:Home Depot; score:1.000000
	FN => Nardelli:[1150,1158]; score:1.000000; title:Robert Nardelli; score:1.000000
 => The Home Depot Inc.:[193,212]; score:1.000000; title:Home Depot; score:1.000000
 => Home Depot:[5208,5218]; score:1.000000; title:Home Depot; score:1.000000
 => Bob Nardelli:[117,129]; score:1.000000; title:Robert Nardelli; score:1.000000
 => General Electric Co.:[583,603]; score:1.000000; title:General Electric; score:1.000000
	FN => Nardelli:[1519,1527]; score:1.000000; title:Robert Nardelli; score:1.000000
 => Home Depot:[1507,1517]; score:1.000000; title:Home Depot; score:1.000000
	FN => Nardelli:[374,382]; score:1.000000; title:Robert Nardelli; score:1.000000

************************ System Result: ***************************
	FP => 2007:[5113,5117]; score:0.792675; title:2007; score:0.147860
	FP => President Bush:[2365,2379]; score:0.561005; title:George_W._Bush; score:0.600021
 => ATLANTA:[107,114]; score:0.555167; title:Atlanta,_Georgia; score:0.169396
 => General Electric:[583,599]; score:1.483066; title:General_Electric; score:0.474190
	FP => X.:[5044,5046]; score:1.000000; title:X; score:0.500000
	FP => President:[2365,2374]; score:0.000000; title:President_of_the_United_States; score:0.145768
	FP => John L. Clendenin:[5017,5034]; score:1.000000; title:John_Clendenin; score:0.500000
	FP => Home-improvement:[31,47]; score:1.000000; title:Home_improvement; score:0.500000
	FP => Tome:[3186,3190]; score:0.000000; title:Philippe_Vandevelde; score:0.538112
	FP => Home Depot:[1720,1730]; score:1.220911; title:The_Home_Depot; score:1.000000
	FP => chief executive:[59,74]; score:0.930765; title:Chief_executive_officer; score:0.317445
 => The Home Depot:[193,207]; score:1.112841; title:The_Home_Depot; score:1.000000
	FP => immediately:[861,872]; score:1.000000; title:Immediately_(law); score:0.500000
	FP => vice president:[3253,3267]; score:1.017340; title:Vice_president; score:0.198517
 => Home Depot:[0,10]; score:1.270660; title:The_Home_Depot; score:1.000000
	FP => hefty:[429,434]; score:1.000000; title:Hefty; score:0.500000
	FP => The Associated Press:[1230,1250]; score:1.052499; title:Associated_Press; score:1.000000
 => Home Depot:[1667,1677]; score:1.163010; title:The_Home_Depot; score:1.000000
 => Georgia State University.:[2958,2983]; score:1.228892; title:Georgia_State_University; score:0.769039
	FP => retailer:[48,56]; score:0.425366; title:Retailing; score:0.549118
	FP => Associated Press:[1234,1250]; score:1.298391; title:Associated_Press; score:0.651989
	FP => Tome:[3340,3344]; score:0.000000; title:Philippe_Vandevelde; score:0.525777
 => Home Depot:[652,662]; score:1.225641; title:The_Home_Depot; score:1.000000
	FP => Clendenin:[5025,5034]; score:1.023777; title:Clendenin,_West_Virginia; score:1.000000
	FP => college football:[2327,2343]; score:0.762752; title:College_football; score:0.250831
	FP => immediately:[1015,1026]; score:1.000000; title:Immediately_(law); score:0.500000
	FP => employment contract:[3716,3735]; score:0.981214; title:Employment_contract; score:1.000000
 => Home Depot:[791,801]; score:1.204050; title:The_Home_Depot; score:1.000000
	FP => Robinson College:[2898,2914]; score:0.985269; title:Robinson_College,_Cambridge; score:1.000000
	FP => public discussion:[2619,2636]; score:1.000000; title:Public_sphere; score:0.500000
 => Home Depot:[1887,1897]; score:1.191853; title:The_Home_Depot; score:1.000000
	FP => Senn:[2880,2884]; score:0.959754; title:Senn_High_School; score:1.000000
 => Home Depot Inc.:[197,212]; score:1.178720; title:The_Home_Depot; score:1.000000
	FP => intrinsic value:[4047,4062]; score:0.278653; title:Intrinsic_value_(finance); score:0.365091
	FP => present value:[4409,4422]; score:1.064033; title:Present_value; score:1.000000
 => Home Depot:[1507,1517]; score:1.170127; title:The_Home_Depot; score:1.000000
	FP => chief financial officer:[3196,3219]; score:0.920894; title:Chief_financial_officer; score:1.000000
	FP => severance package:[461,478]; score:0.977416; title:Severance_package; score:1.000000
	FP => CEO:[519,522]; score:0.290040; title:Chief_executive_officer; score:0.452426
	FP => Sept. 1:[1266,1273]; score:1.040644; title:September_1; score:1.000000
 => Home Depot:[3563,3573]; score:1.001848; title:The_Home_Depot; score:1.000000
	FP => December 2000:[526,539]; score:0.850327; title:December_2000; score:0.547305
	FP => mergers and acquisitions:[3381,3405]; score:0.879673; title:Mergers_and_acquisitions; score:1.000000
 => Home Depot:[2423,2433]; score:1.184667; title:The_Home_Depot; score:1.000000
 => Frank Blake:[699,710]; score:1.300802; title:Frank_Blake; score:1.000000
 => The Home Depot:[1663,1677]; score:1.131240; title:The_Home_Depot; score:1.000000
	FP => shareholders meeting:[5125,5145]; score:1.000000; title:Shareholder_Meeting; score:0.500000
	FP => chief executive:[174,189]; score:1.092184; title:Chief_executive_officer; score:0.404176
 => The Home Depot:[3139,3153]; score:0.961431; title:The_Home_Depot; score:1.000000
	FP => acceleration:[3925,3937]; score:0.412327; title:Acceleration; score:0.362432
 => Home Depot:[197,207]; score:1.177208; title:The_Home_Depot; score:1.000000
	FP => 2000:[535,539]; score:0.411144; title:December_2000; score:0.493980
	FP => apron:[1489,1494]; score:0.000000; title:Apron; score:0.417396
	FP => severance payment:[3887,3904]; score:1.000000; title:Severance_package; score:0.500000
 => Home Depot:[3143,3153]; score:1.013493; title:The_Home_Depot; score:1.000000
	FP => chief operating officer:[3522,3545]; score:0.896904; title:Chief_operating_officer; score:1.000000
	FP => Home Depot:[3272,3282]; score:0.984689; title:The_Home_Depot; score:1.000000
	FP => Bush:[2375,2379]; score:0.721466; title:George_W._Bush; score:0.608436
	FP => wholesale:[2097,2106]; score:1.072077; title:Wholesale; score:0.776719
	FP => Gonzales:[5047,5055]; score:0.000000; title:Gonzales,_Texas; score:0.156757
	FP => helped:[2384,2390]; score:1.000000; title:Helping_behavior; score:0.500000
	FP => separation agreement:[3600,3620]; score:0.945058; title:Legal_separation; score:1.000000
 => Bob Nardelli:[117,129]; score:1.184152; title:Robert_Nardelli; score:1.000000
 => The Home Depot:[1883,1897]; score:1.140003; title:The_Home_Depot; score:1.000000
	FP => CEO:[11,14]; score:0.299981; title:Chief_executive_officer; score:0.452377
 => General Electric Co.:[583,603]; score:0.985062; title:General_Electric; score:1.000000
 => The Home Depot Inc.:[193,212]; score:1.185002; title:The_Home_Depot; score:1.000000
 => Home Depot:[5208,5218]; score:0.955255; title:The_Home_Depot; score:1.000000
 => Home Depot:[4829,4839]; score:1.006120; title:The_Home_Depot; score:1.000000
	FP => shareholders:[5125,5137]; score:0.908238; title:Shareholder; score:1.000000
P/R/F:0.26984128/0.3617021/0.3090909; tpCount:17.0; fpCount:46.0; fnCount:30.0
[Tra16444229.txt]
***************** Gold Standard: ***********************
 => George Bush Intercontinental Airport:[241,277]; score:1.000000; title:George Bush Intercontinental Airport; score:1.000000
 => HOUSTON:[121,128]; score:1.000000; title:Houston, Texas; score:1.000000
 => United States:[1140,1153]; score:1.000000; title:United States; score:1.000000
 => Carlos Osorio:[726,739]; score:1.000000; title:Carlos Osorio; score:1.000000
 => Texas:[13,18]; score:1.000000; title:Texas; score:1.000000
 => Houston:[354,361]; score:1.000000; title:Houston, Texas; score:1.000000
	FN => Osorio:[828,834]; score:1.000000; title:Carlos Osorio; score:1.000000
	FN => Police:[396,402]; score:1.000000; title:List of U.S. state and local law enforcement agencies; score:1.000000
 => London:[1267,1273]; score:1.000000; title:London; score:1.000000

************************ System Result: ***************************
	FP => luggage:[228,235]; score:1.043323; title:Luggage; score:0.741046
	FP => Intercontinental:[253,269]; score:0.300469; title:WWE_Intercontinental_Championship; score:0.275510
 => HOUSTON:[121,128]; score:1.046743; title:Houston,_Texas; score:0.185213
