[APW19980903_1073.htm]
***************** Gold Standard: ***********************
 => Viktor Klima:[664,676]; score:1.000000; title:Viktor Klima; score:1.000000
 => Clive Lloyd:[872,883]; score:1.000000; title:Clive Lloyd; score:1.000000
 => Joel Garner:[903,914]; score:1.000000; title:Joel Garner; score:1.000000
	FN => sponsorship:[1044,1055]; score:1.000000; title:Sponsor; score:1.000000
 => South Africa:[151,163]; score:1.000000; title:South Africa; score:1.000000

************************ System Result: ***************************
	FP => Hooper:[493,499]; score:1.000000; title:Hooper_(film); score:1.000000
	FP => West Indies Cricket Board:[238,263]; score:1.000000; title:West_Indies_Cricket_Board; score:0.998024
 => Johannesburg:[1172,1184]; score:1.000000; title:Johannesburg; score:0.956204
	FP => West Indies:[846,857]; score:1.000000; title:Caribbean; score:1.000000
	FP => Lara:[484,488]; score:1.000000; title:Lara; score:0.313733
	FP => David Richardson:[1112,1128]; score:1.000000; title:David_Richardson; score:0.428571
	FP => South African:[1355,1368]; score:1.000000; title:South_Africa; score:0.775940
 => Brian Lara:[292,302]; score:1.000000; title:Brian_Lara; score:0.999664
 => West Indies Cricket Board:[678,703]; score:1.000000; title:West_Indies_Cricket_Board; score:0.998024
	FP => WICB:[890,894]; score:1.000000; title:WICB; score:1.000000
 => Jimmy Adams:[545,556]; score:1.000000; title:Jimmy_Adams; score:0.780415
 => Ali Bacher:[711,721]; score:1.000000; title:Ali_Bacher; score:1.000000
 => Carl Hooper:[321,332]; score:1.000000; title:Carl_Hooper; score:1.000000
	FP => South Africa:[385,397]; score:1.000000; title:South_Africa; score:1.000000
 => West Indies:[91,102]; score:1.000000; title:Caribbean; score:1.000000
	FP => South African:[734,747]; score:1.000000; title:South_Africa; score:0.775940
 => Clive Lloyd:[872,883]; score:1.000000; title:Clive_Lloyd; score:0.998917
 => Joel Garner:[903,914]; score:1.000000; title:Joel_Garner; score:1.000000
	FP => South African:[1081,1094]; score:1.000000; title:South_Africa; score:0.775940
	FP => West Indies:[134,145]; score:1.000000; title:Caribbean; score:1.000000
	FP => LONDON:[3,9]; score:1.000000; title:London; score:1.000000
 => South Africa:[151,163]; score:1.000000; title:South_Africa; score:1.000000
P/R/F:0.45454547/0.5882353/0.51282054; tpCount:10.0; fpCount:12.0; fnCount:7.0
[APW19981120_1056.htm]
***************** Gold Standard: ***********************
 => Johannesburg:[721,733]; score:1.000000; title:Johannesburg; score:1.000000
 => P.W. Botha:[130,140]; score:1.000000; title:Pieter Willem Botha; score:1.000000
	FN => prosecutor:[48,58]; score:1.000000; title:prosecutor; score:1.000000
	FN => white rule:[194,204]; score:1.000000; title:Dominant minority; score:1.000000
 => Truth and Reconciliation Commission (South Africa):[340,390]; score:1.000000; title:Truth and reconciliation commission; score:1.000000
	FN => contempt of court:[1152,1169]; score:1.000000; title:contempt of court; score:1.000000
	FN => amnesty:[940,947]; score:1.000000; title:amnesty; score:1.000000
 => African National Congress:[645,670]; score:1.000000; title:African National Congress; score:1.000000
	FN => rand:[1282,1286]; score:1.000000; title:South African rand; score:1.000000

************************ System Result: ***************************
 => Johannesburg:[721,733]; score:1.000000; title:Johannesburg; score:0.956204
	FP => Botha:[1037,1042]; score:1.000000; title:Pieter_Willem_Botha; score:0.500000
 => P.W. Botha:[130,140]; score:1.000000; title:Pieter_Willem_Botha; score:1.000000
 => Truth and Reconciliation Commission:[340,375]; score:1.000000; title:Truth_and_reconciliation_commission; score:1.000000
	FP => Botha:[602,607]; score:1.000000; title:Pieter_Willem_Botha; score:0.500000
	FP => Botha:[1128,1133]; score:1.000000; title:Pieter_Willem_Botha; score:0.500000
	FP => Botha:[294,299]; score:1.000000; title:Pieter_Willem_Botha; score:0.500000
	FP => Truth Comission:[536,551]; score:1.000000; title:Truth_and_reconciliation_commission; score:0.000000
 => African National Congress:[645,670]; score:1.000000; title:African_National_Congress; score:1.000000
	FP => London:[674,680]; score:1.000000; title:London; score:1.000000
	FP => Botha:[786,791]; score:1.000000; title:Pieter_Willem_Botha; score:0.500000
	FP => Botha:[15,20]; score:1.000000; title:Pieter_Willem_Botha; score:0.500000
P/R/F:0.33333334/0.44444445/0.3809524; tpCount:4.0; fpCount:8.0; fnCount:5.0
[APW20000312_0050.htm]
***************** Gold Standard: ***********************
	FN => Contra:[578,584]; score:1.000000; title:Contras; score:1.000000
	FN => cancer:[1337,1343]; score:1.000000; title:Cancer; score:1.000000
	FN => diabetes:[1321,1329]; score:1.000000; title:Diabetes mellitus; score:1.000000
 => Mexico:[1089,1095]; score:1.000000; title:Mexico; score:1.000000
 => Pope John Paul II:[785,802]; score:1.000000; title:Pope John Paul II; score:1.000000
 => Hurricane Mitch:[825,840]; score:1.000000; title:Hurricane Mitch; score:1.000000
	FN => civil war:[165,174]; score:1.000000; title:Civil war; score:1.000000
 => Managua:[224,231]; score:1.000000; title:Managua; score:1.000000
 => National Autonomous University of Nicaragua:[1211,1254]; score:1.000000; title:National Autonomous University of Nicaragua; score:1.000000
	FN => volcanic eruptions:[744,762]; score:1.000000; title:Volcano; score:1.000000
 => Nicaragua:[49,58]; score:1.000000; title:Nicaragua; score:1.000000
	FN => Radio Nicaragua:[350,365]; score:1.000000; title:List of radio stations in Nicaragua; score:1.000000
 => Sandinista:[549,559]; score:1.000000; title:Sandinista National Liberation Front; score:1.000000
 => Central America:[1103,1118]; score:1.000000; title:Central America; score:1.000000
	FN => short-wave:[395,405]; score:1.000000; title:Shortwave; score:1.000000

************************ System Result: ***************************
 => Pope John Paul:[785,799]; score:1.000000; title:Pope_John_Paul_II; score:1.000000
	FP => Garcia:[1125,1131]; score:1.000000; title:García_(surname); score:0.666667
	FP => Nicaragua:[135,144]; score:1.000000; title:Nicaragua; score:0.777237
	FP => Sandinistas:[599,610]; score:1.000000; title:Sandinista_National_Liberation_Front; score:0.965134
	FP => Nicaragua:[356,365]; score:1.000000; title:Nicaragua; score:0.777237
	FP => Associated Press:[88,104]; score:1.000000; title:Associated_Press; score:1.000000
	FP => Nandasmo:[1390,1398]; score:1.000000; title:Nandasmo; score:1.000000
 => Mexico:[1089,1095]; score:1.000000; title:Mexico; score:1.000000
 => Hurricane Mitch:[825,840]; score:1.000000; title:Hurricane_Mitch; score:1.000000
	FP => Managua:[1185,1192]; score:1.000000; title:Managua; score:1.000000
 => Managua:[224,231]; score:1.000000; title:Managua; score:1.000000
 => National Autonomous University of Nicaragua:[1211,1254]; score:1.000000; title:National_Autonomous_University_of_Nicaragua; score:1.000000
	FP => AP:[513,515]; score:1.000000; title:Associated_Press; score:0.380451
 => Nicaragua:[49,58]; score:1.000000; title:Nicaragua; score:0.777237
	FP => AP:[62,64]; score:1.000000; title:Associated_Press; score:0.380451
 => Sandinista:[549,559]; score:1.000000; title:Sandinista_National_Liberation_Front; score:0.926728
 => Central America:[1103,1118]; score:1.000000; title:Central_America; score:1.000000
	FP => Contra:[578,584]; score:1.000000; title:Contra; score:0.533101
	FP => Nandasmo:[1144,1152]; score:1.000000; title:Nandasmo; score:1.000000
	FP => Garcia:[1261,1267]; score:1.000000; title:García_(surname); score:0.666667
	FP => Associated Press:[1025,1041]; score:1.000000; title:Associated_Press; score:1.000000
	FP => Managua:[315,322]; score:1.000000; title:Managua; score:1.000000
	FP => Garcia:[270,276]; score:1.000000; title:García_(surname); score:0.666667
P/R/F:0.3478261/0.53333336/0.42105263; tpCount:8.0; fpCount:15.0; fnCount:7.0
[APW19980624_0607.htm]
***************** Gold Standard: ***********************
 => Baghdad:[226,233]; score:1.000000; title:Baghdad; score:1.000000
	FN => repatriation:[912,924]; score:1.000000; title:Repatriation; score:1.000000
 => Tehran:[609,615]; score:1.000000; title:Tehran; score:1.000000
 => Iraq:[48,52]; score:1.000000; title:Iraq; score:1.000000
 => Iran:[60,64]; score:1.000000; title:Iran; score:1.000000
 => International Committee of the Red Cross:[975,1015]; score:1.000000; title:International Committee of the Red Cross; score:1.000000
 => Iran-Iraq war:[1168,1181]; score:1.000000; title:Iran-Iraq war; score:1.000000
	FN => prisoners of war:[147,163]; score:1.000000; title:Prisoner of war; score:1.000000
 => Iraqi News Agency:[376,393]; score:1.000000; title:National Iraqi News Agency; score:1.000000

************************ System Result: ***************************
	FP => POW:[346,349]; score:1.000000; title:Prisoner_of_war; score:0.970588
	FP => POWs:[829,833]; score:1.000000; title:Prisoner_of_war; score:1.000000
	FP => Iraq:[3,7]; score:1.000000; title:Iraq; score:0.988987
	FP => Iraq:[643,647]; score:1.000000; title:Iraq; score:0.988987
	FP => Iraq:[1154,1158]; score:1.000000; title:Iraq; score:0.988987
	FP => Iraqi:[251,256]; score:1.000000; title:Iraqi_Arabic; score:1.000000
	FP => Iraq:[652,656]; score:1.000000; title:Iraq; score:0.988987
	FP => Red Cross:[1050,1059]; score:1.000000; title:International_Red_Cross_and_Red_Crescent_Movement; score:0.937500
	FP => Iranian:[930,937]; score:1.000000; title:Iranian_peoples; score:1.000000
	FP => POW:[35,38]; score:1.000000; title:Prisoner_of_war; score:0.970588
 => Iran:[60,64]; score:1.000000; title:Iran; score:1.000000
 => International Committee of the Red Cross:[975,1015]; score:1.000000; title:International_Committee_of_the_Red_Cross; score:1.000000
	FP => POWs:[1285,1289]; score:1.000000; title:Prisoner_of_war; score:1.000000
	FP => Iraq:[91,95]; score:1.000000; title:Iraq; score:0.988987
	FP => Iranian:[595,602]; score:1.000000; title:Iranian_peoples; score:1.000000
 => Iran-Iraq:[1168,1177]; score:1.000000; title:Iran–Iraq_War; score:0.995025
	FP => Iranian:[282,289]; score:1.000000; title:Iranian_peoples; score:1.000000
	FP => Iran:[9,13]; score:1.000000; title:Iran; score:1.000000
	FP => Iran:[777,781]; score:1.000000; title:Iran; score:1.000000
	FP => Iraqis:[1094,1100]; score:1.000000; title:Iraqi_people; score:0.356122
	FP => Iranians:[842,850]; score:1.000000; title:Iran; score:1.000000
 => Baghdad:[226,233]; score:1.000000; title:Baghdad; score:1.000000
	FP => Iraq:[812,816]; score:1.000000; title:Iraq; score:0.988987
	FP => Baghdad:[482,489]; score:1.000000; title:Baghdad; score:1.000000
	FP => Iranian:[702,709]; score:1.000000; title:Iranian_peoples; score:1.000000
 => Tehran:[609,615]; score:1.000000; title:Tehran; score:1.000000
	FP => Iran:[339,343]; score:1.000000; title:Iran; score:1.000000
 => Iraq:[48,52]; score:1.000000; title:Iraq; score:0.988987
	FP => Iran:[1104,1108]; score:1.000000; title:Iran; score:1.000000
	FP => Baghdad:[549,556]; score:1.000000; title:Baghdad; score:1.000000
 => Iraqi News Agency:[376,393]; score:1.000000; title:National_Iraqi_News_Agency; score:0.833333
P/R/F:0.22580644/0.7777778/0.34999996; tpCount:7.0; fpCount:24.0; fnCount:2.0
[APW19981109_0440.htm]
***************** Gold Standard: ***********************
	FN => broadcast:[763,772]; score:1.000000; title:Broadcasting; score:1.000000
	FN => ambassador:[538,548]; score:1.000000; title:Ambassador; score:1.000000
	FN => Munich, Germany:[1054,1069]; score:1.000000; title:Munich; score:1.000000
 => Prague:[557,563]; score:1.000000; title:Prague; score:1.000000
	FN => Communist:[1218,1227]; score:1.000000; title:Communism; score:1.000000
 => Farsi:[924,929]; score:1.000000; title:Persian language; score:1.000000
	FN => Czech government:[978,994]; score:1.000000; title:Politics of the Czech Republic; score:1.000000
 => ICJ:[475,478]; score:1.000000; title:International Court of Justice; score:1.000000
	FN => Radio Free Europe:[150,167]; score:1.000000; title:Radio Free Europe; score:1.000000
 => Kamal Kharrazi:[234,248]; score:1.000000; title:Kamal Kharazi; score:1.000000
	FN => the Hague:[91,100]; score:1.000000; title:the Hague; score:1.000000
 => Soviet:[1112,1118]; score:1.000000; title:Soviet Union; score:1.000000
 => the Netherlands:[485,500]; score:1.000000; title:Netherlands; score:1.000000
 => Iran:[29,33]; score:1.000000; title:Iran; score:1.000000
	FN => Czech:[582,587]; score:1.000000; title:Czech Republic; score:1.000000
	FN => collapse of communism:[1298,1319]; score:1.000000; title:Revolutions of 1989; score:1.000000
 => Iron Curtain:[1154,1166]; score:1.000000; title:Iron Curtain; score:1.000000
 => Cold War:[1181,1189]; score:1.000000; title:Cold War; score:1.000000
 => Iraq:[789,793]; score:1.000000; title:Iraq; score:1.000000

************************ System Result: ***************************
	FP => Germany:[1062,1069]; score:1.000000; title:Germany; score:0.731908
	FP => Prague:[1268,1274]; score:1.000000; title:Prague; score:1.000000
	FP => Czech:[978,983]; score:1.000000; title:Czech_language; score:0.332908
	FP => Iran:[299,303]; score:1.000000; title:Iran; score:1.000000
 => Prague:[557,563]; score:1.000000; title:Prague; score:1.000000
	FP => Iran Daily:[175,185]; score:1.000000; title:List_of_newspapers_in_Iran; score:0.222222
	FP => International Court of Justice:[56,86]; score:1.000000; title:International_Court_of_Justice; score:1.000000
	FP => Prague:[709,715]; score:1.000000; title:Prague; score:1.000000
	FP => Iraq:[910,914]; score:1.000000; title:Iraq; score:0.988987
 => Kamal Kharrazi:[234,248]; score:1.000000; title:Kamal_Kharazi; score:1.000000
 => Soviet:[1112,1118]; score:1.000000; title:Soviet_Union; score:0.875000
	FP => English-language:[383,399]; score:1.000000; title:english-language; score:1.000000
	FP => West:[1204,1208]; score:1.000000; title:Western_world; score:0.151911
	FP => Iran:[443,447]; score:1.000000; title:Iran; score:1.000000
	FP => Iran:[952,956]; score:1.000000; title:Iran; score:1.000000
	FP => American-sponsored:[724,742]; score:1.000000; title:United_States; score:1.000000
 => Iraq:[789,793]; score:1.000000; title:Iraq; score:0.988987
	FP => Iran:[901,905]; score:1.000000; title:Iran; score:1.000000
	FP => REPEATING:[3,12]; score:1.000000; title:Repeating_crossbow; score:0.801653
	FP => Iran:[519,523]; score:1.000000; title:Iran; score:1.000000
 => Farsi:[924,929]; score:1.000000; title:Persian_language; score:0.888889
 => Netherlands:[489,500]; score:1.000000; title:Netherlands; score:0.625727
	FP => Hague:[95,100]; score:1.000000; title:International_Court_of_Justice; score:1.000000
 => ICJ:[475,478]; score:1.000000; title:International_Court_of_Justice; score:0.978313
 => Iran:[29,33]; score:1.000000; title:Iran; score:1.000000
	FP => Radio Free Europe:[1011,1028]; score:1.000000; title:Radio_Free_Europe/Radio_Liberty; score:1.000000
 => Iron Curtain:[1154,1166]; score:1.000000; title:Iron_Curtain; score:1.000000
	FP => Czech:[582,587]; score:1.000000; title:Czech_language; score:0.332908
 => Cold War:[1181,1189]; score:1.000000; title:Cold_War; score:1.000000
P/R/F:0.3448276/0.5263158/0.4166667; tpCount:10.0; fpCount:19.0; fnCount:9.0
[APW19980917_0818.htm]
***************** Gold Standard: ***********************
	FN => nerve gas:[110,119]; score:1.000000; title:Nerve agent; score:1.000000
 => Tokyo District Court:[781,801]; score:1.000000; title:Tokyo District Court; score:1.000000
 => Tokyo:[133,138]; score:1.000000; title:Tokyo; score:1.000000
	FN => cult:[72,76]; score:1.000000; title:Cult; score:1.000000
	FN => sarin attack:[400,412]; score:1.000000; title:Sarin gas attack on the Tokyo subway; score:1.000000
	FN => guru:[9,13]; score:1.000000; title:Guru; score:1.000000
	FN => prosecution:[1049,1060]; score:1.000000; title:Prosecutor; score:1.000000
	FN => gassing:[514,521]; score:1.000000; title:Gas chamber; score:1.000000
 => Aum Shinri Kyo:[328,342]; score:1.000000; title:Aum Shinrikyo; score:1.000000
 => Shoko Asahara:[292,305]; score:1.000000; title:Shoko Asahara; score:1.000000
	FN => defense:[590,597]; score:1.000000; title:Defense (legal); score:1.000000

************************ System Result: ***************************
 => Tokyo District Court:[781,801]; score:1.000000; title:Tokyo_District_Court; score:0.994845
	FP => Inoue:[1153,1158]; score:1.000000; title:Orihime_Inoue; score:0.500000
	FP => Yoshihiro Inoue:[1009,1024]; score:1.000000; title:Yoshihiro_Inoue; score:1.000000
 => Aum Shinri Kyo:[328,342]; score:1.000000; title:Aum_Shinrikyo; score:1.000000
 => Shoko Asahara:[292,305]; score:1.000000; title:Shoko_Asahara; score:1.000000
	FP => Watanabe:[762,770]; score:1.000000; title:Watanabe; score:1.000000
	FP => Watanabe:[971,979]; score:1.000000; title:Watanabe; score:1.000000
	FP => Asahara:[828,835]; score:1.000000; title:Shoko_Asahara; score:0.913043
	FP => Asahara:[573,580]; score:1.000000; title:Shoko_Asahara; score:0.913043
	FP => Asahara:[1083,1090]; score:1.000000; title:Shoko_Asahara; score:0.913043
 => Tokyo:[133,138]; score:1.000000; title:Tokyo; score:0.894433
	FP => Osamu Watanabe:[557,571]; score:1.000000; title:Osamu_Watanabe; score:1.000000
	FP => Asahara:[1166,1173]; score:1.000000; title:Shoko_Asahara; score:0.913043
P/R/F:0.30769232/0.36363637/0.33333334; tpCount:4.0; fpCount:9.0; fnCount:7.0
[APW19981109_0152.htm]
***************** Gold Standard: ***********************
	FN => Communist:[1248,1257]; score:1.000000; title:Communism; score:1.000000
 => U.S.:[27,31]; score:1.000000; title:United States; score:1.000000
 => Iran:[65,69]; score:1.000000; title:Iran; score:1.000000
	FN => Czech government:[1008,1024]; score:1.000000; title:Politics of the Czech Republic; score:1.000000
 => Kamal Kharrazi:[270,284]; score:1.000000; title:Kamal Kharazi; score:1.000000
 => the Netherlands:[521,536]; score:1.000000; title:Netherlands; score:1.000000
 => Prague:[590,596]; score:1.000000; title:Prague; score:1.000000
 => Farsi:[954,959]; score:1.000000; title:Persian language; score:1.000000
	FN => the Hague:[127,136]; score:1.000000; title:the Hague; score:1.000000
 => Soviet:[1142,1148]; score:1.000000; title:Soviet Union; score:1.000000
	FN => Munich, Germany:[1084,1099]; score:1.000000; title:Munich; score:1.000000
 => Iron Curtain:[1184,1196]; score:1.000000; title:Iron Curtain; score:1.000000
 => Iraq:[819,823]; score:1.000000; title:Iraq; score:1.000000
 => Cold War:[1211,1219]; score:1.000000; title:Cold War; score:1.000000
 => ICJ:[511,514]; score:1.000000; title:International Court of Justice; score:1.000000
	FN => Radio Free Europe:[186,203]; score:1.000000; title:Radio Free Europe; score:1.000000
	FN => Czech:[615,620]; score:1.000000; title:Czech Republic; score:1.000000

************************ System Result: ***************************
	FP => Hague:[47,52]; score:1.000000; title:International_Court_of_Justice; score:1.000000
	FP => Iran:[931,935]; score:1.000000; title:Iran; score:1.000000
 => Netherlands:[525,536]; score:1.000000; title:Netherlands; score:0.625727
 => U.S.:[27,31]; score:1.000000; title:United_States; score:0.803799
	FP => Iran:[479,483]; score:1.000000; title:Iran; score:1.000000
	FP => Iran:[555,559]; score:1.000000; title:Iran; score:1.000000
 => Farsi:[954,959]; score:1.000000; title:Persian_language; score:0.888889
 => Iron Curtain:[1184,1196]; score:1.000000; title:Iron_Curtain; score:1.000000
	FP => Radio Free Europe:[1041,1058]; score:1.000000; title:Radio_Free_Europe/Radio_Liberty; score:1.000000
	FP => Hague:[131,136]; score:1.000000; title:International_Court_of_Justice; score:1.000000
 => Cold War:[1211,1219]; score:1.000000; title:Cold_War; score:1.000000
	FP => Czech:[615,620]; score:1.000000; title:Czech_language; score:0.332908
 => ICJ:[511,514]; score:1.000000; title:International_Court_of_Justice; score:0.978313
	FP => Germany:[1092,1099]; score:1.000000; title:Germany; score:0.731908
	FP => Prague:[1297,1303]; score:1.000000; title:Prague; score:1.000000
	FP => Iran:[3,7]; score:1.000000; title:Iran; score:1.000000
	FP => English-language:[419,435]; score:1.000000; title:english-language; score:1.000000
	FP => Czech:[1008,1013]; score:1.000000; title:Czech_language; score:0.332908
 => Iran:[65,69]; score:1.000000; title:Iran; score:1.000000
 => Kamal Kharrazi:[270,284]; score:1.000000; title:Kamal_Kharazi; score:1.000000
	FP => Iran Daily:[211,221]; score:1.000000; title:List_of_newspapers_in_Iran; score:0.222222
 => Prague:[590,596]; score:1.000000; title:Prague; score:1.000000
	FP => American-sponsored:[757,775]; score:1.000000; title:United_States; score:1.000000
	FP => Iraq:[940,944]; score:1.000000; title:Iraq; score:0.988987
	FP => Prague:[742,748]; score:1.000000; title:Prague; score:1.000000
 => Soviet:[1142,1148]; score:1.000000; title:Soviet_Union; score:0.875000
	FP => Iran:[335,339]; score:1.000000; title:Iran; score:1.000000
	FP => West:[1234,1238]; score:1.000000; title:Western_world; score:0.151911
 => Iraq:[819,823]; score:1.000000; title:Iraq; score:0.988987
	FP => International Court of Justice:[92,122]; score:1.000000; title:International_Court_of_Justice; score:1.000000
	FP => Iran:[982,986]; score:1.000000; title:Iran; score:1.000000
P/R/F:0.3548387/0.64705884/0.4583333; tpCount:11.0; fpCount:20.0; fnCount:6.0
[APW19980615_0417.htm]
***************** Gold Standard: ***********************
	FN => French police:[545,558]; score:1.000000; title:French National Police; score:1.000000
	FN => damages:[44,51]; score:1.000000; title:Damages; score:1.000000
	FN => libel:[35,40]; score:1.000000; title:Defamation; score:1.000000
	FN => substance abuse:[1084,1099]; score:1.000000; title:Substance abuse; score:1.000000
 => Cannes Film Festival:[311,331]; score:1.000000; title:Cannes Film Festival; score:1.000000
	FN => The Mail on Sunday:[339,357]; score:1.000000; title:Daily Mail; score:1.000000
	FN => drug:[278,282]; score:1.000000; title:Drug; score:1.000000
	FN => retraction:[782,792]; score:1.000000; title:Retraction; score:1.000000
	FN => Brooke Shields:[85,99]; score:1.000000; title:Brooke Shields; score:1.000000
 => Nice Airport:[515,527]; score:1.000000; title:Côte d'Azur International Airport; score:1.000000
 => Associated Newspapers Ltd:[615,640]; score:1.000000; title:Associated Newspapers Ltd; score:1.000000

************************ System Result: ***************************
 => Cannes Film Festival:[311,331]; score:1.000000; title:Cannes_Film_Festival; score:1.000000
 => Nice Airport:[515,527]; score:1.000000; title:Côte_d'Azur_Airport; score:1.000000
	FP => French:[545,551]; score:1.000000; title:Wild_Boar; score:0.000016
	FP => Brooke Shields:[11,25]; score:1.000000; title:Brooke_Shields; score:1.000000
 => Associated Newspapers Ltd:[615,640]; score:1.000000; title:Associated_Newspapers_Ltd; score:1.000000
P/R/F:0.6/0.27272728/0.37500003; tpCount:3.0; fpCount:2.0; fnCount:8.0
[APW19980610_0111.htm]
***************** Gold Standard: ***********************
	FN => Sibneft:[241,248]; score:1.000000; title:Gazprom Neft; score:1.000000
	FN => mayor:[1193,1198]; score:1.000000; title:Mayor; score:1.000000
	FN => coal:[741,745]; score:1.000000; title:Coal; score:1.000000
 => Russia:[506,512]; score:1.000000; title:Russia; score:1.000000
	FN => embezzlement:[1235,1247]; score:1.000000; title:Embezzlement; score:1.000000
 => Leninsk-Kuznetsky:[1123,1140]; score:1.000000; title:Leninsk-Kuznetsky; score:1.000000
	FN => tax fraud:[1218,1227]; score:1.000000; title:Tax avoidance and tax evasion; score:1.000000
	FN => mogul:[587,592]; score:1.000000; title:Business magnate; score:1.000000
 => Gennady Konyakhin:[1266,1283]; score:1.000000; title:Gennady Konyakhin; score:1.000000
	FN => coal-mining:[783,794]; score:1.000000; title:Coal mining; score:1.000000
	FN => Russian:[44,51]; score:1.000000; title:Russians; score:1.000000
 => Siberia:[394,401]; score:1.000000; title:Siberia; score:1.000000
 => Kemerovo:[364,372]; score:1.000000; title:Kemerovo; score:1.000000
	FN => oil products:[721,733]; score:1.000000; title:Oil; score:1.000000
	FN => mobsters:[992,1000]; score:1.000000; title:Mobsters; score:1.000000
	FN => organized crime:[159,174]; score:1.000000; title:Organized crime; score:1.000000
 => Boris Berezovsky:[596,612]; score:1.000000; title:Boris Berezovsky; score:1.000000
	FN => mob:[1324,1327]; score:1.000000; title:Russian Mafia; score:1.000000
	FN => trial:[1355,1360]; score:1.000000; title:Trial (law); score:1.000000
	FN => contract murder:[948,963]; score:1.000000; title:Contract killing; score:1.000000

************************ System Result: ***************************
	FP => Russia:[768,774]; score:1.000000; title:Russia; score:0.680527
 => Russia:[506,512]; score:1.000000; title:Russia; score:0.680527
 => Leninsk-Kuznetsky:[1123,1140]; score:1.000000; title:Leninsk-Kuznetsky; score:0.997230
 => Gennady Konyakhin:[1266,1283]; score:1.000000; title:Gennady_Konyakhin; score:1.000000
	FP => Zinin:[461,466]; score:1.000000; title:Nikolay_Zinin; score:0.900000
 => Siberia:[394,401]; score:1.000000; title:Siberia; score:0.928481
	FP => Russia:[970,976]; score:1.000000; title:Russia; score:0.680527
	FP => Siberian:[25,33]; score:1.000000; title:Siberian_Federal_District; score:0.600000
 => Kemerovo:[364,372]; score:1.000000; title:Kemerovo; score:1.000000
	FP => Kemerovo:[749,757]; score:1.000000; title:Kemerovo; score:1.000000
	FP => Zinin:[655,660]; score:1.000000; title:Nikolay_Zinin; score:0.900000
	FP => Russian:[405,412]; score:1.000000; title:Russian_language; score:0.464618
	FP => Sibneft:[540,547]; score:1.000000; title:Gazprom_Neft; score:1.000000
 => Boris Berezovsky:[596,612]; score:1.000000; title:Boris_Berezovsky; score:1.000000
	FP => Sibneft:[663,670]; score:1.000000; title:Gazprom_Neft; score:1.000000
	FP => Russian:[44,51]; score:1.000000; title:Russian_language; score:0.464618
P/R/F:0.375/0.3/0.33333334; tpCount:6.0; fpCount:10.0; fnCount:14.0
[APW19981026_0096.htm]
***************** Gold Standard: ***********************
	FN => broadcaster:[226,237]; score:1.000000; title:Broadcasting; score:1.000000
	FN => human rights:[146,158]; score:1.000000; title:human rights; score:1.000000
	FN => commissioners:[1244,1257]; score:1.000000; title:Commissioner; score:1.000000
 => Angola:[1479,1485]; score:1.000000; title:Angola; score:1.000000
	FN => South African Broadcasting Corp.:[669,701]; score:1.000000; title:South African Broadcasting Corporation; score:1.000000
 => South Africa:[12,24]; score:1.000000; title:South Africa; score:1.000000
	FN => torture:[184,191]; score:1.000000; title:Torture; score:1.000000
	FN => bomb:[199,203]; score:1.000000; title:Bomb; score:1.000000
	FN => land mines:[1416,1426]; score:1.000000; title:Land mine; score:1.000000
 => African National Congress:[114,139]; score:1.000000; title:African National Congress; score:1.000000
	FN => white rule:[297,307]; score:1.000000; title:Dominant minority; score:1.000000
	FN => apartheid:[74,83]; score:1.000000; title:History of South Africa in the Apartheid era; score:1.000000
	FN => Truth and Reconciliation Commission:[422,457]; score:1.000000; title:Truth and Reconciliation Commission (South Africa); score:1.000000

************************ System Result: ***************************
	FP => ANC:[1177,1180]; score:1.000000; title:African_National_Congress; score:0.906040
	FP => Truth and Reconciliation Commission:[422,457]; score:1.000000; title:Truth_and_reconciliation_commission; score:1.000000
 => African National Congress:[114,139]; score:1.000000; title:African_National_Congress; score:1.000000
	FP => ANC:[779,782]; score:1.000000; title:African_National_Congress; score:0.906040
	FP => Commission:[1103,1113]; score:1.000000; title:European_Commission; score:0.343383
 => Angola:[1479,1485]; score:1.000000; title:Angola; score:0.752510
 => South Africa:[12,24]; score:1.000000; title:South_Africa; score:1.000000
	FP => ANC:[260,263]; score:1.000000; title:African_National_Congress; score:0.906040
	FP => ANC:[1060,1063]; score:1.000000; title:African_National_Congress; score:0.906040
	FP => ANC:[51,54]; score:1.000000; title:African_National_Congress; score:0.906040
	FP => ANC:[902,905]; score:1.000000; title:African_National_Congress; score:0.906040
P/R/F:0.27272728/0.23076923/0.25; tpCount:3.0; fpCount:8.0; fnCount:10.0
[APW19980624_0436.htm]
***************** Gold Standard: ***********************
 => Tehran:[612,618]; score:1.000000; title:Tehran; score:1.000000
	FN => delegation:[291,301]; score:1.000000; title:Delegation; score:1.000000
 => Baghdad:[226,233]; score:1.000000; title:Baghdad; score:1.000000
 => International Committee of the Red Cross:[981,1021]; score:1.000000; title:International Committee of the Red Cross; score:1.000000
	FN => detainees:[882,891]; score:1.000000; title:Detainee; score:1.000000
 => Iraq:[48,52]; score:1.000000; title:Iraq; score:1.000000
 => Iran-Iraq war:[1174,1187]; score:1.000000; title:Iran-Iraq war; score:1.000000
 => Iran:[60,64]; score:1.000000; title:Iran; score:1.000000
 => Iraqi News Agency:[379,396]; score:1.000000; title:National Iraqi News Agency; score:1.000000
	FN => prisoners of war:[147,163]; score:1.000000; title:Prisoner of war; score:1.000000
