[Bus3683270.txt]
***************** Gold Standard: ***********************
	FN => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
	FP => humans:[451,457]; score:1.000000; title:Human; score:0.125513
	FP => landing:[308,315]; score:1.000000; title:Landing; score:0.063306
 => Mars:[2040,2044]; score:1.000000; title:Mars; score:0.250141
	FP => golf cart:[1738,1747]; score:1.000000; title:Golf_cart; score:0.026962
 => NASA:[588,592]; score:1.000000; title:NASA; score:0.234897
	FP => longevity:[1888,1897]; score:1.000000; title:Longevity; score:0.069452
	FP => missions:[1789,1797]; score:1.000000; title:Mission_(LDS_Church); score:0.077527
	FP => frames:[987,993]; score:1.000000; title:The_Frames; score:0.023378
	FP => year:[1712,1716]; score:1.000000; title:University; score:0.105424
	FP => ridge:[2113,2118]; score:1.000000; title:Ridge; score:0.059991
	FP => boosting:[342,350]; score:1.000000; title:Boosting; score:0.010466
 => Mars:[1293,1297]; score:1.000000; title:Mars; score:0.250141
	FP => intelligence:[357,369]; score:1.000000; title:Intelligence; score:0.124464
	FP => rock:[1171,1175]; score:1.000000; title:Rock_(geology); score:0.231802
	FP => twin:[130,134]; score:1.000000; title:Twin; score:0.059650
	FP => dust devils:[760,771]; score:1.000000; title:Dust_devil; score:0.052548
	FP => independence:[374,386]; score:1.000000; title:Independence; score:0.076516
	FP => teaching:[469,477]; score:1.000000; title:Education; score:0.127123
	FP => software:[67,75]; score:1.000000; title:Computer_software; score:0.163617
	FP => software:[321,329]; score:1.000000; title:Computer_software; score:0.163617
	FP => age:[170,173]; score:1.000000; title:Ageing; score:0.043430
	FP => robots:[1914,1920]; score:1.000000; title:Robot; score:0.180405
	FP => just in time:[260,272]; score:1.000000; title:Justin_Timberlake; score:0.060644
	FP => navigate:[1503,1511]; score:1.000000; title:Navigation; score:0.262117
	FP => Jan.:[1675,1679]; score:1.000000; title:January; score:0.047379
	FP => onboard:[240,247]; score:1.000000; title:AMR_Corporation; score:0.014940
	FP => photographs:[721,732]; score:1.000000; title:Photograph; score:0.121284
	FP => arms:[1051,1055]; score:1.000000; title:Coat_of_arms; score:0.094764
	FP => problem:[1594,1601]; score:1.000000; title:Problem; score:0.048728
	FP => geologic:[1550,1558]; score:1.000000; title:Geology; score:0.333571
	FP => dog:[485,488]; score:1.000000; title:Dog; score:0.078901
	FP => future:[1286,1292]; score:1.000000; title:Future; score:0.085282
 => Jet Propulsion Laboratory:[557,582]; score:1.000000; title:Jet_Propulsion_Laboratory; score:0.200294
	FP => robot:[1207,1212]; score:1.000000; title:Robot; score:0.180405
	FP => aging:[14,19]; score:1.000000; title:Ageing; score:0.043430
	FP => Engineers:[178,187]; score:1.000000; title:Engineer; score:0.169183
	FP => roll:[404,408]; score:1.000000; title:Flight_dynamics; score:0.082614
	FP => flight:[209,215]; score:1.000000; title:Flight; score:0.113643
	FP => safe:[841,845]; score:1.000000; title:Safety; score:0.102194
	FP => water:[2019,2024]; score:1.000000; title:Ice; score:0.162404
	FP => time:[1938,1942]; score:1.000000; title:Time; score:0.141618
	FP => software:[216,224]; score:1.000000; title:Computer_software; score:0.163617
	FP => sample:[875,881]; score:1.000000; title:Sampling_(music); score:0.169249
	FP => soil:[2085,2089]; score:1.000000; title:Soil; score:0.134348
	FP => Wednesday:[1646,1655]; score:1.000000; title:Wednesday_13; score:0.022209
	FP => rock:[893,897]; score:1.000000; title:Rock_(geology); score:0.231802
	FP => massive:[2162,2169]; score:1.000000; title:Massive_Attack; score:0.071812
	FP => vehicles:[1754,1762]; score:1.000000; title:Vehicle; score:0.079831
	FP => computers:[248,257]; score:1.000000; title:Computer; score:0.230462
	FP => missions:[1298,1306]; score:1.000000; title:Mission_(LDS_Church); score:0.077527
	FP => save:[1092,1096]; score:1.000000; title:Saved_game; score:0.055973
	FP => new tricks:[489,499]; score:1.000000; title:New_Tricks_(TV_series); score:0.013534
	FP => dead end:[1486,1494]; score:1.000000; title:Dead_End; score:0.027974
 => Earth:[1143,1148]; score:1.000000; title:Earth; score:0.251845
	FP => scientists:[1848,1858]; score:1.000000; title:Scientist; score:0.152875
	FP => John:[507,511]; score:1.000000; title:John_Doe; score:0.051103
 => Spirit:[1616,1622]; score:1.000000; title:Spirit_rover; score:0.326156
	FP => Spirit and Opportunity:[1311,1333]; score:1.000000; title:Mars_Exploration_Rover; score:0.273260
	FP => charge:[603,609]; score:1.000000; title:Internal_combustion_engine; score:0.105736
	FP => high-tech:[1061,1070]; score:1.000000; title:High_tech; score:0.048148
	FP => long:[1768,1772]; score:1.000000; title:Long_(finance); score:0.005686
	FP => evidence:[2005,2013]; score:1.000000; title:Evidence; score:0.085026
	FP => Callas:[512,518]; score:1.000000; title:Maria_Callas; score:0.022228
	FP => Callas:[1533,1539]; score:1.000000; title:Maria_Callas; score:0.022228
	FP => months:[1834,1840]; score:1.000000; title:Month; score:0.047874
	FP => dissect:[942,949]; score:1.000000; title:Dissection; score:0.054385
	FP => project manager:[532,547]; score:1.000000; title:Project_manager; score:0.068688
	FP => skills:[650,656]; score:1.000000; title:Skill; score:0.067895
	FP => transmitted:[193,204]; score:1.000000; title:Transmitter; score:0.088541
	FP => die:[1927,1930]; score:1.000000; title:Die_(manufacturing); score:0.034194
	FP => rocks:[2075,2080]; score:1.000000; title:Rock_(geology); score:0.231802
	FP => robots:[1559,1565]; score:1.000000; title:Robot; score:0.180405
P/R/F:0.1/0.6666667/0.17391305; tpCount:10.0; fpCount:90.0; fnCount:5.0
[Spo16455207.txt]
***************** Gold Standard: ***********************
	FN => Riley:[1360,1365]; score:1.000000; title:Pat Riley; score:1.000000
	FN => MIAMI:[111,116]; score:1.000000; title:Miami, Florida; score:1.000000
	FN => NBA title:[541,550]; score:1.000000; title:NBA Finals; score:1.000000
	FN => Riley:[826,831]; score:1.000000; title:Pat Riley; score:1.000000
 => Heat:[1375,1379]; score:1.000000; title:Miami Heat; score:1.000000
 => Los Angeles Clippers:[442,462]; score:1.000000; title:Los Angeles Clippers; score:1.000000
 => Western Conference:[1519,1537]; score:1.000000; title:Western Conference (NBA); score:1.000000
	FN => Riley:[486,491]; score:1.000000; title:Pat Riley; score:1.000000
 => Heat:[420,424]; score:1.000000; title:Miami Heat; score:1.000000
 => Pat Riley:[136,145]; score:1.000000; title:Pat Riley; score:1.000000
 => Stan Van Gundy:[741,755]; score:1.000000; title:Stan Van Gundy; score:1.000000
 => Shaquille O'Neal:[620,636]; score:1.000000; title:Shaquille O'Neal; score:1.000000
 => Chicago Tribune:[1237,1252]; score:1.000000; title:Chicago Tribune; score:1.000000
 => Pat Riley:[1030,1039]; score:1.000000; title:Pat Riley; score:1.000000
 => Shaquille O'Neal:[1387,1403]; score:1.000000; title:Shaquille O'Neal; score:1.000000
	FN => Riley:[1311,1316]; score:1.000000; title:Pat Riley; score:1.000000
	FN => Riley:[0,5]; score:1.000000; title:Pat Riley; score:1.000000
	FN => Riley:[685,690]; score:1.000000; title:Pat Riley; score:1.000000
 => Heat:[523,527]; score:1.000000; title:Miami Heat; score:1.000000
 => Miami Heat:[119,129]; score:1.000000; title:Miami Heat; score:1.000000
 => Miami Heat:[1013,1023]; score:1.000000; title:Miami Heat; score:1.000000
 => Heat:[1552,1556]; score:1.000000; title:Miami Heat; score:1.000000

************************ System Result: ***************************
	FP => interim:[393,400]; score:1.000000; title:Interim; score:0.058788
	FP => reports:[1156,1163]; score:1.000000; title:Report; score:0.019987
	FP => coach:[130,135]; score:1.000000; title:Coach_(sport); score:0.119882
	FP => clear:[362,367]; score:1.000000; title:Clear_Channel_Communications; score:0.031707
	FP => title:[545,550]; score:1.000000; title:Title_of_honor; score:0.029869
	FP => champions:[1088,1097]; score:1.000000; title:Champion; score:0.040513
	FP => Wednesday:[1214,1223]; score:1.000000; title:Sheffield_Wednesday_F.C.; score:0.096811
	FP => leave of absence:[23,39]; score:1.000000; title:Leave_of_absence; score:0.105653
	FP => condition:[896,905]; score:1.000000; title:Condition_number; score:0.001435
	FP => coach:[1024,1029]; score:1.000000; title:Coach_(sport); score:0.119882
	FP => medication:[986,996]; score:1.000000; title:Pharmaceutical_drug; score:0.025749
 => Los Angeles Clippers:[442,462]; score:1.000000; title:Los_Angeles_Clippers; score:0.116236
	FP => year:[239,243]; score:1.000000; title:University; score:0.044680
	FP => bench:[707,712]; score:1.000000; title:Bench_press; score:0.039977
 => Western Conference:[1519,1537]; score:1.000000; title:Western_Conference_(NBA); score:0.124113
	FP => leave of absence:[170,186]; score:1.000000; title:Leave_of_absence; score:0.105653
	FP => night:[476,481]; score:1.000000; title:Night; score:0.021857
 => Shaquille O'Neal:[620,636]; score:1.000000; title:Shaquille_O'Neal; score:0.143526
	FP => return:[1421,1427]; score:1.000000; title:Rate_of_return; score:0.024438
 => Shaquille O'Neal:[1387,1403]; score:1.000000; title:Shaquille_O'Neal; score:0.143526
	FP => 12th:[502,506]; score:1.000000; title:12_(number); score:0.002327
	FP => Riley:[1360,1365]; score:1.000000; title:Fort_Riley; score:0.041246
	FP => knee:[669,673]; score:1.000000; title:Knee; score:0.111632
	FP => start:[585,590]; score:1.000000; title:Starting_lineup; score:0.103998
	FP => leave of absence:[1052,1068]; score:1.000000; title:Leave_of_absence; score:0.105653
	FP => hip:[1138,1141]; score:1.000000; title:Hip; score:0.080634
	FP => Riley:[486,491]; score:1.000000; title:Fort_Riley; score:0.041246
	FP => season:[881,887]; score:1.000000; title:Season_(sports); score:0.105106
	FP => operation:[866,875]; score:1.000000; title:Military_operation; score:0.018713
	FP => knee:[89,93]; score:1.000000; title:Knee; score:0.111632
	FP => season:[507,513]; score:1.000000; title:Season_(sports); score:0.105106
	FP => ESPN:[1301,1305]; score:1.000000; title:ESPN2; score:0.081350
	FP => center:[613,619]; score:1.000000; title:Center_(American_football); score:0.104208
	FP => center:[1380,1386]; score:1.000000; title:Center_(American_football); score:0.104208
	FP => plans:[268,273]; score:1.000000; title:Plan; score:0.020599
	FP => game:[1496,1500]; score:1.000000; title:Triple_H; score:0.072869
 => Heat:[420,424]; score:1.000000; title:Miami_Heat; score:0.158786
	FP => coach:[248,253]; score:1.000000; title:Coach_(sport); score:0.119882
	FP => news conference:[322,337]; score:1.000000; title:News_conference; score:0.044343
	FP => road trip:[1501,1510]; score:1.000000; title:Road_trip; score:0.019114
	FP => season:[649,655]; score:1.000000; title:Season_(sports); score:0.105106
 => Miami Heat:[119,129]; score:1.000000; title:Miami_Heat; score:0.158786
	FP => hip:[1005,1008]; score:1.000000; title:Hip; score:0.080634
	FP => Wednesday:[466,475]; score:1.000000; title:Sheffield_Wednesday_F.C.; score:0.096811
 => Miami Heat:[1013,1023]; score:1.000000; title:Miami_Heat; score:0.158786
	FP => travel:[1464,1470]; score:1.000000; title:Travel_Channel; score:0.039520
	FP => team:[1193,1197]; score:1.000000; title:Team; score:0.097394
	FP => decision:[1205,1213]; score:1.000000; title:Decision_(baseball); score:0.051097
	FP => plans:[1317,1322]; score:1.000000; title:Plan; score:0.020599
	FP => decision:[308,316]; score:1.000000; title:Decision_(baseball); score:0.051097
	FP => Riley:[0,5]; score:1.000000; title:Fort_Riley; score:0.041246
	FP => ongoing:[81,88]; score:1.000000; title:Present; score:0.005544
	FP => hip:[95,98]; score:1.000000; title:Hip; score:0.080634
	FP => promoted:[381,389]; score:1.000000; title:Promotion_and_relegation; score:0.112089
	FP => Riley:[1178,1183]; score:1.000000; title:Fort_Riley; score:0.041246
	FP => knee:[1129,1133]; score:1.000000; title:Knee; score:0.111632
	FP => ongoing:[198,205]; score:1.000000; title:Present; score:0.005544
	FP => defending:[1078,1087]; score:1.000000; title:Defender_(association_football); score:0.044943
 => Heat:[523,527]; score:1.000000; title:Miami_Heat; score:0.158786
	FP => morning:[1224,1231]; score:1.000000; title:Morning; score:0.013942
	FP => hip:[206,209]; score:1.000000; title:Hip; score:0.080634
	FP => team:[1343,1347]; score:1.000000; title:Team; score:0.097394
 => Heat:[1552,1556]; score:1.000000; title:Miami_Heat; score:0.158786
	FP => injury:[674,680]; score:1.000000; title:Injury; score:0.098198
	FP => injuries:[99,107]; score:1.000000; title:Injury; score:0.098198
	FP => team:[1480,1484]; score:1.000000; title:Team; score:0.097394
	FP => June:[556,560]; score:1.000000; title:June_20; score:0.044540
	FP => Riley:[1311,1316]; score:1.000000; title:Fort_Riley; score:0.041246
	FP => named:[1291,1296]; score:1.000000; title:Name; score:0.009311
	FP => year:[44,48]; score:1.000000; title:University; score:0.044680
 => Heat:[1375,1379]; score:1.000000; title:Miami_Heat; score:0.158786
	FP => Wednesday:[1164,1173]; score:1.000000; title:Sheffield_Wednesday_F.C.; score:0.096811
	FP => September:[815,824]; score:1.000000; title:September_7; score:0.045609
	FP => head coach:[401,411]; score:1.000000; title:Head_coach; score:0.145328
	FP => successor:[1272,1281]; score:1.000000; title:Glossary_of_graph_theory; score:0.001722
 => Pat Riley:[136,145]; score:1.000000; title:Pat_Riley; score:0.150418
 => Stan Van Gundy:[741,755]; score:1.000000; title:Stan_Van_Gundy; score:0.108916
	FP => coach:[53,58]; score:1.000000; title:Coach_(sport); score:0.119882
	FP => hip replacement:[795,810]; score:1.000000; title:Hip_replacement; score:0.117180
 => Chicago Tribune:[1237,1252]; score:1.000000; title:Chicago_Tribune; score:0.063186
 => Pat Riley:[1030,1039]; score:1.000000; title:Pat_Riley; score:0.150418
	FP => Riley:[826,831]; score:1.000000; title:Fort_Riley; score:0.041246
	FP => surgeries:[1106,1115]; score:1.000000; title:Surgery; score:0.094635
	FP => surgery:[783,790]; score:1.000000; title:Surgery; score:0.094635
	FP => Riley:[685,690]; score:1.000000; title:Fort_Riley; score:0.041246
	FP => Wednesday:[274,283]; score:1.000000; title:Sheffield_Wednesday_F.C.; score:0.096811
	FP => injury:[1437,1443]; score:1.000000; title:Injury; score:0.098198
	FP => play:[433,437]; score:1.000000; title:The_Play; score:0.051121
P/R/F:0.1590909/0.6363636/0.25454545; tpCount:14.0; fpCount:74.0; fnCount:8.0
[Bus16451112.txt]
***************** Gold Standard: ***********************
	FN => Blake:[927,932]; score:1.000000; title:Frank Blake; score:1.000000
 => Home Depot:[1065,1075]; score:1.000000; title:Home Depot; score:1.000000
 => Home Depot:[2237,2247]; score:1.000000; title:Home Depot; score:1.000000
	FN => Nardelli:[668,676]; score:1.000000; title:Robert Nardelli; score:1.000000
 => Home Depot:[3143,3153]; score:1.000000; title:Home Depot; score:1.000000
	FN => Nardelli:[15,23]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => Nardelli:[1173,1181]; score:1.000000; title:Robert Nardelli; score:1.000000
 => Home Depot:[652,662]; score:1.000000; title:Home Depot; score:1.000000
 => Home Depot:[791,801]; score:1.000000; title:Home Depot; score:1.000000
	FN => Bob:[1850,1853]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => Nardelli:[4682,4690]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => ATLANTA:[107,114]; score:1.000000; title:Atlanta, Georgia; score:1.000000
	FN => Nardelli:[1736,1744]; score:1.000000; title:Robert Nardelli; score:1.000000
 => Home Depot:[3563,3573]; score:1.000000; title:Home Depot; score:1.000000
 => Georgia State University:[2958,2982]; score:1.000000; title:Georgia State University; score:1.000000
 => The Associated Press:[1230,1250]; score:1.000000; title:The Associated Press; score:1.000000
 => Home Depot:[2423,2433]; score:1.000000; title:Home Depot; score:1.000000
	FN => Robinson College:[2898,2914]; score:1.000000; title:J. Mack Robinson College of Business; score:1.000000
	FN => Nardelli:[3780,3788]; score:1.000000; title:Robert Nardelli; score:1.000000
 => Home Depot:[2814,2824]; score:1.000000; title:Home Depot; score:1.000000
	FN => Nardelli:[3550,3558]; score:1.000000; title:Robert Nardelli; score:1.000000
 => The Home Depot:[1663,1677]; score:1.000000; title:Home Depot; score:1.000000
	FN => Nardelli:[1372,1380]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => John L. Clendenin:[5017,5034]; score:1.000000; title:John L. Clendenin; score:1.000000
	FN => President Bush:[2365,2379]; score:1.000000; title:George H. W. Bush; score:1.000000
	FN => Frank Blake:[699,710]; score:1.000000; title:Frank Blake; score:1.000000
 => Home Depot:[0,10]; score:1.000000; title:Home Depot; score:1.000000
	FN => Nardelli:[1622,1630]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => Nardelli:[979,987]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => Nardelli:[2280,2288]; score:1.000000; title:Robert Nardelli; score:1.000000
 => Home Depot:[2509,2519]; score:1.000000; title:Home Depot; score:1.000000
	FN => Bob:[1929,1932]; score:1.000000; title:Robert Nardelli; score:1.000000
 => The Home Depot:[1883,1897]; score:1.000000; title:Home Depot; score:1.000000
	FN => Bob:[3072,3075]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => Nardelli:[611,619]; score:1.000000; title:Robert Nardelli; score:1.000000
 => Atlanta:[1799,1806]; score:1.000000; title:Atlanta, Georgia; score:1.000000
	FN => Nardelli:[4857,4865]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => Blake:[2763,2768]; score:1.000000; title:Frank Blake; score:1.000000
 => Home Depot:[4829,4839]; score:1.000000; title:Home Depot; score:1.000000
	FN => Nardelli:[1150,1158]; score:1.000000; title:Robert Nardelli; score:1.000000
 => The Home Depot Inc.:[193,212]; score:1.000000; title:Home Depot; score:1.000000
 => Home Depot:[5208,5218]; score:1.000000; title:Home Depot; score:1.000000
	FN => Bob Nardelli:[117,129]; score:1.000000; title:Robert Nardelli; score:1.000000
 => General Electric Co.:[583,603]; score:1.000000; title:General Electric; score:1.000000
	FN => Nardelli:[1519,1527]; score:1.000000; title:Robert Nardelli; score:1.000000
 => Home Depot:[1507,1517]; score:1.000000; title:Home Depot; score:1.000000
	FN => Nardelli:[374,382]; score:1.000000; title:Robert Nardelli; score:1.000000

************************ System Result: ***************************
	FP => payment:[3644,3651]; score:1.000000; title:Payment; score:0.089927
	FP => mutual:[1773,1779]; score:1.000000; title:Mutual_fund; score:0.106454
	FP => comment:[947,954]; score:1.000000; title:SQL; score:0.026558
	FP => action:[5228,5234]; score:1.000000; title:Cause_of_action; score:0.039746
	FP => Blake:[757,762]; score:1.000000; title:William_Blake; score:0.115693
	FP => Global:[2928,2934]; score:1.000000; title:Global_warming; score:0.056190
	FP => board:[3154,3159]; score:1.000000; title:Board_of_directors; score:0.108477
	FP => payments:[4109,4117]; score:1.000000; title:Payment; score:0.089927
	FP => Home Depot:[1720,1730]; score:1.000000; title:The_Home_Depot; score:0.098642
	FP => infrastructure:[2034,2048]; score:1.000000; title:Infrastructure; score:0.071363
	FP => home improvement store:[266,288]; score:1.000000; title:Hardware_store; score:0.024295
	FP => number:[2451,2457]; score:1.000000; title:Number; score:0.019281
 => Home Depot:[2237,2247]; score:1.000000; title:The_Home_Depot; score:0.098642
	FP => orange:[1482,1488]; score:1.000000; title:Orange_(telecommunications); score:0.031865
 => Home Depot:[1667,1677]; score:1.000000; title:The_Home_Depot; score:0.098642
	FP => year:[225,229]; score:1.000000; title:University; score:0.041167
	FP => retirement:[4426,4436]; score:1.000000; title:Retirement; score:0.083817
 => Associated Press:[1234,1250]; score:1.000000; title:Associated_Press; score:0.068853
	FP => incentive:[4150,4159]; score:1.000000; title:Incentive; score:0.058986
 => Home Depot:[652,662]; score:1.000000; title:The_Home_Depot; score:0.098642
	FP => awards:[4160,4166]; score:1.000000; title:Award; score:0.033786
	FP => intention:[1289,1298]; score:1.000000; title:Intention; score:0.011462
	FP => college football:[2327,2343]; score:1.000000; title:College_football; score:0.037065
	FP => player:[2344,2350]; score:1.000000; title:Promiscuity; score:0.031378
	FP => percent:[1110,1117]; score:1.000000; title:Percentage; score:0.041337
	FP => spokesman:[802,811]; score:1.000000; title:Spokesperson; score:0.042779
	FP => job:[2789,2792]; score:1.000000; title:Steve_Jobs; score:0.060261
	FP => senior:[631,637]; score:1.000000; title:Senior_status; score:0.028642
	FP => annual:[5118,5124]; score:1.000000; title:Annual_report; score:0.037045
	FP => permanent:[780,789]; score:1.000000; title:Permanent; score:0.003601
	FP => company:[1813,1820]; score:1.000000; title:Company; score:0.061632
	FP => package:[3863,3870]; score:1.000000; title:Package_holiday; score:0.016027
	FP => agreement:[1780,1789]; score:1.000000; title:Belfast_Agreement; score:0.056219
	FP => mergers and acquisitions:[3381,3405]; score:1.000000; title:Mergers_and_acquisitions; score:0.087954
	FP => interview:[1436,1445]; score:1.000000; title:Interview; score:0.033957
	FP => revenue:[2400,2407]; score:1.000000; title:Revenue; score:0.097244
	FP => James:[2874,2879]; score:1.000000; title:James_Bay; score:0.023596
	FP => strong:[1862,1868]; score:1.000000; title:Tom_Strong; score:0.005665
	FP => leader:[2310,2316]; score:1.000000; title:Leadership; score:0.093109
	FP => action:[5152,5158]; score:1.000000; title:Cause_of_action; score:0.039746
 => Home Depot:[3143,3153]; score:1.000000; title:The_Home_Depot; score:0.098642
	FP => Sept.:[1266,1271]; score:1.000000; title:September; score:0.017784
	FP => markets:[2078,2085]; score:1.000000; title:Market; score:0.054947
	FP => compete:[4714,4721]; score:1.000000; title:Competition; score:0.033539
	FP => problems:[3094,3102]; score:1.000000; title:Problem; score:0.016784
	FP => effective:[731,740]; score:1.000000; title:Effectiveness; score:0.011233
 => Home Depot:[5208,5218]; score:1.000000; title:The_Home_Depot; score:0.098642
	FP => thought:[1577,1584]; score:1.000000; title:Thought; score:0.017072
	FP => President Bush:[2365,2379]; score:1.000000; title:George_W._Bush; score:0.070867
 => Home Depot:[1065,1075]; score:1.000000; title:The_Home_Depot; score:0.098642
	FP => Jerry:[812,817]; score:1.000000; title:Jerry_Lewis; score:0.035616
	FP => solicit:[4764,4771]; score:1.000000; title:Solicitation; score:0.012803
	FP => board:[2250,2255]; score:1.000000; title:Board_of_directors; score:0.108477
	FP => experts:[2719,2726]; score:1.000000; title:Expert; score:0.037517
	FP => Shields:[818,825]; score:1.000000; title:South_Shields; score:0.019302
	FP => strategy:[2848,2856]; score:1.000000; title:Strategy; score:0.032316
	FP => chief executive:[59,74]; score:1.000000; title:Chief_executive_officer; score:0.137662
	FP => news:[1059,1063]; score:1.000000; title:News_Corporation; score:0.056719
	FP => friend:[2355,2361]; score:1.000000; title:Friendship; score:0.029841
 => Home Depot:[0,10]; score:1.000000; title:The_Home_Depot; score:0.098642
	FP => company:[902,909]; score:1.000000; title:Company; score:0.061632
	FP => key:[2155,2158]; score:1.000000; title:Key_(cryptography); score:0.020191
	FP => retailer:[48,56]; score:1.000000; title:Retail; score:0.043664
	FP => vested:[4340,4346]; score:1.000000; title:Vesting; score:0.014513
	FP => distribution:[2107,2119]; score:1.000000; title:Distribution_(business); score:0.048718
	FP => tenure:[1935,1941]; score:1.000000; title:Tenure; score:0.035903
	FP => temporary:[5239,5248]; score:1.000000; title:Temporary_work; score:0.039613
	FP => Robinson College:[2898,2914]; score:1.000000; title:Robinson_College,_Cambridge; score:0.005235
	FP => years:[4819,4824]; score:1.000000; title:Millennium; score:0.037254
	FP => company:[2472,2479]; score:1.000000; title:Company; score:0.061632
	FP => chief financial officer:[3196,3219]; score:1.000000; title:Chief_financial_officer; score:0.102948
 => Georgia State University:[2958,2982]; score:1.000000; title:Georgia_State_University; score:0.023501
	FP => CEO:[519,522]; score:1.000000; title:Chief_executive_officer; score:0.137662
	FP => Blake:[927,932]; score:1.000000; title:William_Blake; score:0.115693
 => Home Depot:[3563,3573]; score:1.000000; title:The_Home_Depot; score:0.098642
	FP => executive:[638,647]; score:1.000000; title:Executive_director; score:0.060763
	FP => benefit:[4255,4262]; score:1.000000; title:Employee_benefit; score:0.055981
	FP => vice chairman:[716,729]; score:1.000000; title:Chairman; score:0.090070
	FP => stock:[1078,1083]; score:1.000000; title:Stock; score:0.112657
	FP => options:[4031,4038]; score:1.000000; title:Option_(finance); score:0.081680
	FP => Shields:[884,891]; score:1.000000; title:South_Shields; score:0.019302
	FP => III:[5077,5080]; score:1.000000; title:Griffith_University; score:0.014486
	FP => credibility:[3059,3070]; score:1.000000; title:Credibility; score:0.024456
	FP => pay:[100,103]; score:1.000000; title:Payment; score:0.089927
	FP => company:[1947,1954]; score:1.000000; title:Company; score:0.061632
	FP => chief executive:[174,189]; score:1.000000; title:Chief_executive_officer; score:0.137662
	FP => Hart:[5072,5076]; score:1.000000; title:Deer; score:0.035699
	FP => John:[5017,5021]; score:1.000000; title:Pope_John_XXII; score:0.029316
	FP => account:[4196,4203]; score:1.000000; title:Account_(accountancy); score:0.051807
	FP => shares:[4356,4362]; score:1.000000; title:Share_(finance); score:0.086848
	FP => job:[576,579]; score:1.000000; title:Steve_Jobs; score:0.060261
	FP => geographies:[2128,2139]; score:1.000000; title:Geography; score:0.035339
	FP => pay:[2647,2650]; score:1.000000; title:Payment; score:0.089927
	FP => chief operating officer:[3522,3545]; score:1.000000; title:Chief_operating_officer; score:0.114450
	FP => position:[3510,3518]; score:1.000000; title:Ice_hockey; score:0.034797
 => Home Depot:[2509,2519]; score:1.000000; title:The_Home_Depot; score:0.098642
	FP => separation:[3600,3610]; score:1.000000; title:Separation_of_church_and_state; score:0.040315
	FP => time:[1711,1715]; score:1.000000; title:Time_(magazine); score:0.057120
	FP => foundation:[3031,3041]; score:1.000000; title:Foundation_(non-profit); score:0.030176
	FP => 10 years:[1603,1611]; score:1.000000; title:10_Years; score:0.007462
	FP => chain:[289,294]; score:1.000000; title:Chain_store; score:0.035000
	FP => CEO:[11,14]; score:1.000000; title:Chief_executive_officer; score:0.137662
	FP => top:[2785,2788]; score:1.000000; title:Tower_of_Power; score:0.014313
	FP => company:[2024,2031]; score:1.000000; title:Company; score:0.061632
	FP => payment:[3897,3904]; score:1.000000; title:Payment; score:0.089927
	FP => pay:[435,438]; score:1.000000; title:Payment; score:0.089927
	FP => strategic:[3438,3447]; score:1.000000; title:Strategy; score:0.032316
	FP => board:[1349,1354]; score:1.000000; title:Board_of_directors; score:0.108477
	FP => left:[316,320]; score:1.000000; title:Left-wing_politics; score:0.045902
	FP => board:[4938,4943]; score:1.000000; title:Board_of_directors; score:0.108477
	FP => Bob:[1850,1853]; score:1.000000; title:Sideshow_Bob; score:0.028637
	FP => year:[4595,4599]; score:1.000000; title:University; score:0.041167
	FP => leadership:[1869,1879]; score:1.000000; title:Leadership; score:0.093109
 => Atlanta:[1799,1806]; score:1.000000; title:Atlanta; score:0.048787
	FP => existing:[3707,3715]; score:1.000000; title:Existence; score:0.011216
	FP => honor:[4644,4649]; score:1.000000; title:Honour; score:0.029116
	FP => consideration:[3802,3815]; score:1.000000; title:Consideration; score:0.047669
	FP => pre:[3703,3706]; score:1.000000; title:Steve_Prefontaine; score:0.013321
	FP => big:[300,303]; score:1.000000; title:Big_Kenny; score:0.018730
	FP => management:[4914,4924]; score:1.000000; title:Management; score:0.072537
	FP => performance:[358,369]; score:1.000000; title:Performance; score:0.042663
	FP => decision:[1747,1755]; score:1.000000; title:Decision_making; score:0.053577
	FP => resign:[1759,1765]; score:1.000000; title:Resignation; score:0.063345
	FP => message:[962,969]; score:1.000000; title:Message; score:0.026188
	FP => period:[4600,4606]; score:1.000000; title:Frequency; score:0.037722
 => Home Depot:[1887,1897]; score:1.000000; title:The_Home_Depot; score:0.098642
	FP => execution:[3124,3133]; score:1.000000; title:Capital_punishment; score:0.068560
 => Home Depot Inc.:[197,212]; score:1.000000; title:The_Home_Depot; score:0.098642
	FP => Center:[2917,2923]; score:1.000000; title:Moderate; score:0.031488
	FP => director:[1321,1329]; score:1.000000; title:Board_of_directors; score:0.108477
	FP => Asked:[1563,1568]; score:1.000000; title:Question; score:0.007109
	FP => top:[572,575]; score:1.000000; title:Tower_of_Power; score:0.014313
 => Home Depot:[2423,2433]; score:1.000000; title:The_Home_Depot; score:0.098642
