[1088testa SQUASH]
***************** Gold Standard: ***********************
 => Scotland:[1864,1872]; score:1.000000
 => Kevin Foster:[2005,2017]; score:1.000000
 => RBI:[4591,4594]; score:1.000000
 => Estes:[3507,3512]; score:1.000000
 => Mike Oquist:[3067,3078]; score:1.000000
 => Tom Glavine:[2044,2055]; score:1.000000
 => Pittsburgh:[4382,4392]; score:1.000000
 => Houston Astros:[4515,4529]; score:1.000000
 => New York:[3167,3175]; score:1.000000
 => Eric Anthony:[4323,4335]; score:1.000000
 => Brown:[703,708]; score:1.000000
 => Cardinals:[325,334]; score:1.000000
 => Andruw Jones:[2282,2294]; score:1.000000
 => Giants:[3492,3498]; score:1.000000
 => Benes:[4035,4040]; score:1.000000
 => KEVIN BROWN:[10,21]; score:1.000000
 => Chicago:[2439,2446]; score:1.000000
 => Sean Berry:[4394,4404]; score:1.000000
 => Expos:[2758,2763]; score:1.000000
 => Ray Knight:[1078,1088]; score:1.000000
 => CINCINNATI:[55,65]; score:1.000000
 => Mets:[3321,3325]; score:1.000000
 => Berry:[4577,4582]; score:1.000000
 => Billy Ashley:[1807,1819]; score:1.000000
 => Beck:[3601,3605]; score:1.000000
 => Los Angeles:[1849,1860]; score:1.000000
 => Donne Wall:[4441,4451]; score:1.000000
 => Alan Benes:[3935,3945]; score:1.000000
 => Pirates:[4541,4548]; score:1.000000
 => Florida Marlins:[198,213]; score:1.000000
 => San Diego Padres:[2729,2745]; score:1.000000
 => Colorado Rockies:[4013,4029]; score:1.000000
 => Brown:[515,520]; score:1.000000
 => Philadelphia:[1327,1339]; score:1.000000
 => Reds:[1065,1069]; score:1.000000
 => Tom Pagnozzi:[3889,3901]; score:1.000000
 => Atlanta:[2509,2516]; score:1.000000
 => David Segui:[2902,2913]; score:1.000000
 => Mets:[3375,3379]; score:1.000000
 => REDS:[49,53]; score:1.000000
 => RBI:[4433,4436]; score:1.000000
 => Cincinnati Reds:[223,238]; score:1.000000
 => Cardinals:[3994,4003]; score:1.000000
 => RBI:[3927,3930]; score:1.000000
 => Brown:[282,287]; score:1.000000
 => John Boles:[639,649]; score:1.000000
 => ERA:[90,93]; score:1.000000
 => Phillies:[1729,1737]; score:1.000000
 => Kevin Brown:[101,112]; score:1.000000
 => Nolan Ryan:[1158,1168]; score:1.000000
 => Benard:[3331,3337]; score:1.000000
 => RBI:[3684,3687]; score:1.000000
 => Cardinals:[4267,4276]; score:1.000000
 => Sanders:[2798,2805]; score:1.000000
 => Scott Sanders:[2615,2628]; score:1.000000
 => Atlanta:[2034,2041]; score:1.000000
 => Phillies:[1493,1501]; score:1.000000
 => Rod Beck:[3541,3549]; score:1.000000
 => Brent Mayne:[3704,3715]; score:1.000000
 => Reds:[596,600]; score:1.000000
 => Cubs:[2390,2394]; score:1.000000
 => Cubs:[1889,1893]; score:1.000000
 => Devon White:[139,150]; score:1.000000
 => Wally Joyner:[2668,2680]; score:1.000000
 => Chad Curtis:[1420,1431]; score:1.000000
 => Koosman:[1290,1297]; score:1.000000
 => Bobby Valentine:[3859,3874]; score:1.000000
 => Darren Dreifort:[1556,1571]; score:1.000000
 => Jeff Parrett:[1394,1406]; score:1.000000
 => Ray Lankford:[4210,4222]; score:1.000000
 => Foster:[2096,2102]; score:1.000000
 => Rockies:[4370,4377]; score:1.000000
 => Pete Harnisch:[3418,3431]; score:1.000000
 => Todd Worrell:[1658,1670]; score:1.000000
 => Shawn Estes:[3225,3236]; score:1.000000
 => Los Angeles Dodgers:[1447,1466]; score:1.000000
 => RBI:[153,156]; score:1.000000
 => Marvin Benard:[3177,3190]; score:1.000000
 => MARLINS:[36,43]; score:1.000000
 => Alvaro Espinoza:[3634,3649]; score:1.000000
 => Montreal:[3091,3099]; score:1.000000
 => St Louis:[4115,4123]; score:1.000000
 => Braves:[1878,1884]; score:1.000000
 => Jose Hernandez:[2405,2419]; score:1.000000
 => Todd Stottlemyre:[301,317]; score:1.000000
 => Colorado:[4133,4141]; score:1.000000
 => St Louis:[3879,3887]; score:1.000000
 => Bolesy:[615,621]; score:1.000000
 => Chicago:[1865,1872]; score:1.000000
 => Ryne Sandberg:[1935,1948]; score:1.000000
 => Mets:[3752,3756]; score:1.000000
 => Montreal:[2605,2613]; score:1.000000
 => Montreal:[3118,3126]; score:1.000000
 => National League:[343,358]; score:1.000000
 => Delino DeShields:[1341,1357]; score:1.000000
 => Mike Mordecai:[2462,2475]; score:1.000000
 => Los Angeles:[1503,1514]; score:1.000000
 => Chipper Jones:[2213,2226]; score:1.000000
 => Braves:[2180,2186]; score:1.000000
P/R/F:1.0/0.9708738/0.9852216; tpCount:100.0; fpCount:0.0; fnCount:3.0
[999testa Lebed]
***************** Gold Standard: ***********************
 => Chechens:[7,15]; score:1.000000
 => Chechen:[104,111]; score:1.000000
 => Maskhadov:[461,470]; score:1.000000
 => Alexander Lebed:[84,99]; score:1.000000
 => Lebed:[250,255]; score:1.000000
 => Chechnya:[271,279]; score:1.000000
 => KHASAVYURT:[35,45]; score:1.000000
 => Russia:[47,53]; score:1.000000
 => Russian:[65,72]; score:1.000000
 => Lebed:[0,5]; score:1.000000
 => Aslan Maskhadov:[139,154]; score:1.000000
 => Lebed:[451,456]; score:1.000000

************************ System Result: ***************************
 => Chechens:[7,15]; score:1.000000
 => Chechen:[104,111]; score:1.000000
 => Maskhadov:[461,470]; score:1.000000
 => Alexander Lebed:[84,99]; score:1.000000
 => Lebed:[250,255]; score:1.000000
 => Chechnya:[271,279]; score:1.000000
 => KHASAVYURT:[35,45]; score:1.000000
 => Russia:[47,53]; score:1.000000
 => Russian:[65,72]; score:1.000000
 => Lebed:[0,5]; score:1.000000
 => Aslan Maskhadov:[139,154]; score:1.000000
 => Lebed:[451,456]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:12.0; fpCount:0.0; fnCount:0.0
[1127testa NATO]
***************** Gold Standard: ***********************
 => NATO:[1157,1161]; score:1.000000
 => Moslem:[136,142]; score:1.000000
 => Moslems:[937,944]; score:1.000000
 => Sarajevo:[459,467]; score:1.000000
 => Mahala:[395,401]; score:1.000000
 => NATO:[75,79]; score:1.000000
 => Moslem:[14,20]; score:1.000000
 => Moslem:[655,661]; score:1.000000
 => NATO:[1101,1105]; score:1.000000
 => Marriner:[469,477]; score:1.000000
 => NATO:[977,981]; score:1.000000
 => Moslems:[822,829]; score:1.000000
 => NATO:[404,408]; score:1.000000
 => Bosnian Serb:[673,685]; score:1.000000
 => Bosnian:[764,771]; score:1.000000
 => Mahala:[1052,1058]; score:1.000000
 => Reuters:[1023,1030]; score:1.000000
 => U.N.:[1117,1121]; score:1.000000
 => Moslem:[353,359]; score:1.000000
 => Moslems:[706,713]; score:1.000000
 => Serbs:[260,265]; score:1.000000
 => Mahala:[170,176]; score:1.000000
 => NATO:[488,492]; score:1.000000
 => Mahala:[554,560]; score:1.000000
 => Max Marriner:[438,450]; score:1.000000
 => MAHALA:[49,55]; score:1.000000
 => Bosnia:[180,186]; score:1.000000
 => Serb:[949,953]; score:1.000000
 => Bosnia:[57,63]; score:1.000000
 => Serb:[189,193]; score:1.000000
 => Tuzla:[544,549]; score:1.000000
 => NATO:[0,4]; score:1.000000
 => Mahala:[643,649]; score:1.000000

************************ System Result: ***************************
 => NATO:[1157,1161]; score:1.000000
 => Moslem:[136,142]; score:1.000000
 => Moslems:[937,944]; score:1.000000
 => Sarajevo:[459,467]; score:1.000000
 => Mahala:[395,401]; score:1.000000
 => NATO:[75,79]; score:1.000000
 => Moslem:[14,20]; score:1.000000
 => Moslem:[655,661]; score:1.000000
 => NATO:[1101,1105]; score:1.000000
 => Marriner:[469,477]; score:1.000000
 => NATO:[977,981]; score:1.000000
 => Moslems:[822,829]; score:1.000000
 => NATO:[404,408]; score:1.000000
 => Bosnian Serb:[673,685]; score:1.000000
 => Bosnian:[764,771]; score:1.000000
 => Mahala:[1052,1058]; score:1.000000
 => Reuters:[1023,1030]; score:1.000000
 => U.N.:[1117,1121]; score:1.000000
 => Moslem:[353,359]; score:1.000000
 => Moslems:[706,713]; score:1.000000
 => Serbs:[260,265]; score:1.000000
 => Mahala:[170,176]; score:1.000000
 => NATO:[488,492]; score:1.000000
 => Mahala:[554,560]; score:1.000000
 => Max Marriner:[438,450]; score:1.000000
 => MAHALA:[49,55]; score:1.000000
 => Bosnia:[180,186]; score:1.000000
 => Serb:[949,953]; score:1.000000
 => Bosnia:[57,63]; score:1.000000
 => Serb:[189,193]; score:1.000000
 => Tuzla:[544,549]; score:1.000000
 => NATO:[0,4]; score:1.000000
 => Mahala:[643,649]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:33.0; fpCount:0.0; fnCount:0.0
[1008testa Twilight]
***************** Gold Standard: ***********************
 => NEW YORK:[71,79]; score:1.000000
 => White House:[1898,1909]; score:1.000000
 => Washington:[2185,2195]; score:1.000000
 => First Albany Corp.:[980,998]; score:1.000000
 => Clinton:[1833,1840]; score:1.000000
	FN => Whitewater:[3852,3862]; score:1.000000
 => American Stock Exchange:[4799,4822]; score:1.000000
 => Wall Street:[1012,1023]; score:1.000000
 => Clinton:[1649,1656]; score:1.000000
 => Dow Jones:[3380,3389]; score:1.000000
 => Democrat:[2588,2596]; score:1.000000
 => Ronald Reagan:[2498,2511]; score:1.000000
 => Geraghty:[3613,3621]; score:1.000000
 => White House:[2561,2572]; score:1.000000
 => Walter Mondale:[2597,2611]; score:1.000000
 => Federal Reserve:[583,598]; score:1.000000
 => Dole:[860,864]; score:1.000000
 => Johnson:[3011,3018]; score:1.000000
 => Geraghty:[3748,3756]; score:1.000000
 => Dow Jones:[4485,4494]; score:1.000000
 => Hugh Johnson:[938,950]; score:1.000000
 => Geraghty:[4455,4463]; score:1.000000
 => Bob Dole:[233,241]; score:1.000000
 => Nasdaq:[4584,4590]; score:1.000000
 => Dole:[3687,3691]; score:1.000000
 => North American Equity Services:[2371,2401]; score:1.000000
 => Wall Street:[18,29]; score:1.000000
 => Clinton:[3726,3733]; score:1.000000
 => Standard & Poor:[4695,4710]; score:1.000000
 => Clinton:[848,855]; score:1.000000
 => Dole:[1519,1523]; score:1.000000
 => George Bush:[2646,2657]; score:1.000000
 => Ross Perot:[246,256]; score:1.000000
 => Clintons:[3893,3901]; score:1.000000
 => Wall Street:[4120,4131]; score:1.000000
 => Pierre Belec:[58,70]; score:1.000000
 => John Geraghty:[2334,2347]; score:1.000000
 => Treasury:[2873,2881]; score:1.000000
 => Clinton:[2714,2721]; score:1.000000
 => Wall Street:[95,106]; score:1.000000
 => Dole:[1848,1852]; score:1.000000
 => Geraghty:[4094,4102]; score:1.000000
 => Clinton:[224,231]; score:1.000000
 => Wall Street:[2852,2863]; score:1.000000
 => Wall Street:[2153,2164]; score:1.000000

************************ System Result: ***************************
 => NEW YORK:[71,79]; score:1.000000
 => White House:[1898,1909]; score:1.000000
 => Washington:[2185,2195]; score:1.000000
 => First Albany Corp.:[980,998]; score:1.000000
 => Clinton:[1833,1840]; score:1.000000
 => American Stock Exchange:[4799,4822]; score:1.000000
 => Wall Street:[1012,1023]; score:1.000000
 => Standard& Poor:[4695,4709]; score:1.000000
 => Clinton:[1649,1656]; score:1.000000
 => Dow Jones:[3380,3389]; score:1.000000
 => Democrat:[2588,2596]; score:1.000000
 => Ronald Reagan:[2498,2511]; score:1.000000
 => Geraghty:[3613,3621]; score:1.000000
 => White House:[2561,2572]; score:1.000000
 => Walter Mondale:[2597,2611]; score:1.000000
 => Federal Reserve:[583,598]; score:1.000000
 => Dole:[860,864]; score:1.000000
 => Johnson:[3011,3018]; score:1.000000
 => Geraghty:[3748,3756]; score:1.000000
 => Dow Jones:[4485,4494]; score:1.000000
 => Hugh Johnson:[938,950]; score:1.000000
 => Geraghty:[4455,4463]; score:1.000000
 => Bob Dole:[233,241]; score:1.000000
 => Nasdaq:[4584,4590]; score:1.000000
 => Dole:[3687,3691]; score:1.000000
 => North American Equity Services:[2371,2401]; score:1.000000
 => Wall Street:[18,29]; score:1.000000
 => Clinton:[3726,3733]; score:1.000000
 => Clinton:[848,855]; score:1.000000
 => Dole:[1519,1523]; score:1.000000
 => George Bush:[2646,2657]; score:1.000000
 => Ross Perot:[246,256]; score:1.000000
 => Clintons:[3893,3901]; score:1.000000
 => Wall Street:[4120,4131]; score:1.000000
 => Pierre Belec:[58,70]; score:1.000000
 => John Geraghty:[2334,2347]; score:1.000000
 => Treasury:[2873,2881]; score:1.000000
 => Clinton:[2714,2721]; score:1.000000
 => Wall Street:[95,106]; score:1.000000
 => Dole:[1848,1852]; score:1.000000
 => Geraghty:[4094,4102]; score:1.000000
 => Clinton:[224,231]; score:1.000000
 => Wall Street:[2852,2863]; score:1.000000
 => Wall Street:[2153,2164]; score:1.000000
P/R/F:1.0/0.9777778/0.98876405; tpCount:44.0; fpCount:0.0; fnCount:1.0
[1077testa SOCCER]
***************** Gold Standard: ***********************
 => Buducnost:[552,561]; score:1.000000
 => Rudar:[1061,1066]; score:1.000000
 => Yugoslav:[75,83]; score:1.000000
	FN => Hajduk:[137,143]; score:1.000000
 => Proleter ( Z ):[146,160]; score:1.000000
 => Loznica:[747,754]; score:1.000000
 => Rudar:[690,695]; score:1.000000
 => Borac:[179,184]; score:1.000000
 => Mladost ( L ):[187,200]; score:1.000000
 => Loznica:[887,894]; score:1.000000
 => Red Star:[346,354]; score:1.000000
 => Sloboda:[635,642]; score:1.000000
 => Becej:[445,450]; score:1.000000
 => Sutjeska:[736,744]; score:1.000000
 => Sutjeska:[864,872]; score:1.000000
 => Spartak:[771,778]; score:1.000000
 => Cukaricki:[201,210]; score:1.000000
 => OFK Beograd:[909,920]; score:1.000000
 => Red Star:[237,245]; score:1.000000
 => Buducnost ( V ):[660,675]; score:1.000000
 => Obilic:[815,821]; score:1.000000
 => Partizan:[370,378]; score:1.000000
 => Mladost ( BJ ):[1081,1095]; score:1.000000
 => Vojvodina:[213,222]; score:1.000000
 => Partizan:[248,256]; score:1.000000
	FN => Proleter ( Z ):[576,590]; score:1.000000
 => Borac:[603,608]; score:1.000000
 => Buducnost:[225,234]; score:1.000000
 => Buducnost ( V ):[935,950]; score:1.000000
 => OFK Beograd:[676,687]; score:1.000000
 => Cukaricki:[486,495]; score:1.000000
 => YUGOSLAV:[8,16]; score:1.000000
 => Obilic:[712,718]; score:1.000000
 => Zeleznik ( B ):[721,735]; score:1.000000
 => Rad:[169,172]; score:1.000000
 => Hajduk:[465,471]; score:1.000000
 => OFK Kikinda:[698,709]; score:1.000000
 => Zemun:[510,515]; score:1.000000
 => OFK Kikinda:[838,849]; score:1.000000
 => Sloboda:[963,970]; score:1.000000
 => Becej:[259,264]; score:1.000000
 => Mladost ( L ):[395,408]; score:1.000000
 => Radnicki ( N ):[1007,1021]; score:1.000000
 => BELGRADE:[44,52]; score:1.000000
 => Radnicki ( N ):[757,771]; score:1.000000
 => Rad ( B ):[530,539]; score:1.000000
 => Spartak:[985,992]; score:1.000000
 => Mladost ( BJ ):[645,659]; score:1.000000
 => Zemun:[161,166]; score:1.000000
 => Vojvodina:[421,430]; score:1.000000
 => Zeleznik ( B ):[1034,1048]; score:1.000000

************************ System Result: ***************************
 => Buducnost:[552,561]; score:1.000000
 => Rudar:[1061,1066]; score:1.000000
 => Yugoslav:[75,83]; score:1.000000
 => Loznica:[747,754]; score:1.000000
 => Zeleznik:[721,729]; score:1.000000
 => Rudar:[690,695]; score:1.000000
 => Borac:[179,184]; score:1.000000
 => Loznica:[887,894]; score:1.000000
 => Red Star:[346,354]; score:1.000000
 => Sloboda:[635,642]; score:1.000000
 => Becej:[445,450]; score:1.000000
 => Sutjeska:[736,744]; score:1.000000
 => Sutjeska:[864,872]; score:1.000000
 => Spartak:[771,778]; score:1.000000
 => Cukaricki:[201,210]; score:1.000000
 => Mladost( L):[395,406]; score:1.000000
 => OFK Beograd:[909,920]; score:1.000000
 => Radnicki( N):[1007,1019]; score:1.000000
 => Red Star:[237,245]; score:1.000000
 => Obilic:[815,821]; score:1.000000
 => Partizan:[370,378]; score:1.000000
 => Vojvodina:[213,222]; score:1.000000
 => Radnicki:[757,765]; score:1.000000
 => Rad:[530,533]; score:1.000000
 => Partizan:[248,256]; score:1.000000
 => Borac:[603,608]; score:1.000000
 => Buducnost:[225,234]; score:1.000000
 => OFK Beograd:[676,687]; score:1.000000
 => Mladost( BJ):[645,657]; score:1.000000
 => Cukaricki:[486,495]; score:1.000000
 => YUGOSLAV:[8,16]; score:1.000000
 => Obilic:[712,718]; score:1.000000
 => Zeleznik:[1034,1042]; score:1.000000
 => Rad:[169,172]; score:1.000000
 => Proleter:[146,154]; score:1.000000
 => Hajduk:[465,471]; score:1.000000
 => OFK Kikinda:[698,709]; score:1.000000
 => Mladost( L):[187,198]; score:1.000000
 => Zemun:[510,515]; score:1.000000
 => OFK Kikinda:[838,849]; score:1.000000
 => Sloboda:[963,970]; score:1.000000
 => Becej:[259,264]; score:1.000000
 => BELGRADE:[44,52]; score:1.000000
 => Buducnost( V):[660,673]; score:1.000000
 => Mladost( BJ):[1081,1093]; score:1.000000
 => Spartak:[985,992]; score:1.000000
 => Buducnost( V):[935,948]; score:1.000000
 => Zemun:[161,166]; score:1.000000
 => Vojvodina:[421,430]; score:1.000000
P/R/F:1.0/0.9607843/0.98; tpCount:49.0; fpCount:0.0; fnCount:2.0
[1045testa Arafat]
***************** Gold Standard: ***********************
 => Palestinians:[399,411]; score:1.000000
 => Moslems:[491,498]; score:1.000000
 => Nablus:[15,21]; score:1.000000
 => Arab East Jerusalem:[637,656]; score:1.000000
 => Palestinian self-rule Authority:[266,297]; score:1.000000
 => Israel:[852,858]; score:1.000000
 => West Bank:[56,65]; score:1.000000
 => Arabs:[500,505]; score:1.000000
 => East Jerusalem:[738,752]; score:1.000000
 => West Bank:[128,137]; score:1.000000
 => West Bank:[576,585]; score:1.000000
 => Arafat:[222,228]; score:1.000000
 => Israel:[542,548]; score:1.000000
 => Nablus:[159,165]; score:1.000000
 => Palestinians:[619,631]; score:1.000000
 => Palestinian:[77,88]; score:1.000000
 => Arafat:[808,814]; score:1.000000
 => Ramallah:[171,179]; score:1.000000
 => Jerusalem:[334,343]; score:1.000000
 => Arafat:[431,437]; score:1.000000
 => Jerusalem:[914,923]; score:1.000000
 => NABLUS:[48,54]; score:1.000000
 => Nablus:[311,317]; score:1.000000
 => Israeli:[345,352]; score:1.000000
 => Yasser Arafat:[99,112]; score:1.000000
 => Israel:[703,709]; score:1.000000
 => Arafat:[0,6]; score:1.000000
 => Jews:[510,514]; score:1.000000
 => Israeli:[929,936]; score:1.000000

************************ System Result: ***************************
 => Palestinians:[399,411]; score:1.000000
 => Moslems:[491,498]; score:1.000000
 => Nablus:[15,21]; score:1.000000
 => Arab East Jerusalem:[637,656]; score:1.000000
 => Palestinian self-rule Authority:[266,297]; score:1.000000
 => Israel:[852,858]; score:1.000000
 => West Bank:[56,65]; score:1.000000
 => Arabs:[500,505]; score:1.000000
 => East Jerusalem:[738,752]; score:1.000000
 => West Bank:[128,137]; score:1.000000
 => West Bank:[576,585]; score:1.000000
 => Arafat:[222,228]; score:1.000000
 => Israel:[542,548]; score:1.000000
 => Nablus:[159,165]; score:1.000000
 => Palestinians:[619,631]; score:1.000000
 => Palestinian:[77,88]; score:1.000000
 => Arafat:[808,814]; score:1.000000
 => Ramallah:[171,179]; score:1.000000
 => Jerusalem:[334,343]; score:1.000000
 => Arafat:[431,437]; score:1.000000
 => Jerusalem:[914,923]; score:1.000000
 => NABLUS:[48,54]; score:1.000000
 => Nablus:[311,317]; score:1.000000
 => Israeli:[345,352]; score:1.000000
 => Yasser Arafat:[99,112]; score:1.000000
 => Israel:[703,709]; score:1.000000
 => Arafat:[0,6]; score:1.000000
 => Jews:[510,514]; score:1.000000
 => Israeli:[929,936]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:29.0; fpCount:0.0; fnCount:0.0
[1075testa SOCCER]
***************** Gold Standard: ***********************
 => NOUAKCHOTT:[59,69]; score:1.000000
 => Mohamed Lemine Cheiguer:[442,465]; score:1.000000
 => Mauritania:[287,297]; score:1.000000
 => Benin:[523,528]; score:1.000000
 => Mauritania:[81,91]; score:1.000000
 => African Nations ' Cup:[258,279]; score:1.000000
 => MAURITANIA:[8,18]; score:1.000000
	FN => CUP:[49,52]; score:1.000000
 => North Africans:[476,490]; score:1.000000

************************ System Result: ***************************
 => NOUAKCHOTT:[59,69]; score:1.000000
 => Mohamed Lemine Cheiguer:[442,465]; score:1.000000
 => Mauritania:[287,297]; score:1.000000
 => Benin:[523,528]; score:1.000000
 => Mauritania:[81,91]; score:1.000000
 => African Nations' Cup:[258,278]; score:1.000000
 => MAURITANIA:[8,18]; score:1.000000
 => North Africans:[476,490]; score:1.000000
P/R/F:1.0/0.8888889/0.94117653; tpCount:8.0; fpCount:0.0; fnCount:1.0
[1009testa Brisk]
***************** Gold Standard: ***********************
 => Federal Reserve:[1199,1214]; score:1.000000
 => First Union:[2539,2550]; score:1.000000
 => Fla:[1444,1447]; score:1.000000
 => Treasury:[1675,1683]; score:1.000000
 => Federal Open Market Committee:[2754,2783]; score:1.000000
 => Lynn Reaser:[1393,1404]; score:1.000000
 => Jacksonville:[1430,1442]; score:1.000000
 => Fed:[4215,4218]; score:1.000000
 => CNBC:[3229,3233]; score:1.000000
 => FOMC:[2975,2979]; score:1.000000
 => Glenn Somerville:[44,60]; score:1.000000
 => Wall Street:[1479,1490]; score:1.000000
 => Chicago:[644,651]; score:1.000000
 => University of Michigan:[3703,3725]; score:1.000000
 => Midwest:[906,913]; score:1.000000
 => Commerce Department:[279,298]; score:1.000000
 => Naroff:[2923,2929]; score:1.000000
 => Midwest:[143,150]; score:1.000000
 => Commerce Department:[1952,1971]; score:1.000000
 => Barnett Banks Inc.:[1408,1426]; score:1.000000
 => Joel Naroff:[2524,2535]; score:1.000000
 => WASHINGTON:[61,71]; score:1.000000
 => Philadelphia:[2559,2571]; score:1.000000
 => Lawrence Lindsey:[3267,3283]; score:1.000000
 => FOMC:[2748,2752]; score:1.000000
 => Fed:[1500,1503]; score:1.000000
 => Federal Reserve:[3242,3257]; score:1.000000
 => Lindsey:[3428,3435]; score:1.000000
 => Dow Jones:[1831,1840]; score:1.000000
 => Reaser:[3844,3850]; score:1.000000

************************ System Result: ***************************
 => Federal Reserve:[1199,1214]; score:1.000000
 => First Union:[2539,2550]; score:1.000000
 => Fla:[1444,1447]; score:1.000000
 => Treasury:[1675,1683]; score:1.000000
 => Federal Open Market Committee:[2754,2783]; score:1.000000
 => Lynn Reaser:[1393,1404]; score:1.000000
 => Jacksonville:[1430,1442]; score:1.000000
 => Fed:[4215,4218]; score:1.000000
 => CNBC:[3229,3233]; score:1.000000
 => FOMC:[2975,2979]; score:1.000000
	FP => Brisk:[0,5]; score:1.000000
 => Glenn Somerville:[44,60]; score:1.000000
 => Wall Street:[1479,1490]; score:1.000000
 => Chicago:[644,651]; score:1.000000
 => University of Michigan:[3703,3725]; score:1.000000
 => Midwest:[906,913]; score:1.000000
 => Commerce Department:[279,298]; score:1.000000
 => Naroff:[2923,2929]; score:1.000000
 => Midwest:[143,150]; score:1.000000
 => Commerce Department:[1952,1971]; score:1.000000
 => Barnett Banks Inc.:[1408,1426]; score:1.000000
 => Joel Naroff:[2524,2535]; score:1.000000
 => WASHINGTON:[61,71]; score:1.000000
 => Philadelphia:[2559,2571]; score:1.000000
 => Lawrence Lindsey:[3267,3283]; score:1.000000
 => FOMC:[2748,2752]; score:1.000000
 => Fed:[1500,1503]; score:1.000000
 => Federal Reserve:[3242,3257]; score:1.000000
 => Lindsey:[3428,3435]; score:1.000000
 => Dow Jones:[1831,1840]; score:1.000000
 => Reaser:[3844,3850]; score:1.000000
P/R/F:0.9677419/1.0/0.9836065; tpCount:30.0; fpCount:1.0; fnCount:0.0
[979testa Jones]
***************** Gold Standard: ***********************
 => Levoxyl:[375,382]; score:1.000000
 => Jones:[214,219]; score:1.000000
 => Jones Medical:[0,13]; score:1.000000
 => St. Petersburg:[162,176]; score:1.000000
 => Chicago:[443,450]; score:1.000000
 => Jones:[234,239]; score:1.000000
 => Daniels Pharmaceuticals Inc:[131,158]; score:1.000000
 => ST. LOUIS:[37,46]; score:1.000000
 => Daniels Pharmaceuticals:[276,299]; score:1.000000
 => Jones Medical Industries Inc:[58,86]; score:1.000000
 => Fla.:[178,182]; score:1.000000

************************ System Result: ***************************
 => Levoxyl:[375,382]; score:1.000000
 => Jones:[214,219]; score:1.000000
 => Jones Medical:[0,13]; score:1.000000
 => St. Petersburg:[162,176]; score:1.000000
 => Chicago:[443,450]; score:1.000000
 => Jones:[234,239]; score:1.000000
 => Daniels Pharmaceuticals Inc:[131,158]; score:1.000000
 => ST. LOUIS:[37,46]; score:1.000000
 => Daniels Pharmaceuticals:[276,299]; score:1.000000
 => Jones Medical Industries Inc:[58,86]; score:1.000000
 => Fla.:[178,182]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:11.0; fpCount:0.0; fnCount:0.0
[972testa CRICKET]
***************** Gold Standard: ***********************
 => AUSTRALIA:[24,33]; score:1.000000
 => SRI LANKA:[9,18]; score:1.000000
 => Singer World Series:[137,156]; score:1.000000
 => Sri Lanka:[243,252]; score:1.000000
 => COLOMBO:[51,58]; score:1.000000
 => Australia:[85,94]; score:1.000000
 => Sri Lanka:[70,79]; score:1.000000
 => Australia:[214,223]; score:1.000000

************************ System Result: ***************************
 => AUSTRALIA:[24,33]; score:1.000000
 => SRI LANKA:[9,18]; score:1.000000
 => Singer World Series:[137,156]; score:1.000000
 => Sri Lanka:[243,252]; score:1.000000
 => COLOMBO:[51,58]; score:1.000000
 => Australia:[85,94]; score:1.000000
 => Sri Lanka:[70,79]; score:1.000000
 => Australia:[214,223]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:8.0; fpCount:0.0; fnCount:0.0
[1091testa TENNIS]
***************** Gold Standard: ***********************
 => Fed Cup:[102,109]; score:1.000000
	FN => King:[1862,1866]; score:1.000000
 => Japan:[1064,1069]; score:1.000000
 => Fernandez:[1582,1591]; score:1.000000
 => Spain:[301,306]; score:1.000000
 => Lindsay:[1778,1785]; score:1.000000
 => U.S.:[337,341]; score:1.000000
	FN => King:[1497,1501]; score:1.000000
 => Cup:[889,892]; score:1.000000
 => Fed Cup:[1151,1158]; score:1.000000
 => Arantxa Sanchez Vicario:[1938,1961]; score:1.000000
 => United States:[972,985]; score:1.000000
 => Salzburg:[1003,1011]; score:1.000000
 => Seles:[1229,1234]; score:1.000000
 => Mary Joe Fernandez:[1466,1484]; score:1.000000
 => Spain:[719,724]; score:1.000000
	FN => King:[1390,1394]; score:1.000000
 => Nagoya:[1077,1083]; score:1.000000
 => U.S. Open:[1624,1633]; score:1.000000
 => Seles:[1753,1758]; score:1.000000
	FN => King:[1275,1279]; score:1.000000
 => U.S.:[895,899]; score:1.000000
 => Billie Jean King:[908,924]; score:1.000000
 => Atlantic City:[747,760]; score:1.000000
 => Monica:[1351,1357]; score:1.000000
 => Fed Cup:[1450,1457]; score:1.000000
 => Monica Seles:[1168,1180]; score:1.000000
 => Japan:[1134,1139]; score:1.000000
 => U.S.:[15,19]; score:1.000000
 => Czech Republic:[473,487]; score:1.000000
 => Americans:[630,639]; score:1.000000
 => Davenport:[1787,1796]; score:1.000000
 => Spain:[1912,1917]; score:1.000000
 => Seles:[1401,1406]; score:1.000000
	FN => King:[2074,2078]; score:1.000000
 => Belgium:[318,325]; score:1.000000
 => Germany:[453,460]; score:1.000000
 => 1997 FED CUP:[43,55]; score:1.000000
 => Japan:[516,521]; score:1.000000
 => SPAIN:[8,13]; score:1.000000
 => Spain:[141,146]; score:1.000000
 => Richard Finn:[57,69]; score:1.000000
 => United States:[155,168]; score:1.000000
