[APW19980903_1073.htm]
***************** Gold Standard: ***********************
	FN => Viktor Klima:[664,676]; score:1.000000; title:Viktor Klima; score:1.000000
	FN => German railway:[15,29]; score:1.000000; title:Rail transport in Germany; score:1.000000
 => United:[1073,1079]; score:1.000000; title:United Airlines; score:1.000000
 => Wuerzburg:[1002,1011]; score:1.000000; title:Würzburg; score:1.000000
	FN => SAS:[1087,1090]; score:1.000000; title:Scandinavian Airlines System; score:1.000000
	FN => landing slots:[554,567]; score:1.000000; title:Landing slots; score:1.000000
 => Lufthansa:[155,164]; score:1.000000; title:Lufthansa; score:1.000000

************************ System Result: ***************************
	FP => closer:[39,45]; score:1.000000; title:The_Closer; score:0.024304
	FP => cities:[962,968]; score:1.000000; title:Minneapolis_–_Saint_Paul; score:0.076522
	FP => hops:[470,474]; score:1.000000; title:Hops; score:0.035841
	FP => SAS:[1087,1090]; score:1.000000; title:Special_Air_Service; score:0.095782
	FP => shift:[71,76]; score:1.000000; title:Shift_work; score:0.065339
	FP => Lufthansa:[630,639]; score:1.000000; title:Lufthansa; score:0.167297
	FP => Nuremberg:[1018,1027]; score:1.000000; title:Nuremberg; score:0.111377
	FP => in 2001:[402,409]; score:1.000000; title:2001; score:0.071427
 => Deutsche Bahn:[641,654]; score:1.000000; title:Deutsche_Bahn; score:0.229225
	FP => Monday:[217,223]; score:1.000000; title:Monday; score:0.030562
	FP => Duesseldorf:[970,981]; score:1.000000; title:Düsseldorf; score:0.113607
	FP => catch:[764,769]; score:1.000000; title:Catch_and_release; score:0.011163
	FP => international:[589,602]; score:1.000000; title:International; score:0.076152
	FP => deal:[657,661]; score:1.000000; title:Deal,_Kent; score:0.034995
	FP => train:[1513,1518]; score:1.000000; title:Train; score:0.192544
	FP => flights:[1454,1461]; score:1.000000; title:Flight; score:0.125377
	FP => Lufthansa:[3,12]; score:1.000000; title:Lufthansa; score:0.167297
	FP => goal:[279,283]; score:1.000000; title:Goal; score:0.036775
	FP => main:[340,344]; score:1.000000; title:Main_(river); score:0.099032
	FP => railway:[1159,1166]; score:1.000000; title:Rail_transport; score:0.129469
	FP => travel:[91,97]; score:1.000000; title:Travel; score:0.110600
	FP => short:[464,469]; score:1.000000; title:Short_film; score:0.053277
	FP => takeoff:[541,548]; score:1.000000; title:Takeoff; score:0.112154
	FP => work:[227,231]; score:1.000000; title:Workington; score:0.046639
 => Bonn:[993,997]; score:1.000000; title:Bonn; score:0.116664
	FP => security:[1228,1236]; score:1.000000; title:Security; score:0.082349
 => trains:[117,123]; score:1.000000; title:Train; score:0.192544
	FP => problems:[1216,1224]; score:1.000000; title:Problem; score:0.008675
 => Germany:[128,135]; score:1.000000; title:Germany; score:0.137247
	FP => passengers:[663,673]; score:1.000000; title:Passenger; score:0.159911
	FP => form:[1179,1183]; score:1.000000; title:Kata; score:0.033386
	FP => Cologne:[983,990]; score:1.000000; title:Cologne; score:0.130427
	FP => planes:[104,110]; score:1.000000; title:Plane_(Dungeons_&_Dragons); score:0.007812
	FP => Saarbruecken:[822,834]; score:1.000000; title:Saarbrücken; score:0.093971
	FP => flight:[747,753]; score:1.000000; title:Flight; score:0.125377
	FP => Passengers:[1032,1042]; score:1.000000; title:Passenger; score:0.159911
 => Wuerzburg:[1002,1011]; score:1.000000; title:Würzburg; score:0.083683
	FP => Lufthansa:[737,746]; score:1.000000; title:Lufthansa; score:0.167297
	FP => pledge:[32,38]; score:1.000000; title:The_Pledge_(film); score:0.022308
	FP => service:[1122,1129]; score:1.000000; title:Service_(economics); score:0.074538
	FP => services:[248,256]; score:1.000000; title:Tertiary_sector_of_the_economy; score:0.027782
	FP => airline:[1147,1154]; score:1.000000; title:Airline; score:0.210280
	FP => boss:[421,425]; score:1.000000; title:Hugo_Boss; score:0.036062
	FP => chief:[1352,1357]; score:1.000000; title:Chief_executive_officer; score:0.069140
 => Cologne:[500,507]; score:1.000000; title:Cologne; score:0.130427
 => Frankfurt:[355,364]; score:1.000000; title:Frankfurt; score:0.118354
	FP => Frankfurt:[485,494]; score:1.000000; title:Frankfurt; score:0.118354
	FP => flights:[603,610]; score:1.000000; title:Flight; score:0.125377
	FP => Lufthansa:[327,336]; score:1.000000; title:Lufthansa; score:0.167297
	FP => German railway:[15,29]; score:1.000000; title:Deutsche_Bahn; score:0.229225
	FP => place:[813,818]; score:1.000000; title:Location_(geography); score:0.043795
	FP => drop:[860,864]; score:1.000000; title:Ying_Yang_Twins; score:0.013516
	FP => pfg:[1539,1542]; score:1.000000; title:Bulgarian_A_Professional_Football_Group; score:0.016360
 => United:[1073,1079]; score:1.000000; title:United_Airlines; score:0.126646
	FP => airport:[1295,1302]; score:1.000000; title:Airport; score:0.115701
	FP => train station:[1312,1325]; score:1.000000; title:Train_station; score:0.265158
	FP => train:[318,323]; score:1.000000; title:Train; score:0.192544
	FP => Deutsche Bahn:[1338,1351]; score:1.000000; title:Deutsche_Bahn; score:0.229225
	FP => travel:[308,314]; score:1.000000; title:Travel; score:0.110600
	FP => Frankfurt:[773,782]; score:1.000000; title:Frankfurt; score:0.118354
	FP => combined:[1504,1512]; score:1.000000; title:Alpine_skiing_combined; score:0.010995
	FP => letter of intent:[200,216]; score:1.000000; title:Letter_of_intent; score:0.023870
	FP => working group:[1186,1199]; score:1.000000; title:Working_group; score:0.028939
	FP => service:[923,930]; score:1.000000; title:Service_(economics); score:0.074538
	FP => cooperation:[46,57]; score:1.000000; title:Cooperation; score:0.038870
	FP => service:[791,798]; score:1.000000; title:Service_(economics); score:0.074538
	FP => German railway:[176,190]; score:1.000000; title:Deutsche_Bahn; score:0.229225
	FP => work:[1403,1407]; score:1.000000; title:Workington; score:0.046639
	FP => check:[680,685]; score:1.000000; title:Cheque; score:0.071642
	FP => flag carrier:[140,152]; score:1.000000; title:Flag_carrier; score:0.127695
	FP => coordinate:[1411,1421]; score:1.000000; title:Coordinate_system; score:0.093920
	FP => Lufthansa:[1444,1453]; score:1.000000; title:Lufthansa; score:0.167297
	FP => Weber:[434,439]; score:1.000000; title:Max_Weber; score:0.068075
	FP => domestic:[82,90]; score:1.000000; title:Domestic_violence; score:0.049615
	FP => train station:[715,728]; score:1.000000; title:Train_station; score:0.265158
	FP => Lufthansa:[1053,1062]; score:1.000000; title:Lufthansa; score:0.167297
	FP => railway:[1384,1391]; score:1.000000; title:Rail_transport; score:0.129469
	FP => Lufthansa:[411,420]; score:1.000000; title:Lufthansa; score:0.167297
 => Lufthansa:[155,164]; score:1.000000; title:Lufthansa; score:0.167297
P/R/F:0.11392405/0.64285713/0.1935484; tpCount:9.0; fpCount:70.0; fnCount:5.0
[APW19980811_0512.htm]
***************** Gold Standard: ***********************
 => nerve gas:[1216,1225]; score:1.000000; title:Nerve agent; score:1.000000
	FN => sodium azide:[890,902]; score:1.000000; title:sodium azide; score:1.000000
 => numbness:[604,612]; score:1.000000; title:Paresthesia; score:1.000000
	FN => police:[242,248]; score:1.000000; title:Law enforcement in Japan; score:1.000000
	FN => wood preservative:[455,472]; score:1.000000; title:Lumber; score:1.000000
 => toxic:[170,175]; score:1.000000; title:Toxicity; score:1.000000
	FN => sodium compound:[179,194]; score:1.000000; title:Sodium; score:1.000000
	FN => copycat:[827,834]; score:1.000000; title:Copycat crimes; score:1.000000
 => central nervous system:[215,237]; score:1.000000; title:central nervous system; score:1.000000
 => Niigata:[487,494]; score:1.000000; title:Niigata Prefecture; score:1.000000
 => curry:[701,706]; score:1.000000; title:Curry; score:1.000000
 => cyanide:[721,728]; score:1.000000; title:cyanide; score:1.000000
 => nausea:[590,596]; score:1.000000; title:nausea; score:1.000000
	FN => liver disorders:[1103,1118]; score:1.000000; title:Hepato-biliary diseases; score:1.000000
	FN => March 1995:[1202,1212]; score:1.000000; title:1995; score:1.000000
 => arsenic:[736,743]; score:1.000000; title:arsenic; score:1.000000
 => air-bag:[962,969]; score:1.000000; title:Airbag; score:1.000000
 => Aum Shinri Kyo:[1272,1286]; score:1.000000; title:Aum Shinrikyo; score:1.000000
 => Tokyo:[539,544]; score:1.000000; title:Tokyo; score:1.000000
 => tea:[33,36]; score:1.000000; title:Tea; score:1.000000
	FN => Niigata City:[1169,1181]; score:1.000000; title:Niigata, Niigata; score:1.000000

************************ System Result: ***************************
	FP => spokesman:[996,1005]; score:1.000000; title:Spokesperson; score:0.049931
	FP => subway:[1364,1370]; score:1.000000; title:Rapid_transit; score:0.074412
	FP => people:[758,764]; score:1.000000; title:People_(magazine); score:0.054896
	FP => Japanese:[84,92]; score:1.000000; title:Japanese_people; score:0.138564
	FP => suffered:[1088,1096]; score:1.000000; title:Suffering; score:0.103100
 => nerve gas:[1216,1225]; score:1.000000; title:Nerve_agent; score:0.209684
 => numbness:[604,612]; score:1.000000; title:Paresthesia; score:0.065527
	FP => drank:[122,127]; score:1.000000; title:Girlicious; score:0.005414
	FP => March:[1202,1207]; score:1.000000; title:March; score:0.097864
	FP => poison:[60,66]; score:1.000000; title:Poison; score:0.236101
	FP => festival:[770,778]; score:1.000000; title:Festival; score:0.037463
	FP => chemical:[320,328]; score:1.000000; title:Chemical_substance; score:0.156745
	FP => water:[153,158]; score:1.000000; title:Water; score:0.132339
 => cyanide:[721,728]; score:1.000000; title:Cyanide; score:0.184923
	FP => people:[1389,1395]; score:1.000000; title:People_(magazine); score:0.054896
	FP => shock:[678,683]; score:1.000000; title:Shock_(circulatory); score:0.099922
 => arsenic:[736,743]; score:1.000000; title:Arsenic; score:0.146062
	FP => company:[93,100]; score:1.000000; title:Company; score:0.092150
	FP => police:[242,248]; score:1.000000; title:Police_officer; score:0.184853
	FP => industrial:[930,940]; score:1.000000; title:Industrial_Revolution; score:0.072955
	FP => company:[475,482]; score:1.000000; title:Company; score:0.092150
	FP => tea:[866,869]; score:1.000000; title:Tea; score:0.102045
	FP => tea:[128,131]; score:1.000000; title:Tea; score:0.102045
	FP => northwest:[525,534]; score:1.000000; title:Pacific_Northwest; score:0.074961
	FP => break:[640,645]; score:1.000000; title:Breakwater_(structure); score:0.057179
	FP => pot:[336,339]; score:1.000000; title:Cannabis_(drug); score:0.108953
	FP => substance:[19,28]; score:1.000000; title:Substance_theory; score:0.011066
	FP => Police:[3,9]; score:1.000000; title:Police_officer; score:0.184853
 => Niigata:[487,494]; score:1.000000; title:Niigata_Prefecture; score:0.191855
 => nausea:[590,596]; score:1.000000; title:Nausea; score:0.125028
	FP => Police:[268,274]; score:1.000000; title:Police_officer; score:0.184853
	FP => Masashi:[1006,1013]; score:1.000000; title:Masashi_Ebara; score:0.033338
 => Tokyo:[539,544]; score:1.000000; title:Tokyo; score:0.150040
	FP => Japan:[795,800]; score:1.000000; title:Japan; score:0.186086
	FP => Niigata:[1169,1176]; score:1.000000; title:Niigata_Prefecture; score:0.191855
	FP => chemical:[908,916]; score:1.000000; title:Chemical_substance; score:0.156745
	FP => Japan:[664,669]; score:1.000000; title:Japan; score:0.186086
	FP => fears:[817,822]; score:1.000000; title:Fear; score:0.079927
	FP => subways:[1244,1251]; score:1.000000; title:The_Subways; score:0.043397
	FP => Japan:[1312,1317]; score:1.000000; title:Japan; score:0.186086
	FP => mild:[1097,1101]; score:1.000000; title:Mild_ale; score:0.001235
	FP => case:[49,53]; score:1.000000; title:Case_Western_Reserve_University; score:0.070702
 => central nervous system:[215,237]; score:1.000000; title:Central_nervous_system; score:0.098937
	FP => liver disorders:[1103,1118]; score:1.000000; title:Liver_disease; score:0.108231
	FP => Yasuo:[1135,1140]; score:1.000000; title:Yasuo_Fukuda; score:0.113701
 => air-bag:[962,969]; score:1.000000; title:Airbag; score:0.064778
	FP => pot:[159,162]; score:1.000000; title:Cannabis_(drug); score:0.108953
 => tea:[33,36]; score:1.000000; title:Tea; score:0.102045
	FP => Monday:[399,405]; score:1.000000; title:Monday; score:0.014145
	FP => attack:[1228,1234]; score:1.000000; title:September_11_attacks; score:0.109322
	FP => miles:[518,523]; score:1.000000; title:Mile; score:0.057640
	FP => Tokyo:[1238,1243]; score:1.000000; title:Tokyo; score:0.150040
	FP => suffering:[579,588]; score:1.000000; title:Suffering; score:0.103100
	FP => police:[989,995]; score:1.000000; title:Police_officer; score:0.184853
	FP => Toma:[1014,1018]; score:1.000000; title:Toma_Ikuta; score:0.004439
	FP => official:[1152,1160]; score:1.000000; title:Official; score:0.077621
	FP => religious cult:[1288,1302]; score:1.000000; title:Cult; score:0.080477
 => toxic:[170,175]; score:1.000000; title:Toxicity; score:0.152745
	FP => workers:[429,436]; score:1.000000; title:Laborer; score:0.022143
	FP => compound:[186,194]; score:1.000000; title:Chemical_compound; score:0.121415
	FP => Monday:[566,572]; score:1.000000; title:Monday; score:0.014145
	FP => killed:[746,752]; score:1.000000; title:Murder; score:0.119818
 => curry:[701,706]; score:1.000000; title:Curry; score:0.075144
	FP => kilometers:[502,512]; score:1.000000; title:Kilometre; score:0.039665
	FP => case:[654,658]; score:1.000000; title:Case_Western_Reserve_University; score:0.070702
	FP => Lab:[849,852]; score:1.000000; title:Laboratory; score:0.107217
	FP => water:[368,373]; score:1.000000; title:Water; score:0.132339
	FP => killed:[1379,1385]; score:1.000000; title:Murder; score:0.119818
 => Aum Shinri Kyo:[1272,1286]; score:1.000000; title:Aum_Shinrikyo; score:0.150130
P/R/F:0.1884058/0.61904764/0.28888887; tpCount:13.0; fpCount:56.0; fnCount:8.0
[APW19980625_1136.htm]
***************** Gold Standard: ***********************
 => violent crime:[1442,1455]; score:1.000000; title:Violent crime; score:1.000000
	FN => Cameroon Airlines:[1132,1149]; score:1.000000; title:Cameroon Airlines; score:1.000000
 => Lagos:[239,244]; score:1.000000; title:Lagos; score:1.000000
 => tarmac:[1230,1236]; score:1.000000; title:Tarmac; score:1.000000
	FN => Air Afrique:[60,71]; score:1.000000; title:Air Afrique; score:1.000000
	FN => Nigeria:[1367,1374]; score:1.000000; title:Nigeria; score:1.000000
 => distress call:[707,720]; score:1.000000; title:Distress signal; score:1.000000
	FN => Boeing:[75,81]; score:1.000000; title:Boeing; score:1.000000
	FN => Security:[767,775]; score:1.000000; title:Airport security; score:1.000000
	FN => Guardian newspaper:[248,266]; score:1.000000; title:The Guardian (Nigeria); score:1.000000
	FN => Nigeria's largest international airport:[191,230]; score:1.000000; title:Murtala Mohammed International Airport; score:1.000000

************************ System Result: ***************************
	FP => Boeing:[75,81]; score:1.000000; title:Boeing_747; score:0.107374
	FP => Thursday:[281,289]; score:1.000000; title:Thursday_Next; score:0.009432
	FP => plane:[1216,1221]; score:1.000000; title:Boeing_757; score:0.077433
	FP => jet:[88,91]; score:1.000000; title:Jet_aircraft; score:0.076724
	FP => thieves:[1345,1352]; score:1.000000; title:Theft; score:0.027746
	FP => years:[1507,1512]; score:1.000000; title:Millennium; score:0.018452
	FP => personnel:[778,787]; score:1.000000; title:Human_resources; score:0.019762
	FP => country:[1401,1408]; score:1.000000; title:Country; score:0.029132
	FP => robbers:[156,163]; score:1.000000; title:Robbery; score:0.045286
	FP => populous:[1392,1400]; score:1.000000; title:Populous; score:0.002210
	FP => control tower:[483,496]; score:1.000000; title:Control_tower; score:0.103020
	FP => officials:[755,764]; score:1.000000; title:Official; score:0.020216
	FP => Lagos:[455,460]; score:1.000000; title:Lagos; score:0.060301
	FP => month:[141,146]; score:1.000000; title:Month; score:0.008995
	FP => airport security:[1299,1315]; score:1.000000; title:Airport_security; score:0.094973
	FP => landing gear:[1008,1020]; score:1.000000; title:Undercarriage; score:0.053151
	FP => incident:[948,956]; score:1.000000; title:February_26_Incident; score:0.019921
	FP => confirmation:[624,636]; score:1.000000; title:Confirmation; score:0.019574
	FP => looted:[122,128]; score:1.000000; title:Looting; score:0.047828
	FP => international airport:[209,230]; score:1.000000; title:International_airport; score:0.148849
	FP => takeoff:[179,186]; score:1.000000; title:Takeoff; score:0.060858
	FP => Africa:[1378,1384]; score:1.000000; title:Africa; score:0.032085
	FP => clear:[559,564]; score:1.000000; title:Tetrahydrogestrinone; score:0.015625
	FP => large:[1246,1251]; score:1.000000; title:Tempo; score:0.008756
	FP => international airport:[461,482]; score:1.000000; title:International_airport; score:0.148849
	FP => week:[962,966]; score:1.000000; title:Week; score:0.026308
	FP => airport:[747,754]; score:1.000000; title:Airport; score:0.140796
 => violent crime:[1442,1455]; score:1.000000; title:Violent_crime; score:0.018392
	FP => Nigerian:[37,45]; score:1.000000; title:Nigeria; score:0.031956
	FP => robberies:[1264,1273]; score:1.000000; title:Robbery; score:0.045286
	FP => large:[371,376]; score:1.000000; title:Tempo; score:0.008756
 => tarmac:[1230,1236]; score:1.000000; title:Tarmac; score:0.060803
	FP => theft:[692,697]; score:1.000000; title:Theft; score:0.027746
	FP => newspaper:[1105,1114]; score:1.000000; title:Newspaper; score:0.022176
	FP => shoot:[1329,1334]; score:1.000000; title:Shoot_(professional_wrestling); score:0.009353
	FP => stripped:[1046,1054]; score:1.000000; title:Stripped_(song); score:0.004269
	FP => orders:[1287,1293]; score:1.000000; title:Order_(biology); score:0.064154
	FP => vehicle:[881,888]; score:1.000000; title:Vehicle; score:0.038866
	FP => 1 million:[1032,1041]; score:1.000000; title:Million; score:0.034227
	FP => night:[522,527]; score:1.000000; title:Night; score:0.023268
	FP => quantity:[377,385]; score:1.000000; title:Quantity; score:0.006601
	FP => log:[1252,1255]; score:1.000000; title:Lumber; score:0.020649
	FP => plane:[1152,1157]; score:1.000000; title:Boeing_757; score:0.077433
	FP => Report:[3,9]; score:1.000000; title:Explosion; score:0.029020
	FP => p.m.:[506,510]; score:1.000000; title:P.M._Dawn; score:0.001105
	FP => rate:[1433,1437]; score:1.000000; title:Rates_(tax); score:0.013100
	FP => aircraft:[321,329]; score:1.000000; title:Aircraft; score:0.060784
	FP => plane:[404,409]; score:1.000000; title:Boeing_757; score:0.077433
	FP => plane:[659,664]; score:1.000000; title:Boeing_757; score:0.077433
	FP => airliner:[575,583]; score:1.000000; title:Airliner; score:0.074008
	FP => gam:[1538,1541]; score:1.000000; title:Free_Aceh_Movement; score:0.020814
	FP => officials:[1316,1325]; score:1.000000; title:Official; score:0.020216
	FP => duty:[791,795]; score:1.000000; title:Duty-free_shop; score:0.044675
	FP => law and order:[1487,1500]; score:1.000000; title:Law_&_Order; score:0.059196
	FP => sight:[1356,1361]; score:1.000000; title:Sight_(device); score:0.009336
	FP => security:[872,880]; score:1.000000; title:Security; score:0.052418
	FP => worth:[1021,1026]; score:1.000000; title:Net_worth; score:0.013361
	FP => Nigeria:[1367,1374]; score:1.000000; title:Nigerian_Air_Force; score:0.035655
	FP => Plane:[11,16]; score:1.000000; title:Fixed-wing_aircraft; score:0.051633
	FP => thieves:[298,305]; score:1.000000; title:Theft; score:0.027746
	FP => Guardian:[533,541]; score:1.000000; title:Legal_guardian; score:0.026802
 => distress call:[707,720]; score:1.000000; title:Distress_signal; score:0.045471
	FP => airport:[46,53]; score:1.000000; title:Airport; score:0.140796
	FP => robbed:[17,23]; score:1.000000; title:Robbery; score:0.045286
 => Lagos:[239,244]; score:1.000000; title:Lagos; score:0.060301
	FP => Security:[767,775]; score:1.000000; title:Security; score:0.052418
	FP => plane:[1070,1075]; score:1.000000; title:Boeing_757; score:0.077433
	FP => breakdown:[1474,1483]; score:1.000000; title:Lance_Hoyt; score:0.009537
	FP => captain:[667,674]; score:1.000000; title:Pilot_in_command; score:0.053772
	FP => report:[644,650]; score:1.000000; title:Explosion; score:0.029020
	FP => Guardian newspaper:[248,266]; score:1.000000; title:The_Guardian; score:0.022588
	FP => passenger liner:[106,121]; score:1.000000; title:Passenger_ship; score:0.080879
	FP => robbed:[1162,1168]; score:1.000000; title:Robbery; score:0.045286
	FP => luggage compartment:[332,351]; score:1.000000; title:Trunk_(automobile); score:0.017550
	FP => passenger jet:[993,1006]; score:1.000000; title:Jet_airliner; score:0.043407
	FP => thieves:[1196,1203]; score:1.000000; title:Theft; score:0.027746
P/R/F:0.05263158/0.36363637/0.09195402; tpCount:4.0; fpCount:72.0; fnCount:7.0
[APW19990120_0179.htm]
***************** Gold Standard: ***********************
	FN => Beanie Babies:[96,109]; score:1.000000; title:Beanie Baby; score:1.000000
 => Rembrandt:[165,174]; score:1.000000; title:Rembrandt; score:1.000000
	FN => sports memorabilia:[394,412]; score:1.000000; title:Sports memorabilia; score:1.000000
 => collectibles:[426,438]; score:1.000000; title:Collectible; score:1.000000
	FN => Sotheby:[194,201]; score:1.000000; title:Sotheby's; score:1.000000
 => auction house:[224,237]; score:1.000000; title:Auction; score:1.000000
 => baseball:[860,868]; score:1.000000; title:Baseball; score:1.000000
	FN => New York:[212,220]; score:1.000000; title:New York City; score:1.000000
	FN => online auction:[810,824]; score:1.000000; title:Online auction business model; score:1.000000
	FN => charge card:[1278,1289]; score:1.000000; title:charge card; score:1.000000
 => antiques:[367,375]; score:1.000000; title:Antique; score:1.000000
	FN => Christie:[1332,1340]; score:1.000000; title:Christie's; score:1.000000

************************ System Result: ***************************
	FP => auction house:[1158,1171]; score:1.000000; title:Auction; score:0.361563
	FP => leading:[1353,1360]; score:1.000000; title:Leadership; score:0.040729
	FP => public:[336,342]; score:1.000000; title:Public; score:0.081713
	FP => jewelry:[384,391]; score:1.000000; title:Jewellery; score:0.124616
	FP => clear:[623,628]; score:1.000000; title:Clear_Channel_Communications; score:0.057961
	FP => category:[1041,1049]; score:1.000000; title:Taxonomy; score:0.033536
	FP => memorabilia:[871,882]; score:1.000000; title:Souvenir; score:0.135460
	FP => major:[803,808]; score:1.000000; title:John_Major; score:0.062537
	FP => fraud:[1090,1095]; score:1.000000; title:Fraud; score:0.105128
	FP => feature:[851,858]; score:1.000000; title:Feature_film; score:0.058006
	FP => advance:[1303,1310]; score:1.000000; title:Advance_Publications; score:0.079759
	FP => consumer:[948,956]; score:1.000000; title:Consumer; score:0.177841
	FP => computer:[133,141]; score:1.000000; title:Computer; score:0.122694
	FP => .com:[303,307]; score:1.000000; title:.com; score:0.108627
	FP => art:[379,382]; score:1.000000; title:Art; score:0.163686
	FP => multiple:[649,657]; score:1.000000; title:Multiple_birth; score:0.008069
	FP => launch:[288,294]; score:1.000000; title:Launch_(boat); score:0.017271
	FP => merchandise:[1137,1148]; score:1.000000; title:Good_(economics); score:0.150975
	FP => New York:[1361,1369]; score:1.000000; title:New_York; score:0.112636
	FP => July:[840,844]; score:1.000000; title:Canada_Day; score:0.043929
	FP => capped:[514,520]; score:1.000000; title:Cap_(sport); score:0.009512
	FP => Sotheby's:[1103,1112]; score:1.000000; title:Sotheby's; score:0.285046
	FP => angles:[658,664]; score:1.000000; title:Angles; score:0.016555
	FP => head:[756,760]; score:1.000000; title:Head; score:0.036785
	FP => New York:[212,220]; score:1.000000; title:New_York; score:0.112636
	FP => popular:[939,946]; score:1.000000; title:Popular_culture; score:0.123615
	FP => NEW YORK:[39,47]; score:1.000000; title:New_York; score:0.112636
	FP => (AP):[48,52]; score:1.000000; title:Associated_Press; score:0.094729
	FP => complaints:[1006,1016]; score:1.000000; title:Complaint; score:0.047908
 => baseball:[860,868]; score:1.000000; title:Baseball; score:0.063991
	FP => merchandise:[1068,1079]; score:1.000000; title:Good_(economics); score:0.150975
 => collectibles:[426,438]; score:1.000000; title:Collectable; score:0.173739
	FP => Officials:[1318,1327]; score:1.000000; title:Official; score:0.014911
	FP => consumer:[997,1005]; score:1.000000; title:Consumer; score:0.177841
	FP => bid:[359,362]; score:1.000000; title:Bidding; score:0.147677
	FP => expensive:[544,553]; score:1.000000; title:Cost; score:0.104249
	FP => Internet:[1032,1040]; score:1.000000; title:Internet; score:0.274178
	FP => venture:[772,779]; score:1.000000; title:Venture_capital; score:0.119705
	FP => numbers:[1292,1299]; score:1.000000; title:Toll-free_telephone_number; score:0.101105
	FP => art dealers:[1192,1203]; score:1.000000; title:Art_dealer; score:0.103999
 => Rembrandt:[165,174]; score:1.000000; title:Rembrandt; score:0.099683
	FP => virtual:[474,481]; score:1.000000; title:Virtual; score:0.096635
	FP => Sotheby's:[3,12]; score:1.000000; title:Sotheby's; score:0.285046
 => auction house:[224,237]; score:1.000000; title:Auction; score:0.361563
	FP => accepted:[1227,1235]; score:1.000000; title:Accepted; score:0.004265
	FP => auction house:[1370,1383]; score:1.000000; title:Auction; score:0.361563
	FP => sothebys:[295,303]; score:1.000000; title:Sotheby's; score:0.285046
	FP => image:[708,713]; score:1.000000; title:Image; score:0.112924
	FP => painting:[177,185]; score:1.000000; title:Painting; score:0.086913
	FP => Internet site:[312,325]; score:1.000000; title:Website; score:0.222601
	FP => shoppers:[61,69]; score:1.000000; title:Shoppers_Drug_Mart; score:0.038417
	FP => site:[1435,1439]; score:1.000000; title:Ribosome; score:0.011915
	FP => Sotheby's:[787,796]; score:1.000000; title:Sotheby's; score:0.285046
	FP => customers:[1241,1250]; score:1.000000; title:Customer; score:0.156601
	FP => item:[728,732]; score:1.000000; title:Item_response_theory; score:0.023583
 => antiques:[367,375]; score:1.000000; title:Antique; score:0.192039
P/R/F:0.08928572/0.41666666/0.14705883; tpCount:5.0; fpCount:51.0; fnCount:7.0
[APW19981020_1367.htm]
***************** Gold Standard: ***********************
 => Challenger:[639,649]; score:1.000000; title:Space Shuttle Challenger; score:1.000000
 => Shannon Lucid:[1068,1081]; score:1.000000; title:Shannon Lucid; score:1.000000
 => Soyuz spacecraft:[444,460]; score:1.000000; title:Soyuz spacecraft; score:1.000000
 => Edward White:[216,228]; score:1.000000; title:Edward Higgins White; score:1.000000
 => Columbia:[498,506]; score:1.000000; title:Space Shuttle Columbia; score:1.000000
 => Apollo 11:[330,339]; score:1.000000; title:Apollo 11; score:1.000000
 => Mir:[963,966]; score:1.000000; title:Mir; score:1.000000
 => Hubble Space Telescope:[710,732]; score:1.000000; title:Hubble Space Telescope; score:1.000000
 => Discovery:[1284,1293]; score:1.000000; title:Space Shuttle Discovery; score:1.000000
 => Gus Grissom:[200,211]; score:1.000000; title:Gus Grissom; score:1.000000
	FN => orbit:[172,177]; score:1.000000; title:orbit; score:1.000000
 => Roger Chaffee:[239,252]; score:1.000000; title:Roger B. Chaffee; score:1.000000
 => Atlantis:[989,997]; score:1.000000; title:Space Shuttle Atlantis; score:1.000000
 => Neil Armstrong:[345,359]; score:1.000000; title:Neil Armstrong; score:1.000000
 => space shuttle:[525,538]; score:1.000000; title:space shuttle; score:1.000000
 => spacecraft:[275,285]; score:1.000000; title:spacecraft; score:1.000000
 => Buzz Aldrin:[367,378]; score:1.000000; title:Buzz Aldrin; score:1.000000
	FN => rocket:[901,907]; score:1.000000; title:rocket; score:1.000000
	FN => Norman Thagard:[837,851]; score:1.000000; title:Norman Thagard; score:1.000000
 => Story Musgrave:[1207,1221]; score:1.000000; title:Story Musgrave; score:1.000000
	FN => moon:[390,394]; score:1.000000; title:Moon; score:1.000000
 => Sally Ride:[568,578]; score:1.000000; title:Sally Ride; score:1.000000
 => John Glenn:[132,142]; score:1.000000; title:John Glenn; score:1.000000
 => launch pad:[297,307]; score:1.000000; title:Launch pad; score:1.000000
 => Apollo 1:[263,271]; score:1.000000; title:Apollo 1; score:1.000000
 => Alan Shepard:[65,77]; score:1.000000; title:Alan Shepard; score:1.000000

************************ System Result: ***************************
 => Challenger:[639,649]; score:1.000000; title:Space_Shuttle_Challenger; score:0.170771
	FP => Mir:[1011,1014]; score:1.000000; title:Mir; score:0.157998
	FP => day:[1111,1114]; score:1.000000; title:Doris_Day; score:0.094216
	FP => space:[1135,1140]; score:1.000000; title:Space:_Above_and_Beyond; score:0.090317
	FP => mission:[796,803]; score:1.000000; title:The_Mission_(band); score:0.084721
	FP => flight:[541,547]; score:1.000000; title:Flight_Lieutenant; score:0.071803
 => Columbia:[498,506]; score:1.000000; title:Space_Shuttle_Columbia; score:0.174464
	FP => repair:[789,795]; score:1.000000; title:Maintenance,_repair,_and_operations; score:0.003562
