[Bus3683270.txt]
***************** Gold Standard: ***********************
	FN => ISM:[1667,3]; score:1.000000
	FN => Claudio X. Gonzales:[5036,19]; score:1.000000
 => Home Depot:[3143,10]; score:1.000000
	FN => DeAngelo:[3466,8]; score:1.000000
	FN => Home Depot:[2509,10]; score:1.000000
	FN => Nardelli:[15,8]; score:1.000000
	FN => Shields:[818,7]; score:1.000000
	FN => Joe DeAngelo:[3225,12]; score:1.000000
 => The Home Depot:[1883,14]; score:1.000000
	FN => Nardelli:[1173,8]; score:1.000000
 => Home Depot:[5208,10]; score:1.000000
 => The Home Depot Inc.:[193,19]; score:1.000000
 => Frank Blake:[699,11]; score:1.000000
 => Home Depot:[4829,10]; score:1.000000
	FN => Nardelli:[668,8]; score:1.000000
	FN => Bob:[1850,3]; score:1.000000
 => Home Depot:[1507,10]; score:1.000000

************************ System Result: ***************************
	FP => intrinsic value:[4047,15]; score:0.278653
 => Home Depot:[3563,10]; score:1.001848
	FP => December 2000:[526,13]; score:0.850327
	FP => director:[1321,8]; score:0.375426
	FP => 2000:[3752,4]; score:0.427216
	FP => John L. Clendenin:[5017,17]; score:1.000000
	FP => retailer:[48,8]; score:0.425366
 => Home Depot:[2423,10]; score:1.184667
	FP => Gonzales:[5047,8]; score:0.000000
 => The Home Depot:[1663,14]; score:1.131240
	FP => immediately:[861,11]; score:1.000000
 => General Electric Co.:[583,20]; score:0.985062
 => Home Depot:[0,10]; score:1.270660
	FP => The Associated Press:[1230,20]; score:1.052499
	FP => Blake:[927,5]; score:0.175436
	FP => Senn:[2880,4]; score:0.959754
	FP => director:[2886,8]; score:0.355639
	FP => severance payment:[3887,17]; score:1.000000
 => Home Depot:[652,10]; score:1.225641
	FP => Robinson College:[2898,16]; score:0.985269
 => ATLANTA:[107,7]; score:0.555167
	FP => chief financial officer:[3196,23]; score:0.920894
	FP => hefty:[429,5]; score:1.000000
	FP => wholesale:[2097,9]; score:1.072077
	FP => acceleration:[3925,12]; score:0.412327
	FP => public discussion:[2619,17]; score:1.000000
	FP => Sept. 1:[1266,7]; score:1.040644
	FP => Hart:[5072,4]; score:0.000000
	FP => immediately:[1015,11]; score:1.000000
	FP => present value:[4409,13]; score:1.064033
 => Home Depot:[791,10]; score:1.204050
	FP => Shields:[884,7]; score:0.000000
	FP => employment contract:[3716,19]; score:0.981214
	FP => severance package:[461,17]; score:0.977416
	FP => CEO:[519,3]; score:0.290040
	FP => vice president:[3253,14]; score:1.017340
	FP => CEO:[11,3]; score:0.299981
 => Bob Nardelli:[117,12]; score:1.184152
	FP => apron:[1489,5]; score:0.000000
	FP => Tome:[3186,4]; score:0.000000
	FP => Home Depot:[1720,10]; score:1.220911
 => President Bush:[2365,14]; score:0.561005
	FP => shareholders meeting:[5125,20]; score:1.000000
 => The Home Depot:[3139,14]; score:0.961431
	FP => 2007:[5113,4]; score:0.792675
	FP => separation agreement:[3600,20]; score:0.945058
	FP => Home Depot:[3272,10]; score:0.984689
	FP => chief executive:[174,15]; score:1.092184
	FP => orange:[1482,6]; score:0.000000
	FP => college football:[2327,16]; score:0.762752
	FP => Tome:[3340,4]; score:0.000000
	FP => helped:[2384,6]; score:1.000000
	FP => Shields:[818,7]; score:0.000000
	FP => chief operating officer:[3522,23]; score:0.896904
	FP => chief executive:[59,15]; score:0.930765
 => The Home Depot:[1883,14]; score:1.140003
 => Home Depot:[5208,10]; score:0.955255
 => The Home Depot Inc.:[193,19]; score:1.185002
	FP => Home-improvement:[31,16]; score:1.000000
 => Frank Blake:[699,11]; score:1.300802
 => Home Depot:[4829,10]; score:1.006120
 => Georgia State University.:[2958,25]; score:1.228892
 => Home Depot:[1507,10]; score:1.170127
	FP => mergers and acquisitions:[3381,24]; score:0.879673
P/R/F:0.2923077/0.3220339/0.30645165; tpCount:19.0; fpCount:46.0; fnCount:40.0
[Tra16444229.txt]
***************** Gold Standard: ***********************
	FN => Perez:[839,5]; score:1.000000
	FN => Venegas:[938,7]; score:1.000000
	FN => Bownds:[1451,6]; score:1.000000
	FN => Menzies Aviation Group:[1051,22]; score:1.000000
	FN => Police:[396,6]; score:1.000000
 => United States:[1140,13]; score:1.000000
 => Texas:[13,5]; score:1.000000
 => Carlos Osorio:[726,13]; score:1.000000
 => George Bush Intercontinental Airport:[241,36]; score:1.000000
 => London:[1267,6]; score:1.000000
	FN => Manuel:[694,6]; score:1.000000
	FN => Daniel Venegas:[766,14]; score:1.000000
	FN => Harris County Jail:[868,18]; score:1.000000
	FN => Ricardo Aguilar:[705,15]; score:1.000000
 => HOUSTON:[121,7]; score:1.000000
	FN => Osorio:[828,6]; score:1.000000
	FN => Bownds:[1020,6]; score:1.000000
 => Houston:[354,7]; score:1.000000
	FN => Erick Perez:[745,11]; score:1.000000

************************ System Result: ***************************
	FP => Aguilar:[713,7]; score:0.259575
	FP => baggage-handling:[54,16]; score:1.000000
 => Texas:[13,5]; score:1.586075
 => London:[1267,6]; score:1.347612
 => Houston:[354,7]; score:1.015521
	FP => luggage:[228,7]; score:1.043323
	FP => organized criminal activity:[647,27]; score:1.000000
 => George Bush Intercontinental Airport:[241,36]; score:1.236079
	FP => police:[279,6]; score:0.996111
 => HOUSTON:[121,7]; score:1.046743
	FP => $20,000:[890,7]; score:1.000000
	FP => luggage:[514,7]; score:0.722351
	FP => contractor:[168,10]; score:0.000000
	FP => immediately:[1289,11]; score:1.000000
	FP => Venegas:[773,7]; score:1.000000
	FP => telephone:[1225,9]; score:1.047989
	FP => airport luggage:[19,15]; score:0.927483
 => Carlos Osorio:[726,13]; score:1.000000
	FP => police:[1207,6]; score:0.856587
	FP => luggage:[412,7]; score:0.788530
	FP => Houston Police:[580,14]; score:1.051658
	FP => Harris County:[868,13]; score:1.493154
	FP => bond:[898,4]; score:0.252754
	FP => pet store:[104,9]; score:1.037405
	FP => pet store:[362,9]; score:1.037405
	FP => Venegas:[938,7]; score:1.000000
	FP => Aguilar:[810,7]; score:0.166748
	FP => Sixty-eight:[303,11]; score:1.000000
	FP => Erick:[745,5]; score:0.552367
	FP => baggage-handling:[151,16]; score:1.000000
 => United States:[1140,13]; score:1.378839
	FP => Menzies Aviation:[1051,16]; score:0.965667
	FP => trash bin:[374,9]; score:0.239722
	FP => luggage:[325,7]; score:1.001243
P/R/F:0.20588236/0.36842105/0.26415095; tpCount:7.0; fpCount:27.0; fnCount:12.0
[Hea16451212.txt]
***************** Gold Standard: ***********************
 => Medicaid:[4585,8]; score:1.000000
 => Highmark:[4203,8]; score:1.000000
 => Pittsburgh:[3887,10]; score:1.000000
 => SCHIP:[1678,5]; score:1.000000
	FN => Washington:[1524,10]; score:1.000000
	FN => Kyle:[2480,4]; score:1.000000
	FN => Tolbert:[1556,7]; score:1.000000
 => BIRMINGHAM:[121,10]; score:1.000000
	FN => Sharp:[2901,5]; score:1.000000
	FN => Alabama:[346,7]; score:1.000000
 => SCHIP:[4312,5]; score:1.000000
	FN => Sharp:[2521,5]; score:1.000000
 => U.S. government:[291,15]; score:1.000000
	FN => School of Nursing:[3557,17]; score:1.000000
	FN => Rohling:[3420,7]; score:1.000000
	FN => Sharp:[2590,5]; score:1.000000
	FN => All Kids:[4418,8]; score:1.000000
	FN => Rohling:[4769,7]; score:1.000000
	FN => Child Caring Foundation:[690,23]; score:1.000000
 => Congress:[4291,8]; score:1.000000
	FN => Child Caring Foundation:[2227,23]; score:1.000000
	FN => University of Alabama at Birmingham:[3521,35]; score:1.000000
 => Ala.:[133,4]; score:1.000000
 => United States:[1136,13]; score:1.000000
	FN => Blue Cross and Blue Shield of Alabama:[777,37]; score:1.000000
	FN => Jennifer Tolbert:[1428,16]; score:1.000000
 => U.S. Congress:[1589,13]; score:1.000000
 => Highmark Blue Cross Blue Shield:[3911,31]; score:1.000000
	FN => Denise Grabner:[4185,14]; score:1.000000
	FN => Sharp:[3377,5]; score:1.000000
 => Medicaid:[917,8]; score:1.000000
	FN => Al Rohling:[151,10]; score:1.000000
 => U.S.:[1105,4]; score:1.000000
	FN => Alabama Blue Cross Blue Shield:[2861,30]; score:1.000000
	FN => Rohling:[630,7]; score:1.000000
	FN => Sharp:[2808,5]; score:1.000000
 => Alabama:[2106,7]; score:1.000000
 => Western Pennsylvania:[3946,20]; score:1.000000
	FN => Dana:[2395,4]; score:1.000000
	FN => Jody Sharp:[2274,10]; score:1.000000
	FN => State Children's Health Insurance Program:[1635,41]; score:1.000000
	FN => Rohling:[642,7]; score:1.000000
 => Alabama:[4354,7]; score:1.000000
	FN => Reuters:[2819,7]; score:1.000000
	FN => Dana:[2465,4]; score:1.000000
	FN => Rohling:[324,7]; score:1.000000

************************ System Result: ***************************
	FP => working poor:[4273,12]; score:1.139743
	FP => insurance:[4622,9]; score:0.347900
 => SCHIP:[1678,5]; score:1.118090
	FP => 2006:[4014,4]; score:0.589480
	FP => Kyle:[2480,4]; score:0.795661
	FP => health insurance:[3140,16]; score:1.149801
	FP => Rohling:[3420,7]; score:1.000000
	FP => special needs:[2978,13]; score:0.788010
	FP => steel:[3996,5]; score:0.894537
	FP => poverty:[95,7]; score:0.491229
	FP => poverty:[615,7]; score:0.382102
	FP => state:[1704,5]; score:0.000000
	FP => family wage:[2542,11]; score:1.000000
	FP => charity:[880,7]; score:0.296742
	FP => University of Alabama:[3521,21]; score:1.051507
	FP => Rohling:[630,7]; score:1.000000
	FP => just one:[858,8]; score:1.000000
	FP => health care:[1280,11]; score:0.523136
	FP => $20,000:[4735,7]; score:1.000000
	FP => Rohling:[642,7]; score:1.000000
 => Highmark:[4203,8]; score:1.090094
 => Pittsburgh:[3887,10]; score:1.041509
	FP => state:[2255,5]; score:0.000000
 => SCHIP:[4312,5]; score:1.009709
	FP => Rohling:[154,7]; score:1.000000
	FP => teddy bear:[3646,10]; score:0.967742
	FP => epilepsy:[2685,8]; score:0.389630
	FP => poverty level:[4834,13]; score:0.340266
	FP => Rohling:[4769,7]; score:1.000000
	FP => Kaiser:[1473,6]; score:0.237200
	FP => deafness:[3715,8]; score:1.066149
	FP => Sharp:[2279,5]; score:0.220382
	FP => Blue Cross and Blue Shield of Alabama:[777,37]; score:1.000000
	FP => asthma:[2506,6]; score:1.030986
	FP => nearly:[4811,6]; score:1.000000
	FP => tank:[1547,4]; score:1.023024
	FP => tobacco companies:[4474,17]; score:0.947774
	FP => laid-off:[3987,8]; score:1.000000
	FP => 1990:[2576,4]; score:0.732067
	FP => 144,000:[4020,7]; score:1.034900
 => Medicaid:[917,8]; score:0.752163
	FP => Sharp:[2808,5]; score:0.000000
	FP => health care provider:[815,20]; score:1.073377
	FP => eye:[3394,3]; score:0.280328
	FP => eye:[3657,3]; score:0.818804
	FP => lurch:[1805,5]; score:1.000000
	FP => afford:[4851,6]; score:1.000000
 => BIRMINGHAM:[121,10]; score:0.000000
	FP => nurse:[2068,5]; score:0.781484
	FP => doctor:[3320,6]; score:0.436876
	FP => poverty rate:[4671,12]; score:0.328922
	FP => epilepsy:[2493,8]; score:1.005807
	FP => Sharp:[2590,5]; score:0.321304
	FP => 1985:[3901,4]; score:0.723171
	FP => insurance:[4514,9]; score:0.452893
 => Congress:[4291,8]; score:0.556206
	FP => —:[926,1]; score:1.000000
	FP => foster child:[2381,12]; score:0.853247
	FP => insurance:[939,9]; score:0.322767
	FP => health insurance:[979,16]; score:1.203601
	FP => health insurance:[3798,16]; score:1.061240
	FP => Nursing:[3567,7]; score:1.041959
 => U.S. Congress:[1589,13]; score:0.575847
	FP => afford:[1040,6]; score:1.000000
	FP => nurse:[3631,5]; score:0.896041
	FP => Sharp:[3377,5]; score:0.000000
 => U.S.:[1105,4]; score:0.898598
	FP => Medicaid:[1494,8]; score:1.154049
	FP => health insurance:[735,16]; score:1.195898
	FP => —:[949,1]; score:1.000000
	FP => handicapped:[2432,11]; score:0.868925
 => Western Pennsylvania:[3946,20]; score:0.765017
	FP => health insurance:[3047,16]; score:1.186333
	FP => Dana:[2395,4]; score:0.058571
	FP => insurance:[2754,9]; score:0.389473
	FP => insurance:[3267,9]; score:0.743882
 => Alabama:[4354,7]; score:0.835478
	FP => Reuters:[2819,7]; score:1.106479
	FP => Blue Cross Blue Shield:[2869,22]; score:1.066443
 => Medicaid:[4585,8]; score:0.969985
	FP => Low cost:[3819,8]; score:1.000000
	FP => health insurance:[3828,16]; score:1.155838
	FP => 1988:[2156,4]; score:0.847778
	FP => patchwork:[1234,9]; score:0.620082
	FP => charity:[2323,7]; score:0.681651
	FP => Health insurance:[0,16]; score:1.042710
 => U.S. government:[291,15]; score:0.840165
	FP => 1997:[4219,4]; score:1.319175
	FP => medical insurance:[493,17]; score:0.712989
	FP => Uninsured:[1511,9]; score:1.000000
	FP => state:[4452,5]; score:0.000000
	FP => single person:[4717,13]; score:1.000000
 => Ala.:[133,4]; score:0.996311
 => United States:[1136,13]; score:0.505522
	FP => 2004:[1417,4]; score:0.681662
	FP => doctor:[1868,6]; score:0.651717
 => Highmark Blue Cross Blue Shield:[3911,31]; score:1.000000
	FP => state:[3438,5]; score:0.000000
	FP => bridge:[594,6]; score:0.416107
	FP => American:[3860,8]; score:0.395878
	FP => health insurance:[1826,16]; score:1.118920
 => Alabama:[2106,7]; score:0.591707
	FP => 1988:[666,4]; score:0.614853
	FP => health insurance:[4136,16]; score:0.732492
	FP => paycheck:[3361,8]; score:0.000000
	FP => universal health care:[1168,21]; score:1.071805
	FP => Rohling:[324,7]; score:1.000000
P/R/F:0.1588785/0.36956522/0.22222224; tpCount:17.0; fpCount:90.0; fnCount:29.0
